chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr17	65337427	65337428	CITS_322[gene=chr17_f_c14231][PH=2][PH0=0.00][P=2.11e-03]	2	+	Satellite/LC			TE
chr17	65350972	65350973	CITS_323[gene=chr17_f_c14231][PH=2][PH0=0.00][P=2.11e-03]	2	+	LINE			TE
chr17	65859484	65859485	CITS_324[gene=chr17_f_c14264][PH=2][PH0=0.00][P=5.30e-03]	2	+	LINE			TE
chr17	66308829	66308830	CITS_325[gene=chr17_f_c14301][PH=3][PH0=0.05][P=3.70e-03]	3	+	Deep intronic	ENSG00000154229.13		Genic
chr17	66340988	66340989	CITS_326[gene=chr17_f_c14412][PH=4][PH0=0.10][P=5.02e-04]	4	+	Deep intronic	ENSG00000154229.13		Genic
chr17	66341080	66341081	CITS_327[gene=chr17_f_c14413][PH=4][PH0=0.10][P=5.02e-04]	4	+	Deep intronic	ENSG00000154229.13		Genic
chr17	66508023	66508024	CITS_328[gene=chr17_f_c14659][PH=3][PH0=0.00][P=3.47e-04]	3	+	Deep intronic	ENSG00000154229.13		Genic
chr17	66525915	66525916	CITS_329[gene=chr17_f_c14659][PH=3][PH0=0.00][P=3.47e-04]	3	+	Deep intronic	ENSG00000154229.13		Genic
chr17	66542797	66542798	CITS_330[gene=chr17_f_c14659][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSG00000154229.13		Genic
chr17	67876003	67876004	CITS_331[gene=chr17_f_c15002][PH=7][PH0=0.60][P=9.59e-04]	7	+	Deep intronic	ENSG00000171634.19	BPTF	Genic
chr17	67974050	67974051	CITS_332[gene=chr17_f_c15177][PH=3][PH0=0.00][P=2.01e-04]	3	+	LINE	ENSG00000171634.19	BPTF	TE
chr17	68040846	68040847	CITS_333[gene=chr17_f_c15177][PH=4][PH0=0.00][P=8.38e-08]	4	+	Proximal intronic	ENSG00000182481.11		Genic
chr17	68530803	68530804	CITS_334[gene=chr17_f_c15289][PH=4][PH0=0.00][P=7.64e-07]	4	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68531034	68531035	CITS_335[gene=chr17_f_c15289][PH=3][PH0=0.00][P=9.34e-04]	3	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68531721	68531722	CITS_336[gene=chr17_f_c15289][PH=3][PH0=0.00][P=9.34e-04]	3	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68531868	68531869	CITS_337[gene=chr17_f_c15289][PH=4][PH0=0.00][P=7.64e-07]	4	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68532035	68532036	CITS_338[gene=chr17_f_c15289][PH=3][PH0=0.00][P=9.34e-04]	3	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68532129	68532130	CITS_339[gene=chr17_f_c15289][PH=3][PH0=0.00][P=9.34e-04]	3	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68532261	68532262	CITS_340[gene=chr17_f_c15289][PH=4][PH0=0.00][P=7.64e-07]	4	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	68532701	68532702	CITS_341[gene=chr17_f_c15289][PH=3][PH0=0.00][P=9.34e-04]	3	+	3'UTR	ENSG00000108946.17	PRKAR1A	Genic
chr17	69124032	69124033	CITS_342[gene=chr17_f_c15434][PH=2][PH0=0.00][P=5.45e-03]	2	+	Deep intronic			Genic
chr17	69173671	69173672	CITS_343[gene=chr17_f_c15434][PH=3][PH0=0.00][P=8.30e-07]	3	+	Deep intronic			Genic
chr17	69999529	69999530	CITS_344[gene=chr17_f_c15727][PH=2][PH0=0.00][P=1.98e-03]	2	+	Deep intronic			Genic
chr17	71376135	71376136	CITS_345[gene=chr17_f_c15825][PH=2][PH0=0.00][P=6.41e-03]	2	+	LTR/ERV			TE
chr17	72124541	72124542	CITS_346[gene=chr17_f_c15865][PH=3][PH0=0.00][P=3.80e-05]	3	+	3'UTR	ENSG00000125398.9		Genic
chr17	72124568	72124569	CITS_347[gene=chr17_f_c15865][PH=3][PH0=0.00][P=3.80e-05]	3	+	3'UTR	ENSG00000125398.9		Genic
chr17	72124830	72124831	CITS_348[gene=chr17_f_c15865][PH=3][PH0=0.00][P=3.80e-05]	3	+	3'UTR	ENSG00000125398.9		Genic
chr17	72125606	72125607	CITS_349[gene=chr17_f_c15865][PH=3][PH0=0.00][P=3.80e-05]	3	+	3'UTR	ENSG00000125398.9		Genic
chr17	72163718	72163719	CITS_350[gene=chr17_f_c15865][PH=3][PH0=0.00][P=3.80e-05]	3	+	Deep intronic			Genic
chr17	75791750	75791751	CITS_352[gene=chr17_f_c16242][PH=3][PH0=0.00][P=3.45e-04]	3	+	First intron	ENSG00000132478.11		Genic
chr17	75792303	75792304	CITS_353[gene=chr17_f_c16242][PH=7][PH0=0.00][P=1.00e-100]	7	+	Satellite/LC	ENSG00000132478.11		TE
chr17	76237690	76237691	CITS_354[gene=chr17_f_c16260][PH=4][PH0=0.00][P=1.00e-100]	4	+	Other SINE			TE
chr17	76266578	76266579	CITS_355[gene=chr17_f_c16260][PH=2][PH0=0.00][P=3.45e-03]	2	+	First intron	ENSG00000185262.10		Genic
chr17	76558805	76558806	CITS_356[gene=chr17_f_c16278][PH=9][PH0=0.36][P=1.38e-07]	9	+	First intron	ENSG00000163597.18	SNHG16	Genic
chr17	76561160	76561161	CITS_357[gene=chr17_f_c16284][PH=28][PH0=1.30][P=1.00e-100]	28	+	First intron	ENSG00000163597.18	SNHG16	Genic
chr17	76561653	76561654	CITS_358[gene=chr17_f_c16286][PH=12][PH0=1.09][P=1.43e-06]	12	+	Proximal intronic	ENSG00000163597.18	SNHG16	Genic
chr17	78224074	78224075	CITS_359[gene=chr17_f_c16958][PH=7][PH0=0.29][P=1.40e-05]	7	+	3'UTR	ENSG00000089685.16		Genic
chr17	78410834	78410835	CITS_360[gene=chr17_f_c16967][PH=2][PH0=0.00][P=7.67e-03]	2	+	First intron	ENSG00000087157.20		Genic
chr17	80966271	80966272	CITS_361[gene=chr17_f_c17345][PH=2][PH0=0.00][P=5.29e-03]	2	+	3'UTR	ENSG00000141564.16	RPTOR	Genic
chr17	82139530	82139531	CITS_362[gene=chr17_f_c17430][PH=2][PH0=0.00][P=2.78e-04]	2	+	Alu	ENSG00000305552.1	""	TE
chr17	82577632	82577633	CITS_363[gene=chr17_f_c17585][PH=4][PH0=0.18][P=6.26e-03]	4	+	Deep intronic	ENSG00000141568.22		Genic
chr17	82588193	82588194	CITS_364[gene=chr17_f_c17610][PH=7][PH0=0.39][P=5.65e-05]	7	+	Deep intronic	ENSG00000141568.22		Genic
chr17	82755742	82755743	CITS_365[gene=chr17_f_c17639][PH=2][PH0=0.00][P=7.93e-03]	2	+	3'UTR-distal	ENSG00000141556.23		Genic
chr17	677603	677604	CITS_366[gene=chr17_r_c200][PH=3][PH0=0.00][P=6.27e-05]	3	-	LINE	ENSG00000141252.21	VPS53	TE
chr17	759514	759515	CITS_367[gene=chr17_r_c200][PH=3][PH0=0.00][P=6.27e-05]	3	-	3'UTR	ENSG00000167699.15		Genic
chr17	782171	782172	CITS_368[gene=chr17_r_c200][PH=3][PH0=0.00][P=6.27e-05]	3	-	CDS	ENSG00000167699.15		Genic
chr17	1344826	1344827	CITS_369[gene=chr17_r_c274][PH=3][PH0=0.00][P=6.00e-04]	3	-	3'UTR	ENSG00000108953.18		Genic
chr17	1345217	1345218	CITS_370[gene=chr17_r_c274][PH=3][PH0=0.00][P=6.00e-04]	3	-	3'UTR	ENSG00000108953.18		Genic
chr17	1345301	1345302	CITS_371[gene=chr17_r_c274][PH=15][PH0=0.00][P=1.00e-100]	15	-	3'UTR	ENSG00000108953.18		Genic
chr17	1423461	1423462	CITS_372[gene=chr17_r_c291][PH=5][PH0=0.28][P=4.18e-03]	5	-	3'UTR	ENSG00000167193.8	CRK	Genic
chr17	2329189	2329190	CITS_373[gene=chr17_r_c799][PH=7][PH0=0.46][P=2.73e-04]	7	-	Proximal intronic	ENSG00000167721.12		Genic
chr17	2689442	2689443	CITS_374[gene=chr17_r_c931][PH=3][PH0=0.00][P=2.10e-07]	3	-	3'UTR	ENSG00000132361.19		Genic
chr17	4328347	4328348	CITS_375[gene=chr17_r_c1050][PH=14][PH0=0.00][P=1.00e-100]	14	-	First intron	ENSG00000132388.14		Genic
chr17	4679428	4679429	CITS_376[gene=chr17_r_c1050][PH=4][PH0=0.00][P=3.02e-08]	4	-	Deep intronic	ENSG00000141456.17		Genic
chr17	4680768	4680769	CITS_377[gene=chr17_r_c1050][PH=3][PH0=0.00][P=1.47e-04]	3	-	Deep intronic	ENSG00000141456.17		Genic
chr17	4945678	4945679	CITS_378[gene=chr17_r_c1050][PH=3][PH0=0.00][P=1.47e-04]	3	-	3'UTR	ENSG00000108518.9		Genic
chr17	4945807	4945808	CITS_379[gene=chr17_r_c1051][PH=14][PH0=0.74][P=1.44e-10]	14	-	3'UTR	ENSG00000108518.9		Genic
chr17	4945860	4945861	CITS_380[gene=chr17_r_c1051][PH=7][PH0=0.74][P=9.85e-03]	7	-	3'UTR	ENSG00000108518.9		Genic
chr17	5188530	5188531	CITS_381[gene=chr17_r_c1091][PH=6][PH0=0.46][P=1.32e-03]	6	-	First intron	ENSG00000180626.11		Genic
chr17	5442350	5442351	CITS_382[gene=chr17_r_c1127][PH=5][PH0=0.17][P=2.50e-04]	5	-	3'UTR	ENSG00000005100.13	DHX33	Genic
chr17	5601605	5601606	CITS_383[gene=chr17_r_c1281][PH=5][PH0=0.24][P=2.20e-03]	5	-	Satellite/LC	ENSG00000091592.17	NLRP1	TE
chr17	7771725	7771726	CITS_384[gene=chr17_r_c1781][PH=6][PH0=0.00][P=1.00e-100]	6	-	Alu			TE
chr17	8138895	8138896	CITS_385[gene=chr17_r_c1781][PH=3][PH0=0.00][P=1.66e-03]	3	-	3'UTR-distal			Genic
chr17	8160180	8160181	CITS_386[gene=chr17_r_c1781][PH=3][PH0=0.00][P=1.66e-03]	3	-	3'UTR	ENSG00000220205.11		Genic
chr17	8173588	8173589	CITS_387[gene=chr17_r_c1781][PH=32][PH0=0.00][P=1.00e-100]	32	-	3'UTR	ENSG00000179029.16		Genic
chr17	8226624	8226625	CITS_388[gene=chr17_r_c1781][PH=673][PH0=0.00][P=1.00e-100]	673	-	3'UTR	ENSG00000178971.18		Genic
chr17	8558488	8558489	CITS_389[gene=chr17_r_c1963][PH=3][PH0=0.08][P=8.66e-03]	3	-	Satellite/LC	ENSG00000133026.15		TE
chr17	8563891	8563892	CITS_390[gene=chr17_r_c1989][PH=5][PH0=0.13][P=6.61e-05]	5	-	LTR/ERV	ENSG00000133026.15		TE
chr17	9290736	9290737	CITS_391[gene=chr17_r_c2176][PH=3][PH0=0.00][P=5.80e-05]	3	-	Deep intronic	ENSG00000170310.16		Genic
chr17	10902978	10902979	CITS_392[gene=chr17_r_c2425][PH=3][PH0=0.00][P=2.17e-07]	3	-	LINE			TE
chr17	11506335	11506336	CITS_393[gene=chr17_r_c2435][PH=2][PH0=0.00][P=1.50e-03]	2	-	Deep intronic			Genic
chr17	12367846	12367847	CITS_394[gene=chr17_r_c2518][PH=7][PH0=0.00][P=1.00e-100]	7	-	LINE			TE
chr17	14028813	14028814	CITS_395[gene=chr17_r_c3025][PH=11][PH0=0.51][P=4.32e-09]	11	-	LINE	ENSG00000236088.13	COX10-DT	TE
chr17	15522018	15522019	CITS_396[gene=chr17_r_c3295][PH=3][PH0=0.06][P=7.09e-03]	3	-	LTR/ERV	ENSG00000175106.17	TVP23C	TE
chr17	16030494	16030495	CITS_397[gene=chr17_r_c3468][PH=4][PH0=0.00][P=1.43e-07]	4	-	3'UTR	ENSG00000141027.24		Genic
chr17	16050708	16050709	CITS_398[gene=chr17_r_c3468][PH=3][PH0=0.00][P=4.03e-04]	3	-	LINE	ENSG00000141027.24		TE
chr17	16066603	16066604	CITS_399[gene=chr17_r_c3468][PH=3][PH0=0.00][P=4.03e-04]	3	-	Deep intronic	ENSG00000141027.24		Genic
chr17	16186471	16186472	CITS_400[gene=chr17_r_c3468][PH=6][PH0=0.00][P=1.00e-100]	6	-	First intron	ENSG00000141027.24		Genic
chr17	16616489	16616490	CITS_402[gene=chr17_r_c3484][PH=7][PH0=0.70][P=2.51e-03]	7	-	3'UTR-distal			Genic
chr17	18668287	18668288	CITS_403[gene=chr17_r_c3897][PH=5][PH0=0.34][P=5.82e-03]	5	-	3'UTR	ENSG00000240445.6	FOXO3B	Genic
chr17	19063957	19063958	CITS_404[gene=chr17_r_c3947][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19064037	19064038	CITS_405[gene=chr17_r_c3947][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19064109	19064110	CITS_406[gene=chr17_r_c3947][PH=17][PH0=0.00][P=1.00e-100]	17	-	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19112457	19112458	CITS_407[gene=chr17_r_c3947][PH=6][PH0=0.00][P=1.00e-100]	6	-	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19112537	19112538	CITS_408[gene=chr17_r_c3947][PH=6][PH0=0.00][P=1.00e-100]	6	-	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19190065	19190066	CITS_409[gene=chr17_r_c3948][PH=6][PH0=0.18][P=2.31e-05]	6	-	First intron	ENSG00000262202.5	""	Genic
chr17	19190218	19190219	CITS_410[gene=chr17_r_c3949][PH=24][PH0=1.81][P=1.00e-100]	24	-	Other exon	ENSG00000262202.5	""	Genic
chr17	22527105	22527106	CITS_411[gene=chr17_r_c4345][PH=36][PH0=1.87][P=1.00e-15]	36	-	Deep intronic			Genic
chr17	29256147	29256148	CITS_412[gene=chr17_r_c5084][PH=3][PH0=0.00][P=1.21e-03]	3	-	3'UTR	ENSG00000108256.10		Genic
chr17	29258720	29258721	CITS_413[gene=chr17_r_c5084][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000108256.10		Genic
chr17	29259237	29259238	CITS_414[gene=chr17_r_c5084][PH=3][PH0=0.00][P=1.21e-03]	3	-	3'UTR	ENSG00000108256.10		Genic
chr17	29260580	29260581	CITS_415[gene=chr17_r_c5084][PH=4][PH0=0.00][P=9.28e-07]	4	-	3'UTR	ENSG00000108256.10		Genic
chr17	29260756	29260757	CITS_416[gene=chr17_r_c5084][PH=3][PH0=0.00][P=1.21e-03]	3	-	3'UTR	ENSG00000108256.10		Genic
chr17	29260880	29260881	CITS_417[gene=chr17_r_c5084][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000108256.10		Genic
chr17	29260928	29260929	CITS_418[gene=chr17_r_c5084][PH=4][PH0=0.00][P=9.28e-07]	4	-	3'UTR	ENSG00000108256.10		Genic
chr17	29261204	29261205	CITS_419[gene=chr17_r_c5084][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000108256.10		Genic
chr17	29264030	29264031	CITS_420[gene=chr17_r_c5103][PH=8][PH0=0.61][P=1.19e-04]	8	-	3'UTR	ENSG00000108256.10		Genic
chr17	29264249	29264250	CITS_421[gene=chr17_r_c5105][PH=17][PH0=0.71][P=1.00e-100]	17	-	3'UTR	ENSG00000108256.10		Genic
chr17	29268958	29268959	CITS_422[gene=chr17_r_c5115][PH=14][PH0=0.49][P=3.20e-13]	14	-	First intron	ENSG00000108256.10		Genic
chr17	29626268	29626269	CITS_423[gene=chr17_r_c5316][PH=4][PH0=0.13][P=2.41e-03]	4	-	3'UTR	ENSG00000141298.19	SSH2	Genic
chr17	29742261	29742262	CITS_424[gene=chr17_r_c5555][PH=5][PH0=0.22][P=5.01e-04]	5	-	Satellite/LC	ENSG00000141298.19	SSH2	TE
chr17	29824988	29824989	CITS_425[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	LTR/ERV	ENSG00000141298.19	SSH2	TE
chr17	29834284	29834285	CITS_426[gene=chr17_r_c5747][PH=5][PH0=0.00][P=7.85e-09]	5	-	LINE	ENSG00000141298.19	SSH2	TE
chr17	29864312	29864313	CITS_427[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	Alu	ENSG00000141298.19	SSH2	TE
chr17	29870518	29870519	CITS_428[gene=chr17_r_c5747][PH=4][PH0=0.00][P=8.32e-06]	4	-	LINE	ENSG00000141298.19	SSH2	TE
chr17	29877672	29877673	CITS_429[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	LINE	ENSG00000141298.19	SSH2	TE
chr17	29878744	29878745	CITS_430[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29879668	29879669	CITS_431[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29883071	29883072	CITS_432[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29883866	29883867	CITS_434[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	LINE	ENSG00000141298.19	SSH2	TE
chr17	29887211	29887212	CITS_435[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29892646	29892647	CITS_436[gene=chr17_r_c5747][PH=4][PH0=0.00][P=8.32e-06]	4	-	Satellite/LC	ENSG00000141298.19	SSH2	TE
chr17	29902538	29902539	CITS_437[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29910478	29910479	CITS_438[gene=chr17_r_c5747][PH=4][PH0=0.00][P=8.32e-06]	4	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29910753	29910754	CITS_439[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29910828	29910829	CITS_440[gene=chr17_r_c5747][PH=7][PH0=0.00][P=1.00e-100]	7	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29917205	29917206	CITS_441[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29920627	29920628	CITS_442[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29920859	29920860	CITS_443[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29921502	29921503	CITS_444[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	29922446	29922447	CITS_445[gene=chr17_r_c5747][PH=3][PH0=0.00][P=6.58e-03]	3	-	LINE	ENSG00000141298.19	SSH2	TE
chr17	29924347	29924348	CITS_446[gene=chr17_r_c5747][PH=6][PH0=0.00][P=1.00e-100]	6	-	First intron	ENSG00000141298.19	SSH2	Genic
chr17	31154585	31154586	CITS_447[gene=chr17_r_c5996][PH=4][PH0=0.00][P=4.10e-10]	4	-	Deep intronic			Genic
chr17	34961408	34961409	CITS_448[gene=chr17_r_c6721][PH=3][PH0=0.00][P=1.81e-04]	3	-	5'UTR	ENSG00000132141.15		Genic
chr17	35009577	35009578	CITS_449[gene=chr17_r_c6721][PH=4][PH0=0.00][P=6.26e-08]	4	-	3'UTR	ENSG00000092871.18		Genic
chr17	35151208	35151209	CITS_450[gene=chr17_r_c6821][PH=39][PH0=0.40][P=1.00e-100]	39	-	Deep intronic			Genic
chr17	37175172	37175173	CITS_451[gene=chr17_r_c7167][PH=4][PH0=0.16][P=2.79e-03]	4	-	Deep intronic	ENSG00000278540.5	ACACA	Genic
chr17	37220979	37220980	CITS_452[gene=chr17_r_c7378][PH=3][PH0=0.08][P=7.85e-03]	3	-	Deep intronic	ENSG00000278540.5	ACACA	Genic
chr17	37294125	37294126	CITS_453[gene=chr17_r_c7549][PH=10][PH0=0.41][P=9.03e-09]	10	-	LTR/ERV	ENSG00000278540.5	ACACA	TE
chr17	37301838	37301839	CITS_454[gene=chr17_r_c7571][PH=5][PH0=0.19][P=2.41e-04]	5	-	LINE	ENSG00000278540.5	ACACA	TE
chr17	37611339	37611340	CITS_455[gene=chr17_r_c7865][PH=3][PH0=0.00][P=1.39e-04]	3	-	3'UTR	ENSG00000278053.6		Genic
chr17	38195660	38195661	CITS_456[gene=chr17_r_c7967][PH=5][PH0=0.00][P=5.72e-10]	5	-	LINE			TE
chr17	38201725	38201726	CITS_457[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38202245	38202246	CITS_458[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Other exon	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38202392	38202393	CITS_459[gene=chr17_r_c7967][PH=4][PH0=0.00][P=8.84e-07]	4	-	Proximal intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38202531	38202532	CITS_460[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Proximal intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38202691	38202692	CITS_461[gene=chr17_r_c7967][PH=6][PH0=0.00][P=1.00e-100]	6	-	Proximal intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38206284	38206285	CITS_462[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38206397	38206398	CITS_463[gene=chr17_r_c7967][PH=4][PH0=0.00][P=8.84e-07]	4	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38206853	38206854	CITS_464[gene=chr17_r_c7967][PH=6][PH0=0.00][P=1.00e-100]	6	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38207245	38207246	CITS_465[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	LINE	ENSG00000274487.5	NPEPPSP1	TE
chr17	38207374	38207375	CITS_466[gene=chr17_r_c7967][PH=4][PH0=0.00][P=8.84e-07]	4	-	LINE	ENSG00000274487.5	NPEPPSP1	TE
chr17	38208279	38208280	CITS_467[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	LINE	ENSG00000274487.5	NPEPPSP1	TE
chr17	38208394	38208395	CITS_468[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38208620	38208621	CITS_469[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Deep intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38208753	38208754	CITS_470[gene=chr17_r_c7967][PH=4][PH0=0.00][P=8.84e-07]	4	-	Proximal intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38208819	38208820	CITS_471[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	Proximal intronic	ENSG00000274487.5	NPEPPSP1	Genic
chr17	38217221	38217222	CITS_472[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	LINE	ENSG00000274487.5	NPEPPSP1	TE
chr17	38252366	38252367	CITS_473[gene=chr17_r_c7967][PH=3][PH0=0.00][P=1.28e-03]	3	-	First intron	ENSG00000274487.5	NPEPPSP1	Genic
chr17	40389501	40389502	CITS_475[gene=chr17_r_c8476][PH=5][PH0=0.15][P=1.67e-04]	5	-	3'UTR	ENSG00000131747.16		Genic
chr17	40633447	40633448	CITS_476[gene=chr17_r_c8579][PH=3][PH0=0.05][P=3.95e-03]	3	-	Deep intronic	ENSG00000073584.21		Genic
chr17	41867344	41867345	CITS_477[gene=chr17_r_c8765][PH=6][PH0=0.33][P=3.88e-04]	6	-	3'UTR	ENSG00000131473.18		Genic
chr17	42274283	42274284	CITS_478[gene=chr17_r_c8918][PH=3][PH0=0.00][P=1.26e-04]	3	-	Satellite/LC	ENSG00000173757.12		TE
chr17	42313382	42313383	CITS_479[gene=chr17_r_c8918][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000168610.18		Genic
chr17	42580738	42580739	CITS_480[gene=chr17_r_c8940][PH=4][PH0=0.16][P=6.00e-03]	4	-	3'UTR	ENSG00000141699.12		Genic
chr17	43290322	43290323	CITS_481[gene=chr17_r_c9119][PH=3][PH0=0.00][P=1.01e-05]	3	-	First intron	ENSG00000236383.9	CCDC200	Genic
chr17	43368020	43368021	CITS_482[gene=chr17_r_c9119][PH=4][PH0=0.00][P=1.50e-09]	4	-	Deep intronic	ENSG00000188825.17	LINC00910	Genic
chr17	43368071	43368072	CITS_483[gene=chr17_r_c9119][PH=9][PH0=0.00][P=1.00e-100]	9	-	Deep intronic	ENSG00000188825.17	LINC00910	Genic
chr17	43766210	43766211	CITS_484[gene=chr17_r_c9147][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000108861.10		Genic
chr17	43768280	43768281	CITS_485[gene=chr17_r_c9147][PH=3][PH0=0.00][P=7.93e-06]	3	-	3'UTR	ENSG00000108861.10		Genic
chr17	44011791	44011792	CITS_486[gene=chr17_r_c9153][PH=3][PH0=0.00][P=1.95e-04]	3	-	3'UTR	ENSG00000091947.11		Genic
chr17	44034746	44034747	CITS_488[gene=chr17_r_c9153][PH=3][PH0=0.00][P=1.95e-04]	3	-	3'UTR	ENSG00000161654.11		Genic
chr17	44035566	44035567	CITS_489[gene=chr17_r_c9153][PH=3][PH0=0.00][P=1.95e-04]	3	-	3'UTR	ENSG00000161654.11		Genic
chr17	44035680	44035681	CITS_490[gene=chr17_r_c9153][PH=6][PH0=0.00][P=1.00e-100]	6	-	3'UTR	ENSG00000161654.11		Genic
chr17	44063706	44063707	CITS_491[gene=chr17_r_c9153][PH=7][PH0=0.00][P=1.00e-100]	7	-	First intron	ENSG00000161654.11		Genic
chr17	44192681	44192682	CITS_492[gene=chr17_r_c9153][PH=3][PH0=0.00][P=1.95e-04]	3	-	3'UTR	ENSG00000087152.17		Genic
chr17	44461508	44461509	CITS_493[gene=chr17_r_c9386][PH=4][PH0=0.16][P=5.89e-03]	4	-	First intron	ENSG00000186566.14		Genic
chr17	44466627	44466628	CITS_494[gene=chr17_r_c9426][PH=4][PH0=0.16][P=4.16e-03]	4	-	First intron	ENSG00000186566.14		Genic
chr17	44800936	44800937	CITS_495[gene=chr17_r_c9622][PH=6][PH0=0.32][P=3.94e-04]	6	-	3'UTR	ENSG00000182963.12		Genic
chr17	44802646	44802647	CITS_496[gene=chr17_r_c9627][PH=3][PH0=0.06][P=5.30e-03]	3	-	3'UTR	ENSG00000182963.12		Genic
chr17	44940874	44940875	CITS_497[gene=chr17_r_c9695][PH=3][PH0=0.00][P=5.03e-05]	3	-	First intron	ENSG00000186185.15		Genic
chr17	44946174	44946175	CITS_498[gene=chr17_r_c9695][PH=4][PH0=0.00][P=1.69e-08]	4	-	First intron	ENSG00000186185.15		Genic
chr17	45562315	45562316	CITS_499[gene=chr17_r_c9898][PH=4][PH0=0.20][P=7.59e-03]	4	-	Satellite/LC	ENSG00000291175.2	""	TE
