chr	start	end	name	score	strand	NormedTC_ERR018282	NormedTC_ERR018283	NormedTC_ERR018284	NormedTC_HNRNPC_WT	BC_HNRNPC_WT	annotation	gene	external_gene_name	grouped_annotation
chr1	1843880	1843900	chr1-421	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000078369.20		TE
chr1	1846049	1846069	chr1-171	78.2	-	8.0619	12.1005	0	20.1624	2	LINE	ENSG00000078369.20		TE
chr1	1856829	1856849	chr1-422	58.6	-	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000078369.20		Genic
chr1	1870761	1870781	chr1-423	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000078369.20		TE
chr1	1887205	1887225	chr1-424	58.6	-	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000078369.20		Genic
chr1	1889641	1889661	chr1-425	58.6	-	0	12.1005	10.4319	22.5324	2	Alu	ENSG00000078369.20		TE
chr1	2242699	2242719	chr1-426	78.2	+	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000157933.12		TE
chr1	2269115	2269135	chr1-172	78.2	+	16.1238	6.0503	0	22.174	2	Alu	ENSG00000157933.12		TE
chr1	2307703	2307723	chr1-173	78.2	+	4.0309	18.1508	0	22.1817	2	3'UTR	ENSG00000157933.12		Genic
chr1	3889681	3889701	chr1-174	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000198912.12	C1orf174	Genic
chr1	6208336	6208356	chr1-427	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000158286.14		TE
chr1	6792484	6792504	chr1-430	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000171735.21	CAMTA1	Genic
chr1	6793868	6793888	chr1-431	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000171735.21	CAMTA1	Genic
chr1	6892936	6892956	chr1-432	58.6	+	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	7980876	7980896	chr1-175	78.2	+	12.0928	12.1005	0	24.1934	2	Alu	ENSG00000116288.14		TE
chr1	8354467	8354487	chr1-433	58.6	-	8.0619	0	10.4319	18.4938	2	3'UTR	ENSG00000142599.21		Genic
chr1	8602378	8602398	chr1-434	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000142599.21		TE
chr1	8779644	8779664	chr1-435	58.6	-	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000142599.21		TE
chr1	8868202	8868222	chr1-436	97.7	-	8.0619	12.1005	10.4319	30.5943	3	Deep intronic	ENSG00000074800.17		Genic
chr1	8875289	8875309	chr1-176	78.2	-	8.0619	12.1005	0	20.1624	2	Satellite/LC	ENSG00000074800.17		TE
chr1	8877859	8877879	chr1-53	117.3	-	16.1238	0	20.8638	36.9875	2	Alu	ENSG00000074800.17		TE
chr1	9156634	9156654	chr1-437	58.6	-	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000228526.9	MIR34AHG	TE
chr1	9795009	9795029	chr1-438	58.6	-	0	18.1508	0	18.1508	1	Satellite/LC	ENSG00000171603.19		TE
chr1	9950100	9950120	chr1-439	58.6	+	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000173614.15		TE
chr1	9963418	9963438	chr1-177	78.2	+	0	18.1508	10.4319	28.5827	2	Alu	ENSG00000173614.15		TE
chr1	10086708	10086728	chr1-440	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000130939.21		TE
chr1	10459715	10459735	chr1-441	58.6	-	8.0619	0	10.4319	18.4938	2	3'UTR	ENSG00000160049.13		Genic
chr1	10490727	10490747	chr1-442	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000142655.14		TE
chr1	10559353	10559373	chr1-178	78.2	+	16.1238	0	0	16.1238	1	Deep intronic	ENSG00000142655.14		Genic
chr1	11017215	11017235	chr1-87	97.7	+	4.0309	18.1508	10.4319	32.6136	3	Alu	ENSG00000120948.20		TE
chr1	11023133	11023153	chr1-179	78.2	+	4.0309	18.1508	10.4319	32.6136	3	3'UTR	ENSG00000120948.20		Genic
chr1	11078092	11078112	chr1-444	78.2	-	0	18.1508	10.4319	28.5827	2	Alu	ENSG00000171824.15		TE
chr1	11827450	11827470	chr1-446	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000011021.24		TE
chr1	11908188	11908208	chr1-12	430	+	52.4022	72.6032	52.1594	177.1648	3	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11908276	11908296	chr1-8	351.9	+	40.3094	72.6032	104.3188	217.2314	3	Other exon	ENSG00000285646.3	""	Genic
chr1	11909822	11909842	chr1-1	1114.2	-	193.4852	193.6085	219.0695	606.1631	3	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	11965249	11965269	chr1-449	78.2	+	12.0928	6.0503	0	18.1431	2	Deep intronic	ENSG00000083444.18		Genic
chr1	12240931	12240951	chr1-450	58.6	+	0	18.1508	0	18.1508	1	Alu	ENSG00000048707.15	VPS13D	TE
chr1	14189324	14189344	chr1-451	58.6	+	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000189337.17	KAZN	Genic
chr1	14258231	14258251	chr1-452	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000189337.17	KAZN	TE
chr1	14671651	14671671	chr1-453	58.6	+	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000189337.17	KAZN	Genic
chr1	14674797	14674817	chr1-180	78.2	+	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000189337.17	KAZN	TE
chr1	15532708	15532728	chr1-181	78.2	+	12.0928	0	10.4319	22.5247	2	First intron	ENSG00000116138.14		Genic
chr1	15570716	15570736	chr1-454	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000116138.14		Genic
chr1	16311472	16311492	chr1-456	58.6	-	0	18.1508	0	18.1508	1	Alu	ENSG00000037637.12		TE
chr1	16316710	16316730	chr1-457	58.6	-	0	0	31.2956	31.2956	1	5'UTR	ENSG00000037637.12		Genic
chr1	16353721	16353741	chr1-458	58.6	+	8.0619	6.0503	0	14.1121	2	Alu			TE
chr1	16606853	16606873	chr1-459	58.6	-	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000219481.11	NBPF1	Genic
chr1	17041644	17041664	chr1-461	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000117118.13		TE
chr1	17408893	17408913	chr1-182	78.2	-	4.0309	18.1508	0	22.1817	2	3'UTR	ENSG00000179051.15		Genic
chr1	17415335	17415355	chr1-463	58.6	-	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000179051.15		Genic
chr1	17417883	17417903	chr1-183	97.7	-	12.0928	6.0503	10.4319	28.575	3	Deep intronic	ENSG00000179051.15		Genic
chr1	17419037	17419057	chr1-184	78.2	-	12.0928	0	10.4319	22.5247	2	Deep intronic	ENSG00000179051.15		Genic
chr1	17422012	17422032	chr1-185	78.2	-	4.0309	6.0503	20.8638	30.945	3	Alu	ENSG00000179051.15		TE
chr1	17424388	17424408	chr1-466	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000179051.15		Genic
chr1	19123431	19123451	chr1-468	78.2	-	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000127481.15	UBR4	TE
chr1	19138661	19138681	chr1-469	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Deep intronic	ENSG00000127481.15	UBR4	Genic
chr1	19462851	19462871	chr1-470	58.6	-	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000077549.20		Genic
chr1	20743181	20743201	chr1-54	117.3	-	8.0619	12.1005	20.8638	41.0262	3	3'UTR	ENSG00000127483.21		Genic
chr1	20744044	20744064	chr1-472	97.7	-	8.0619	6.0503	20.8638	34.9759	3	3'UTR	ENSG00000127483.21		Genic
chr1	20744142	20744162	chr1-89	117.3	-	12.0928	12.1005	20.8638	45.0571	3	3'UTR	ENSG00000127483.21		Genic
chr1	20767928	20767948	chr1-473	58.6	-	8.0619	6.0503	0	14.1121	2	Other SINE	ENSG00000127483.21		TE
chr1	20774967	20774987	chr1-39	234.6	-	12.0928	30.2513	52.1594	94.5035	3	5'UTR	ENSG00000127483.21		Genic
chr1	20775100	20775120	chr1-40	136.8	-	20.1547	6.0503	10.4319	36.6368	3	Deep intronic	ENSG00000127483.21		Genic
chr1	20775494	20775514	chr1-90	175.9	-	16.1238	18.1508	31.2956	65.5702	3	Deep intronic	ENSG00000127483.21		Genic
chr1	20785819	20785839	chr1-475	58.6	-	4.0309	0	20.8638	24.8947	2	First intron	ENSG00000127483.21		Genic
chr1	20806776	20806796	chr1-188	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR	ENSG00000075151.24	EIF4G3	Genic
chr1	20923230	20923250	chr1-476	58.6	-	0	18.1508	0	18.1508	1	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	20933650	20933670	chr1-477	58.6	-	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	20944333	20944353	chr1-478	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21000343	21000363	chr1-480	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	21037221	21037241	chr1-481	58.6	-	4.0309	0	20.8638	24.8947	2	Satellite/LC	ENSG00000075151.24	EIF4G3	TE
chr1	21067821	21067841	chr1-482	58.6	-	4.0309	0	20.8638	24.8947	2	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	21071400	21071420	chr1-483	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21074721	21074741	chr1-484	58.6	-	0	12.1005	10.4319	22.5324	2	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	21085324	21085344	chr1-485	58.6	-	4.0309	12.1005	0	16.1315	2	Deep intronic	ENSG00000075151.24	EIF4G3	Genic
chr1	21113832	21113852	chr1-488	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21115600	21115620	chr1-489	58.6	-	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21116449	21116469	chr1-490	58.6	-	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21119955	21119975	chr1-491	58.6	-	8.0619	6.0503	0	14.1121	2	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21132345	21132365	chr1-189	78.2	-	4.0309	0	31.2956	35.3266	2	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21134655	21134675	chr1-55	117.3	-	8.0619	0	41.7275	49.7894	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21138362	21138382	chr1-493	58.6	-	0	30.2513	0	30.2513	1	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21144132	21144152	chr1-91	78.2	-	4.0309	12.1005	20.8638	36.9952	3	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21145085	21145105	chr1-190	78.2	-	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21150257	21150277	chr1-191	78.2	-	12.0928	12.1005	0	24.1934	2	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21155680	21155700	chr1-192	78.2	-	4.0309	18.1508	0	22.1817	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21160869	21160889	chr1-92	97.7	-	16.1238	6.0503	10.4319	32.6059	3	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21166239	21166259	chr1-501	58.6	-	8.0619	0	10.4319	18.4938	2	Alu	ENSG00000075151.24	EIF4G3	TE
chr1	21167832	21167852	chr1-193	78.2	-	16.1238	0	0	16.1238	1	First intron	ENSG00000075151.24	EIF4G3	Genic
chr1	21170259	21170279	chr1-502	58.6	-	0	12.1005	10.4319	22.5324	2	LINE	ENSG00000075151.24	EIF4G3	TE
chr1	21328747	21328767	chr1-503	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000117298.16	ECE1	TE
chr1	21331397	21331417	chr1-504	78.2	-	12.0928	0	10.4319	22.5247	2	Alu	ENSG00000117298.16	ECE1	TE
chr1	21331574	21331594	chr1-505	58.6	-	0	0	31.2956	31.2956	1	Alu	ENSG00000117298.16	ECE1	TE
chr1	21726940	21726960	chr1-56	117.3	-	20.1547	6.0503	0	26.205	2	Deep intronic	ENSG00000090686.17		Genic
chr1	21745400	21745420	chr1-508	58.6	-	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000090686.17		TE
chr1	21755539	21755559	chr1-41	136.8	-	16.1238	12.1005	20.8638	49.0881	3	Alu	ENSG00000090686.17		TE
chr1	21756458	21756478	chr1-194	78.2	-	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000090686.17		TE
chr1	21757577	21757597	chr1-509	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Satellite/LC	ENSG00000090686.17		TE
chr1	21766342	21766362	chr1-195	78.2	-	8.0619	6.0503	10.4319	24.544	3	Alu	ENSG00000090686.17		TE
chr1	21782290	21782310	chr1-510	58.6	-	4.0309	0	20.8638	24.8947	2	First intron	ENSG00000090686.17		Genic
chr1	21926747	21926767	chr1-196	78.2	-	4.0309	0	31.2956	35.3266	2	Alu	ENSG00000142798.20	HSPG2	TE
chr1	22091934	22091954	chr1-511	58.6	+	4.0309	12.1005	0	16.1315	2	3'UTR	ENSG00000070831.19		Genic
chr1	23072661	23072681	chr1-512	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000004487.19		TE
chr1	23072822	23072842	chr1-513	58.6	+	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000004487.19		TE
chr1	23149065	23149085	chr1-515	58.6	-	12.0928	0	0	12.0928	1	Alu	ENSG00000169641.16	LUZP1	TE
chr1	23288301	23288321	chr1-517	58.6	-	8.0619	6.0503	0	14.1121	2	TSS-proximal			Genic
chr1	23288958	23288978	chr1-518	58.6	-	8.0619	0	10.4319	18.4938	2	Deep intronic			Genic
chr1	23289813	23289833	chr1-519	58.6	-	4.0309	12.1005	0	16.1315	2	Other SINE			TE
chr1	23299475	23299495	chr1-520	58.6	-	0	12.1005	10.4319	22.5324	2	3'UTR-distal			Genic
chr1	23307479	23307499	chr1-521	58.6	-	0	18.1508	0	18.1508	1	3'UTR	ENSG00000125944.23		Genic
chr1	23310261	23310281	chr1-57	136.8	-	12.0928	12.1005	20.8638	45.0571	3	3'UTR	ENSG00000125944.23		Genic
chr1	23310341	23310361	chr1-197	78.2	-	4.0309	12.1005	20.8638	36.9952	3	3'UTR	ENSG00000125944.23		Genic
chr1	23320701	23320721	chr1-522	58.6	-	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000125944.23		Genic
chr1	23341308	23341328	chr1-523	58.6	-	8.0619	0	10.4319	18.4938	2	First intron	ENSG00000125944.23		Genic
chr1	23342930	23342950	chr1-524	58.6	-	8.0619	18.1508	0	26.2127	2	5'UTR	ENSG00000125944.23		Genic
chr1	23559442	23559462	chr1-93	97.7	-	8.0619	18.1508	0	26.2127	2	5'UTR	ENSG00000117318.10		Genic
chr1	23787740	23787760	chr1-525	58.6	+	8.0619	12.1005	0	20.1624	2	3'UTR	ENSG00000057757.11		Genic
chr1	23968266	23968286	chr1-198	78.2	-	8.0619	6.0503	20.8638	34.9759	3	3'UTR	ENSG00000188529.16		Genic
chr1	23975391	23975411	chr1-58	117.3	-	16.1238	12.1005	10.4319	38.6562	3	First intron	ENSG00000188529.16		Genic
chr1	23976205	23976225	chr1-529	78.2	-	8.0619	12.1005	0	20.1624	2	First intron	ENSG00000188529.16		Genic
chr1	24653839	24653859	chr1-531	58.6	+	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000133226.20		Genic
chr1	24670510	24670530	chr1-532	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000133226.20		TE
chr1	24672979	24672999	chr1-59	117.3	+	8.0619	30.2513	0	38.3132	2	3'UTR	ENSG00000133226.20		Genic
chr1	24778816	24778836	chr1-534	78.2	+	8.0619	12.1005	0	20.1624	2	First intron	ENSG00000169504.16		Genic
chr1	24843528	24843548	chr1-199	97.7	+	4.0309	18.1508	10.4319	32.6136	3	3'UTR	ENSG00000169504.16		Genic
chr1	25244659	25244679	chr1-200	78.2	-	8.0619	12.1005	0	20.1624	2	3'UTR	ENSG00000117616.19		Genic
chr1	25861997	25862017	chr1-536	58.6	-	0	12.1005	10.4319	22.5324	2	3'UTR	ENSG00000182749.7		Genic
chr1	25900756	25900776	chr1-201	97.7	-	12.0928	6.0503	20.8638	39.0068	3	3'UTR	ENSG00000117632.24		Genic
chr1	26475259	26475279	chr1-94	97.7	+	12.0928	12.1005	0	24.1934	2	3'UTR	ENSG00000198830.14		Genic
chr1	26943590	26943610	chr1-538	58.6	+	8.0619	6.0503	0	14.1121	2	Deep intronic	ENSG00000090273.15		Genic
chr1	27448824	27448844	chr1-95	97.7	-	0	30.2513	0	30.2513	1	Alu	ENSG00000158195.12		TE
chr1	27472785	27472805	chr1-539	58.6	-	0	18.1508	0	18.1508	1	Alu	ENSG00000158195.12		TE
chr1	27474937	27474957	chr1-540	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000158195.12		TE
chr1	27545727	27545747	chr1-202	78.2	-	8.0619	12.1005	0	20.1624	2	Deep intronic	ENSG00000126705.16		Genic
chr1	27553747	27553767	chr1-60	136.8	-	16.1238	6.0503	20.8638	43.0378	3	LINE	ENSG00000126705.16		TE
chr1	28010165	28010185	chr1-541	58.6	-	0	18.1508	0	18.1508	1	Satellite/LC	ENSG00000158161.17		TE
chr1	28026604	28026624	chr1-542	58.6	-	4.0309	12.1005	10.4319	26.5633	3	Alu	ENSG00000158161.17		TE
chr1	28071807	28071827	chr1-543	58.6	-	8.0619	0	10.4319	18.4938	2	First intron	ENSG00000158161.17		Genic
chr1	28205571	28205591	chr1-544	58.6	-	0	0	31.2956	31.2956	1	Alu	ENSG00000126698.12		TE
chr1	28437244	28437264	chr1-203	78.2	+	4.0309	18.1508	0	22.1817	2	Alu	ENSG00000204138.14		TE
chr1	28456041	28456061	chr1-545	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000204138.14		TE
chr1	28506049	28506069	chr1-22	234.6	+	32.2475	24.2011	0	56.4486	2	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28507039	28507059	chr1-62	156.4	+	28.2166	18.1508	20.8638	67.2311	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28507243	28507263	chr1-14	312.8	+	28.2166	48.4021	31.2956	107.9143	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28507471	28507491	chr1-96	156.4	+	8.0619	24.2011	41.7275	73.9905	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28507618	28507638	chr1-42	136.8	+	4.0309	24.2011	20.8638	49.0958	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508132	28508152	chr1-28	195.5	+	12.0928	12.1005	0	24.1934	2	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508320	28508340	chr1-63	195.5	+	20.1547	18.1508	31.2956	69.6011	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508373	28508393	chr1-29	175.9	+	16.1238	24.2011	31.2956	71.6205	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28508929	28508949	chr1-9	332.3	+	44.3404	54.4524	31.2956	130.0884	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509125	28509145	chr1-15	195.5	+	20.1547	18.1508	41.7275	80.033	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509213	28509233	chr1-23	215	+	20.1547	36.3016	20.8638	77.3201	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28509301	28509321	chr1-64	254.1	+	24.1856	18.1508	41.7275	84.064	3	3'UTR-distal	ENSG00000180198.18		Genic
chr1	28511680	28511700	chr1-548	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000180198.18		TE
chr1	28534657	28534677	chr1-550	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000180198.18		TE
chr1	28579357	28579377	chr1-551	78.2	-	4.0309	12.1005	10.4319	26.5633	3	3'UTR-distal	ENSG00000197989.16	SNHG12	Genic
chr1	28580126	28580146	chr1-206	78.2	-	4.0309	0	31.2956	35.3266	2	3'UTR-distal	ENSG00000197989.16	SNHG12	Genic
chr1	28648688	28648708	chr1-43	215	+	24.1856	24.2011	41.7275	90.1142	3	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	28683236	28683256	chr1-553	58.6	+	8.0619	0	10.4319	18.4938	2	5'UTR	ENSG00000162419.14		Genic
chr1	28739326	28739346	chr1-554	58.6	+	4.0309	0	20.8638	24.8947	2	Alu	ENSG00000198492.17		TE
chr1	28739479	28739499	chr1-555	58.6	+	4.0309	12.1005	0	16.1315	2	Alu	ENSG00000198492.17		TE
chr1	29166283	29166303	chr1-207	97.7	-	8.0619	6.0503	20.8638	34.9759	3	First intron	ENSG00000116350.19		Genic
chr1	29170217	29170237	chr1-557	58.6	-	4.0309	12.1005	0	16.1315	2	First intron	ENSG00000116350.19		Genic
chr1	29175233	29175253	chr1-97	97.7	-	16.1238	6.0503	10.4319	32.6059	3	Alu	ENSG00000116350.19		TE
chr1	30932793	30932813	chr1-559	58.6	-	4.0309	6.0503	10.4319	20.5131	3	3'UTR	ENSG00000134644.17		Genic
chr1	30954567	30954587	chr1-560	58.6	-	12.0928	0	0	12.0928	1	Deep intronic	ENSG00000134644.17		Genic
chr1	30974070	30974090	chr1-561	58.6	-	4.0309	6.0503	10.4319	20.5131	3	Alu	ENSG00000134644.17		TE
chr1	30982775	30982795	chr1-208	78.2	-	12.0928	6.0503	0	18.1431	2	Deep intronic	ENSG00000134644.17		Genic
chr1	30982889	30982909	chr1-209	97.7	-	12.0928	6.0503	10.4319	28.575	3	Deep intronic	ENSG00000134644.17		Genic
chr1	31053326	31053346	chr1-565	58.6	-	0	6.0503	20.8638	26.914	2	Deep intronic	ENSG00000134644.17		Genic
chr1	31054522	31054542	chr1-566	58.6	-	8.0619	6.0503	0	14.1121	2	Satellite/LC	ENSG00000134644.17		TE
chr1	31283132	31283152	chr1-567	58.6	-	4.0309	6.0503	10.4319	20.5131	3	LINE	ENSG00000060688.14		TE
chr1	31906599	31906619	chr1-210	117.3	-	8.0619	18.1508	10.4319	36.6446	3	3'UTR	ENSG00000184007.22	PTP4A2	Genic
chr1	31907951	31907971	chr1-211	97.7	-	8.0619	12.1005	20.8638	41.0262	3	3'UTR	ENSG00000184007.22	PTP4A2	Genic
chr1	31908357	31908377	chr1-18	195.5	-	28.2166	30.2513	52.1594	110.6273	3	3'UTR	ENSG00000184007.22	PTP4A2	Genic
chr1	31926119	31926139	chr1-570	58.6	-	8.0619	6.0503	0	14.1121	2	Alu	ENSG00000184007.22	PTP4A2	TE
chr1	31937175	31937195	chr1-98	117.3	-	16.1238	6.0503	41.7275	63.9015	3	First intron	ENSG00000184007.22	PTP4A2	Genic
chr1	32123279	32123299	chr1-572	58.6	+	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000025800.14	KPNA6	Genic
chr1	32171240	32171260	chr1-212	78.2	+	16.1238	0	0	16.1238	1	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	32333468	32333488	chr1-573	58.6	+	12.0928	6.0503	0	18.1431	2	3'UTR	ENSG00000116478.14		Genic
chr1	32577604	32577624	chr1-574	58.6	+	0	0	31.2956	31.2956	1	Alu	ENSG00000160062.16		TE
chr1	32657869	32657889	chr1-575	58.6	+	12.0928	0	0	12.0928	1	Alu	ENSG00000162521.19	RBBP4	TE
chr1	32674735	32674755	chr1-213	78.2	+	4.0309	0	31.2956	35.3266	2	Alu	ENSG00000162521.19	RBBP4	TE
chr1	32680373	32680393	chr1-214	78.2	+	4.0309	18.1508	0	22.1817	2	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	32798340	32798360	chr1-578	58.6	-	4.0309	6.0503	10.4319	20.5131	3	First intron	ENSG00000134684.14		Genic
chr1	32856156	32856176	chr1-579	58.6	+	8.0619	6.0503	0	14.1121	2	3'UTR	ENSG00000116497.19		Genic
chr1	33012558	33012578	chr1-99	97.7	-	16.1238	6.0503	0	22.174	2	3'UTR	ENSG00000004455.19		Genic
chr1	33013830	33013850	chr1-582	78.2	-	12.0928	6.0503	0	18.1431	2	Deep intronic	ENSG00000004455.19		Genic
chr1	35097657	35097677	chr1-583	78.2	+	8.0619	12.1005	0	20.1624	2	Alu	ENSG00000197056.13		TE
chr1	35102495	35102515	chr1-584	58.6	+	0	12.1005	10.4319	22.5324	2	Deep intronic	ENSG00000197056.13		Genic
chr1	35181700	35181720	chr1-216	78.2	-	4.0309	18.1508	10.4319	32.6136	3	3'UTR-distal			Genic
chr1	35184397	35184417	chr1-19	234.6	-	24.1856	30.2513	31.2956	85.7326	3	3'UTR	ENSG00000116560.12	SFPQ	Genic
