chr	start	end	name	score	strand	NormedTC_SRR26536504	NormedTC_SRR26536505	NormedTC_SRR26536514	NormedTC_SRR26536520	NormedTC_SRR26536526	NormedTC_SRR26536532	NormedTC_SRR26536538	NormedTC_SRR26536544	NormedTC_HuR_WT	BC_HuR_WT	annotation	gene	external_gene_name	grouped_annotation
chr1	1785363	1785383	chr1-1832	18.9	-	0	0	6.1168	0	2.1905	0	0	0	8.3073	2	3'UTR	ENSG00000078369.20		Genic
chr1	1786449	1786469	chr1-2563	26.4	-	0	0	3.0584	1.9922	6.5715	0	0	0	11.6221	3	3'UTR	ENSG00000078369.20		Genic
chr1	1786787	1786807	chr1-1833	22.6	-	0	0	1.0195	0	2.1905	6.7597	0	0	9.9697	3	3'UTR	ENSG00000078369.20		Genic
chr1	1806138	1806158	chr1-1834	26.4	-	0	0	4.0779	0	4.381	1.6899	0	0	10.1488	3	Deep intronic	ENSG00000078369.20		Genic
chr1	1826761	1826781	chr1-3826	15.1	-	0	0	1.0195	3.9844	2.1905	0	0	0	7.1943	3	First intron	ENSG00000078369.20		Genic
chr1	1827828	1827848	chr1-3827	15.1	-	0	0	1.0195	3.9844	2.1905	0	0	0	7.1943	3	First intron	ENSG00000078369.20		Genic
chr1	1827949	1827969	chr1-3828	26.4	-	0	0	3.0584	1.9922	6.5715	0	0	0	11.6221	3	First intron	ENSG00000078369.20		Genic
chr1	1839400	1839420	chr1-2564	18.9	-	0	0	1.0195	1.9922	6.5715	0	0	0	9.5832	3	5'UTR	ENSG00000078369.20		Genic
chr1	1846189	1846209	chr1-3829	15.1	-	0	0	3.0584	1.9922	0	0	0	0	5.0506	2	LINE	ENSG00000078369.20		TE
chr1	1848623	1848643	chr1-3830	15.1	-	0	0	1.0195	1.9922	4.381	0	0	0	7.3927	3	First intron	ENSG00000078369.20		Genic
chr1	1856831	1856851	chr1-2565	22.6	-	0	0	4.0779	1.9922	0	1.6899	0	0	7.76	3	First intron	ENSG00000078369.20		Genic
chr1	1862194	1862214	chr1-3831	15.1	-	0	0	2.0389	0	4.381	0	0	0	6.42	2	Alu	ENSG00000078369.20		TE
chr1	1863588	1863608	chr1-3832	15.1	-	0	0	2.0389	3.9844	0	0	0	0	6.0233	2	First intron	ENSG00000078369.20		Genic
chr1	1868832	1868852	chr1-3833	15.1	-	0	0	1.0195	1.9922	2.1905	1.6899	0	0	6.8921	4	First intron	ENSG00000078369.20		Genic
chr1	1869831	1869851	chr1-3834	15.1	-	0	0	2.0389	1.9922	2.1905	0	0	0	6.2216	3	First intron	ENSG00000078369.20		Genic
chr1	1879301	1879321	chr1-2566	15.1	-	0	0	4.0779	1.9922	0	0	0	0	6.0701	2	First intron	ENSG00000078369.20		Genic
chr1	1883418	1883438	chr1-3835	15.1	-	0	0	2.0389	0	4.381	0	0	0	6.42	2	First intron	ENSG00000078369.20		Genic
chr1	1883478	1883498	chr1-1835	22.6	-	0	0	3.0584	3.9844	0	1.6899	0	0	8.7327	3	First intron	ENSG00000078369.20		Genic
chr1	1888008	1888028	chr1-3837	18.9	-	0	14.4286	0	1.9922	4.381	1.6899	0	0	22.4917	4	First intron	ENSG00000078369.20		Genic
chr1	1889038	1889058	chr1-1380	30.2	-	0	0	3.0584	5.9765	4.381	0	0	0	13.416	3	First intron	ENSG00000078369.20		Genic
chr1	1889216	1889236	chr1-1836	22.6	-	0	0	1.0195	5.9765	4.381	0	0	0	11.377	3	First intron	ENSG00000078369.20		Genic
chr1	2230748	2230768	chr1-3838	15.1	+	0	0	2.0389	1.9922	0	1.6899	0	0	5.7211	3	First intron	ENSG00000157933.12		Genic
chr1	2232189	2232209	chr1-3839	15.1	+	0	0	2.0389	3.9844	0	0	0	0	6.0233	2	First intron	ENSG00000157933.12		Genic
chr1	2244743	2244763	chr1-3840	18.9	+	0	0	3.0584	0	2.1905	1.6899	0	0	6.9389	3	LINE	ENSG00000157933.12		TE
chr1	2254507	2254527	chr1-1837	22.6	+	0	0	2.0389	1.9922	2.1905	3.3799	0	0	9.6015	4	First intron	ENSG00000157933.12		Genic
chr1	2259616	2259636	chr1-6423	11.3	+	0	0	2.0389	0	0	1.6899	0	0	3.7289	2	LINE	ENSG00000157933.12		TE
chr1	2262737	2262757	chr1-2567	15.1	+	0	0	2.0389	0	4.381	1.6899	0	0	8.1099	3	LINE	ENSG00000157933.12		TE
chr1	2307722	2307742	chr1-1381	22.6	+	0	0	3.0584	3.9844	6.5715	1.6899	0	0	15.3042	4	3'UTR	ENSG00000157933.12		Genic
chr1	2308622	2308642	chr1-665	45.3	+	0	0	6.1168	5.9765	6.5715	3.3799	0	0	22.0448	4	3'UTR	ENSG00000157933.12		Genic
chr1	2309980	2310000	chr1-2568	18.9	+	0	0	3.0584	1.9922	2.1905	0	0	0	7.2411	3	3'UTR	ENSG00000157933.12		Genic
chr1	2393210	2393230	chr1-6427	11.3	+	0	0	2.0389	1.9922	2.1905	0	0	0	6.2216	3	5'UTR	ENSG00000157916.21		Genic
chr1	2403809	2403829	chr1-2569	18.9	+	0	0	3.0584	1.9922	2.1905	0	0	0	7.2411	3	3'UTR	ENSG00000157916.21		Genic
chr1	3780586	3780606	chr1-6428	11.3	-	0	0	2.0389	0	2.1905	0	0	0	4.2295	2	3'UTR	ENSG00000130764.11		Genic
chr1	3836899	3836919	chr1-3841	15.1	-	0	0	3.0584	1.9922	0	0	0	0	5.0506	2	Deep intronic	ENSG00000116198.15		Genic
chr1	5954252	5954272	chr1-6430	11.3	-	0	0	2.0389	1.9922	0	0	0	0	4.0311	2	LINE	ENSG00000131697.19		TE
chr1	5981420	5981440	chr1-2570	18.9	-	0	0	4.0779	1.9922	0	0	0	0	6.0701	2	Deep intronic	ENSG00000131697.19		Genic
chr1	6018996	6019016	chr1-6431	11.3	+	0	0	2.0389	0	2.1905	0	0	0	4.2295	2	Alu	ENSG00000069424.16	KCNAB2	TE
chr1	6222410	6222430	chr1-6432	15.1	-	0	0	2.0389	1.9922	2.1905	0	0	0	6.2216	3	3'UTR	ENSG00000116237.17		Genic
chr1	6224470	6224490	chr1-1838	18.9	-	0	0	3.0584	3.9844	2.1905	0	0	0	9.2333	3	3'UTR	ENSG00000116237.17		Genic
chr1	6231845	6231865	chr1-666	37.7	-	0	43.2857	2.0389	0	0	8.4497	0	0	53.7743	3	LINE	ENSG00000116237.17		TE
chr1	6539075	6539095	chr1-6433	11.3	-	0	0	2.0389	0	2.1905	0	0	0	4.2295	2	LINE	ENSG00000162408.12		TE
chr1	6585144	6585164	chr1-6434	11.3	+	0	0	0	0	0	5.0698	0	0	5.0698	1	3'UTR-distal	ENSG00000204859.14		Genic
chr1	6635548	6635568	chr1-1382	26.4	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	3'UTR	ENSG00000007923.18		Genic
chr1	6646078	6646098	chr1-3842	15.1	-	0	0	2.0389	3.9844	2.1905	1.6899	0	0	9.9037	4	Proximal intronic	ENSG00000007923.18		Genic
chr1	6791136	6791156	chr1-2571	18.9	+	0	14.4286	2.0389	0	4.381	0	0	0	20.8485	3	First intron	ENSG00000171735.21	CAMTA1	Genic
chr1	6808242	6808262	chr1-6437	11.3	+	0	0	2.0389	1.9922	0	0	0	0	4.0311	2	First intron	ENSG00000171735.21	CAMTA1	Genic
chr1	6827553	6827573	chr1-3843	15.1	+	0	0	1.0195	0	4.381	1.6899	0	0	7.0904	3	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	6856296	6856316	chr1-3844	15.1	+	0	0	1.0195	1.9922	4.381	0	0	0	7.3927	3	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	6856414	6856434	chr1-6439	15.1	+	0	0	3.0584	0	2.1905	0	0	0	5.2489	2	LINE	ENSG00000171735.21	CAMTA1	TE
chr1	6871909	6871929	chr1-1839	26.4	+	0	0	5.0974	3.9844	2.1905	0	0	0	11.2722	3	3'UTR	ENSG00000171735.21	CAMTA1	Genic
chr1	6873258	6873278	chr1-3845	15.1	+	0	0	0	0	0	6.7597	0	0	6.7597	1	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	6879033	6879053	chr1-6441	15.1	+	0	0	3.0584	0	2.1905	0	0	0	5.2489	2	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	6883888	6883908	chr1-6442	11.3	+	0	0	2.0389	0	2.1905	0	0	0	4.2295	2	Deep intronic	ENSG00000171735.21	CAMTA1	Genic
chr1	6889820	6889840	chr1-6443	11.3	+	0	14.4286	0	0	0	3.3799	0	0	17.8084	2	Satellite/LC	ENSG00000171735.21	CAMTA1	TE
chr1	7779749	7779769	chr1-3846	22.6	+	0	0	4.0779	1.9922	2.1905	1.6899	0	0	9.9505	4	3'UTR	ENSG00000049245.13	VAMP3	Genic
chr1	7779807	7779827	chr1-1383	22.6	+	0	0	3.0584	1.9922	4.381	0	33.3378	0	42.7694	4	3'UTR	ENSG00000049245.13	VAMP3	Genic
chr1	7970298	7970318	chr1-6444	11.3	+	0	0	2.0389	1.9922	0	0	0	0	4.0311	2	Deep intronic	ENSG00000116288.14		Genic
chr1	8012243	8012263	chr1-78	169.8	-	0	57.7142	19.37	15.9375	26.2861	5.0698	0	0	124.3776	5	3'UTR	ENSG00000116285.14		Genic
chr1	8015775	8015795	chr1-6447	11.3	-	0	0	2.0389	0	0	1.6899	0	0	3.7289	2	5'UTR	ENSG00000116285.14		Genic
chr1	8018406	8018426	chr1-555	49	-	0	0	4.0779	9.9609	8.762	0	0	0	22.8008	3	First intron	ENSG00000116285.14		Genic
chr1	8020059	8020079	chr1-1840	22.6	-	0	0	0	0	2.1905	8.4497	0	0	10.6402	2	Satellite/LC	ENSG00000116285.14		TE
chr1	8020500	8020520	chr1-355	52.8	-	0	0	8.1558	5.9765	6.5715	6.7597	0	0	27.4636	4	First intron	ENSG00000116285.14		Genic
chr1	8352420	8352440	chr1-1841	22.6	-	0	14.4286	2.0389	3.9844	2.1905	0	0	0	22.6424	4	3'UTR	ENSG00000142599.21		Genic
chr1	8353172	8353192	chr1-1384	22.6	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	3'UTR	ENSG00000142599.21		Genic
chr1	8354605	8354625	chr1-1385	30.2	-	0	0	4.0779	0	6.5715	8.4497	0	0	19.0991	3	3'UTR	ENSG00000142599.21		Genic
chr1	8366885	8366905	chr1-6451	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Satellite/LC	ENSG00000142599.21		TE
chr1	8369711	8369731	chr1-6452	11.3	-	0	14.4286	1.0195	1.9922	0	0	0	0	17.4402	3	LINE	ENSG00000142599.21		TE
chr1	8381589	8381609	chr1-667	41.5	-	0	28.8571	6.1168	3.9844	6.5715	0	0	0	45.5298	4	Deep intronic	ENSG00000142599.21		Genic
chr1	8381665	8381685	chr1-1842	22.6	-	0	0	5.0974	0	2.1905	0	0	0	7.2879	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8382993	8383013	chr1-1843	18.9	-	0	0	1.0195	0	4.381	6.7597	0	0	12.1602	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8388691	8388711	chr1-3850	15.1	-	0	0	2.0389	1.9922	0	1.6899	0	0	5.7211	3	LINE	ENSG00000142599.21		TE
chr1	8390911	8390931	chr1-356	49	-	0	14.4286	7.1363	9.9609	0	1.6899	0	0	33.2157	4	LINE	ENSG00000142599.21		TE
chr1	8391080	8391100	chr1-399	52.8	-	0	0	6.1168	7.9687	8.762	0	0	0	22.8476	3	LINE	ENSG00000142599.21		TE
chr1	8394967	8394987	chr1-1844	22.6	-	0	0	3.0584	5.9765	0	0	0	0	9.035	2	Satellite/LC	ENSG00000142599.21		TE
chr1	8397556	8397576	chr1-6456	11.3	-	0	0	2.0389	0	2.1905	0	0	0	4.2295	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8399792	8399812	chr1-246	64.1	-	196.6568	43.2857	0	1.9922	0	20.2792	0	0	262.2139	4	LINE	ENSG00000142599.21		TE
chr1	8401428	8401448	chr1-6458	11.3	-	0	0	3.0584	0	0	0	0	0	3.0584	1	Alu	ENSG00000142599.21		TE
chr1	8405330	8405350	chr1-2573	18.9	-	0	0	3.0584	3.9844	0	0	0	0	7.0428	2	LINE	ENSG00000142599.21		TE
chr1	8405479	8405499	chr1-1845	22.6	-	0	14.4286	4.0779	5.9765	0	0	0	0	24.483	3	LINE	ENSG00000142599.21		TE
chr1	8407428	8407448	chr1-6459	11.3	-	0	0	3.0584	0	0	0	0	0	3.0584	1	Deep intronic	ENSG00000142599.21		Genic
chr1	8408183	8408203	chr1-6460	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8411147	8411167	chr1-3852	11.3	-	0	0	2.0389	1.9922	2.1905	0	0	0	6.2216	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8412612	8412632	chr1-3853	15.1	-	0	0	1.0195	1.9922	4.381	0	0	0	7.3927	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8413301	8413321	chr1-2574	18.9	-	0	0	1.0195	3.9844	4.381	0	0	0	9.3849	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8415419	8415439	chr1-2575	18.9	-	0	0	1.0195	1.9922	4.381	1.6899	0	0	9.0826	4	Deep intronic	ENSG00000142599.21		Genic
chr1	8416666	8416686	chr1-2576	18.9	-	0	0	4.0779	0	0	1.6899	0	0	5.7678	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8418301	8418321	chr1-3854	11.3	-	0	0	3.0584	1.9922	0	0	0	0	5.0506	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8420422	8420442	chr1-1386	30.2	-	0	0	2.0389	7.9687	4.381	0	0	0	14.3887	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8422528	8422548	chr1-2577	18.9	-	0	0	0	5.9765	4.381	0	0	0	10.3576	2	Proximal intronic	ENSG00000142599.21		Genic
chr1	8452540	8452560	chr1-1846	22.6	-	0	0	2.0389	1.9922	2.1905	5.0698	0	0	11.2914	4	Deep intronic	ENSG00000142599.21		Genic
chr1	8456424	8456444	chr1-3856	15.1	-	0	14.4286	3.0584	0	0	0	0	0	17.487	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8459981	8460001	chr1-6465	11.3	-	0	0	1.0195	0	4.381	0	0	0	5.4005	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8483953	8483973	chr1-3857	15.1	-	0	0	3.0584	1.9922	0	0	0	0	5.0506	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8487268	8487288	chr1-2578	18.9	-	0	14.4286	0	3.9844	0	3.3799	0	0	21.7928	3	LINE	ENSG00000142599.21		TE
chr1	8488076	8488096	chr1-2579	18.9	-	0	0	0	0	0	8.4497	0	0	8.4497	1	Alu	ENSG00000142599.21		TE
chr1	8490695	8490715	chr1-3858	15.1	-	0	0	2.0389	1.9922	2.1905	3.3799	0	0	9.6015	4	LINE	ENSG00000142599.21		TE
chr1	8493697	8493717	chr1-1054	34	-	0	0	4.0779	1.9922	2.1905	6.7597	0	0	15.0203	4	Satellite/LC	ENSG00000142599.21		TE
chr1	8506826	8506846	chr1-3859	15.1	-	0	0	2.0389	1.9922	2.1905	0	0	0	6.2216	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8509320	8509340	chr1-6470	11.3	-	0	0	3.0584	1.9922	0	0	0	0	5.0506	2	First intron	ENSG00000142599.21		Genic
chr1	8518898	8518918	chr1-1387	30.2	-	0	14.4286	5.0974	0	2.1905	3.3799	0	0	25.0963	4	LTR/ERV	ENSG00000142599.21		TE
chr1	8520045	8520065	chr1-1847	22.6	-	0	0	2.0389	1.9922	2.1905	1.6899	33.3378	0	41.2493	5	Satellite/LC	ENSG00000142599.21		TE
chr1	8526597	8526617	chr1-3860	15.1	-	0	0	0	3.9844	4.381	0	0	0	8.3654	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8526896	8526916	chr1-2580	18.9	-	0	0	2.0389	3.9844	2.1905	0	0	0	8.2138	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8527412	8527432	chr1-3861	11.3	-	0	14.4286	3.0584	0	0	0	0	0	17.487	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8539336	8539356	chr1-6472	11.3	-	0	0	1.0195	0	0	3.3799	0	0	4.3993	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8541514	8541534	chr1-2581	22.6	-	0	0	1.0195	3.9844	4.381	1.6899	0	0	11.0748	4	Proximal intronic	ENSG00000142599.21		Genic
chr1	8547051	8547071	chr1-6473	11.3	-	0	0	2.0389	1.9922	0	0	0	0	4.0311	2	LINE	ENSG00000142599.21		TE
chr1	8550161	8550181	chr1-2582	18.9	-	0	0	2.0389	1.9922	0	3.3799	33.3378	0	40.7488	4	LINE	ENSG00000142599.21		TE
chr1	8550342	8550362	chr1-1848	22.6	-	0	0	2.0389	1.9922	6.5715	0	0	0	10.6027	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8561567	8561587	chr1-6476	15.1	-	0	0	3.0584	0	2.1905	0	0	0	5.2489	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8563257	8563277	chr1-6478	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8565314	8565334	chr1-6479	11.3	-	0	0	2.0389	1.9922	0	0	0	0	4.0311	2	LINE	ENSG00000142599.21		TE
chr1	8565384	8565404	chr1-6480	11.3	-	0	0	0	3.9844	0	1.6899	0	0	5.6743	2	Deep intronic	ENSG00000142599.21		Genic
chr1	8569242	8569262	chr1-1849	22.6	-	0	14.4286	1.0195	0	0	6.7597	0	0	22.2078	3	Satellite/LC	ENSG00000142599.21		TE
chr1	8570018	8570038	chr1-6481	11.3	-	0	0	1.0195	0	2.1905	1.6899	0	0	4.8999	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8575260	8575280	chr1-1388	34	-	0	0	3.0584	5.9765	4.381	1.6899	0	0	15.1059	4	LINE	ENSG00000142599.21		TE
chr1	8586452	8586472	chr1-1389	30.2	-	0	14.4286	5.0974	0	2.1905	1.6899	0	0	23.4064	4	LINE	ENSG00000142599.21		TE
chr1	8589457	8589477	chr1-6488	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8590164	8590184	chr1-196	83	-	0	0	14.2726	11.9531	8.762	0	0	0	34.9877	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8591158	8591178	chr1-6489	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8592802	8592822	chr1-6491	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8603230	8603250	chr1-3866	18.9	-	0	0	1.0195	3.9844	4.381	0	0	0	9.3849	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8604331	8604351	chr1-1390	26.4	-	0	14.4286	2.0389	0	6.5715	1.6899	0	0	24.729	4	LINE	ENSG00000142599.21		TE
chr1	8605086	8605106	chr1-3867	18.9	-	0	14.4286	2.0389	1.9922	2.1905	0	0	0	20.6502	4	Deep intronic	ENSG00000142599.21		Genic
chr1	8613762	8613782	chr1-1850	22.6	-	0	0	3.0584	1.9922	4.381	0	0	0	9.4316	3	Deep intronic	ENSG00000142599.21		Genic
chr1	8638073	8638093	chr1-6496	11.3	-	0	0	0	1.9922	0	3.3799	0	0	5.372	2	First intron	ENSG00000142599.21		Genic
chr1	8648942	8648962	chr1-1391	22.6	-	0	0	7.1363	1.9922	2.1905	0	0	0	11.319	3	First intron	ENSG00000142599.21		Genic
chr1	8654532	8654552	chr1-3870	11.3	-	0	0	0	3.9844	2.1905	1.6899	0	0	7.8648	3	First intron	ENSG00000142599.21		Genic
chr1	8669725	8669745	chr1-6501	11.3	-	0	0	0	0	0	5.0698	0	0	5.0698	1	First intron	ENSG00000142599.21		Genic
chr1	8677764	8677784	chr1-6504	11.3	-	0	0	0	0	6.5715	1.6899	0	0	8.2615	2	Other SINE	ENSG00000142599.21		TE
chr1	8680204	8680224	chr1-3872	15.1	-	0	14.4286	1.0195	1.9922	0	1.6899	0	0	19.1301	4	First intron	ENSG00000142599.21		Genic
chr1	8680922	8680942	chr1-668	37.7	-	0	0	5.0974	1.9922	6.5715	1.6899	0	0	15.351	4	First intron	ENSG00000142599.21		Genic
chr1	8681526	8681546	chr1-2585	18.9	-	0	14.4286	4.0779	0	0	0	0	0	18.5064	2	First intron	ENSG00000142599.21		Genic
chr1	8681655	8681675	chr1-831	30.2	-	0	0	5.0974	5.9765	6.5715	0	0	0	17.6454	3	First intron	ENSG00000142599.21		Genic
chr1	8683007	8683027	chr1-1392	30.2	-	0	0	6.1168	1.9922	2.1905	0	0	0	10.2995	3	First intron	ENSG00000142599.21		Genic
chr1	8685366	8685386	chr1-1851	26.4	-	0	0	2.0389	0	4.381	5.0698	0	0	11.4898	3	First intron	ENSG00000142599.21		Genic
chr1	8689648	8689668	chr1-6505	11.3	-	0	14.4286	0	0	4.381	0	0	0	18.8096	2	First intron	ENSG00000142599.21		Genic
chr1	8694016	8694036	chr1-468	45.3	-	0	0	3.0584	1.9922	0	13.5194	0	0	18.57	3	Satellite/LC	ENSG00000142599.21		TE
chr1	8699054	8699074	chr1-556	45.3	-	0	0	5.0974	1.9922	8.762	3.3799	0	0	19.2314	4	LINE	ENSG00000142599.21		TE
chr1	8703944	8703964	chr1-6511	11.3	-	0	14.4286	2.0389	0	0	0	0	0	16.4675	2	First intron	ENSG00000142599.21		Genic
chr1	8711232	8711252	chr1-6512	11.3	-	0	0	1.0195	1.9922	2.1905	0	0	0	5.2022	3	First intron	ENSG00000142599.21		Genic
chr1	8711900	8711920	chr1-1393	26.4	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	First intron	ENSG00000142599.21		Genic
chr1	8719033	8719053	chr1-2586	18.9	-	0	0	1.0195	3.9844	2.1905	1.6899	0	0	8.8843	4	First intron	ENSG00000142599.21		Genic
chr1	8719484	8719504	chr1-6514	15.1	-	0	0	2.0389	0	0	3.3799	0	0	5.4188	2	First intron	ENSG00000142599.21		Genic
chr1	8732285	8732305	chr1-6515	11.3	-	0	0	2.0389	0	0	1.6899	0	0	3.7289	2	LINE	ENSG00000142599.21		TE
chr1	8735185	8735205	chr1-3880	18.9	-	0	0	3.0584	0	2.1905	1.6899	0	0	6.9389	3	First intron	ENSG00000142599.21		Genic
