chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr1	98346833	98346834	chr1_r_c69[k=1][m=4]	4	-	1	4	0	5	LINE			TE
chr2	19414681	19414682	chr2_r_c24[k=1][m=4]	4	-	1	4	0	1	LINE			TE
chr3	40684517	40684518	chr3_r_c16[k=1][m=4]	4	-	1	4	0	1	Deep intronic			Genic
chr4	38651118	38651119	chr4_r_c16[k=1][m=4]	4	-	1	4	0	1	LINE	ENSMUSG00000085632.4	Gm12381	TE
chr5	109594362	109594363	chr5_r_c72[k=1][m=4]	4	-	1	4	0	1	LINE			TE
chr6	140806092	140806093	chr6_r_c107[k=1][m=4]	4	-	1	4	0	2	LINE			TE
chr6	51460509	51460510	chr6_f_c72[k=1][m=4]	4	+	1	4	0	2	3'UTR	ENSMUSG00000029836.16	Cbx3	Genic
chr7	138240100	138240101	chr7_r_c94[k=1][m=4]	4	-	1	4	0	1	LINE			TE
chr9	106615453	106615454	chr9_f_c111[k=1][m=4]	4	+	1	4	0	1	LTR/ERV			TE
chrX	104262365	104262366	chrX_r_c30[k=1][m=4]	4	-	1	4	0	2	LINE			TE
chrX	78329510	78329511	chrX_f_c36[k=1][m=4]	4	+	1	4	0	2	LINE			TE
chr12	69358332	69358333	chr12_f_c41[k=2][m=4]	4	+	2	4	0	1	3'UTR-distal			Genic
chr15	89651868	89651869	chr15_f_c75[k=2][m=4]	4	+	2	4	0	1	First intron	ENSMUSG00000128549.1	""	Genic
chr2	156232552	156232553	chr2_r_c147[k=2][m=4]	4	-	2	4	0	2	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	39306946	39306947	chr2_r_c46[k=2][m=4]	4	-	2	4	0	2	Deep intronic			Genic
chr6	117695619	117695620	chr6_f_c131[k=2][m=4]	4	+	2	4	0	1	Other exon	ENSMUSG00000104222.3	Gm7292	Genic
chr9	68667195	68667196	chr9_f_c78[k=2][m=4]	4	+	2	4	0	1	LINE	ENSMUSG00000032238.18	Rora	TE
chrX	102059463	102059464	chrX_f_c46[k=2][m=4]	4	+	2	4	0	3	Deep intronic			Genic
chrX	102108665	102108666	chrX_r_c24[k=2][m=4]	4	-	2	4	0	3	3'UTR	ENSMUSG00000086524.6	Pabpc1l2a	Genic
chrX	35053442	35053443	chrX_f_c13[k=2][m=4]	4	+	2	4	0	3	LINE	ENSMUSG00000144108.1	""	TE
chr11	104196048	104196049	chr11_f_c91[k=3][m=4]	4	+	3	4	0	1	CDS	ENSMUSG00000018411.18	Mapt	Genic
chr12	24431858	24431859	chr12_r_c10[k=3][m=4]	4	-	3	4	0	1	Deep intronic			Genic
chr2	150239838	150239839	chr2_r_c135[k=3][m=4]	4	-	3	4	0	2	3'UTR-distal			Genic
chr2	92642028	92642029	chr2_r_c90[k=3][m=4]	4	-	3	4	0	2	Satellite/LC	ENSMUSG00000086980.3	Gm13791	TE
chr5	122312538	122312539	chr5_f_c96[k=3][m=4]	4	+	3	4	0	1	3'UTR	ENSMUSG00000004455.17	Ppp1cc	Genic
chr7	119340653	119340654	chr7_f_c105[k=3][m=4]	4	+	3	4	0	1	First intron	ENSMUSG00000121724.2	Ppp1ccb	Genic
chr10	32715501	32715502	chr10_r_c29[k=4][m=4]	4	-	4	4	0	1	LINE	ENSMUSG00000069670.10	Nkain2	TE
chr12	109528139	109528140	chr12_f_c115[k=4][m=4]	4	+	4	4	0	1	Deep intronic	ENSMUSG00000021268.20	Meg3	Genic
chr1	70982591	70982592	chr1_f_c39[k=4][m=4]	4	+	4	4	0	1	Satellite/LC			TE
chr3	99615110	99615111	chr3_r_c59[k=4][m=4]	4	-	4	4	0	2	Other exon	ENSMUSG00000064890.3	Gm22505	Genic
chr3	99615118	99615119	chr3_r_c60[k=4][m=4]	4	-	4	4	0	2	Other exon	ENSMUSG00000064890.3	Gm22505	Genic
chr8	110567274	110567275	chr8_r_c83[k=4][m=4]	4	-	4	4	0	2	Deep intronic	ENSMUSG00000078143.6	Gm17344	Genic
chr8	110567282	110567283	chr8_r_c84[k=4][m=4]	4	-	4	4	0	2	Deep intronic	ENSMUSG00000078143.6	Gm17344	Genic
chrX	165169035	165169036	chrX_f_c81[k=4][m=4]	4	+	4	4	0	1	3'UTR	ENSMUSG00000031342.18	Gpm6b	Genic
chr5	114066839	114066840	chr5_r_c75[k=5][m=4]	4	-	5	4	0	2	3'UTR-distal	ENSMUSG00000065320.4	Gm22056	Genic
chr5	114066847	114066848	chr5_r_c76[k=5][m=4]	4	-	5	4	0	2	3'UTR-distal	ENSMUSG00000065320.4	Gm22056	Genic
chr6	42752561	42752562	chr6_r_c32[k=5][m=4]	4	-	5	4	0	2	Other exon	ENSMUSG00000065034.3	Gm22363	Genic
chr6	42752569	42752570	chr6_r_c33[k=5][m=4]	4	-	5	4	0	2	Other exon	ENSMUSG00000065034.3	Gm22363	Genic
chrX	102523017	102523018	chrX_r_c27[k=5][m=4]	4	-	5	4	0	3	Other exon	ENSMUSG00000086503.6	Xist	Genic
chrX	102523129	102523130	chrX_r_c28[k=5][m=4]	4	-	5	4	0	3	Other exon	ENSMUSG00000086503.6	Xist	Genic
chrX	102523596	102523597	chrX_r_c29[k=5][m=4]	4	-	5	4	0	3	Other exon	ENSMUSG00000086503.6	Xist	Genic
chr1	151567199	151567200	chr1_r_c115[k=6][m=4]	4	-	6	4	0	1	Deep intronic			Genic
chr7	122491440	122491441	chr7_f_c110[k=6][m=4]	4	+	6	4	0	1	LTR/ERV			TE
chr1	66450337	66450338	chr1_f_c32[k=9][m=4]	4	+	9	4	0	1	Deep intronic	ENSMUSG00000015222.19	Map2	Genic
chr5	135937322	135937323	chr5_r_c116[k=10][m=4]	4	-	10	4	0	1	3'UTR	ENSMUSG00000051391.10	Ywhag	Genic
chrX	102522317	102522318	chrX_r_c26[k=11][m=4]	4	-	11	4	0	1	Other exon	ENSMUSG00000086503.6	Xist	Genic
chr15	103528056	103528057	chr15_r_c84[k=13][m=4]	4	-	13	4	0	2	Satellite/LC			TE
chr15	89650574	89650575	chr15_f_c72[k=13][m=4]	4	+	13	4	0	2	Satellite/LC	ENSMUSG00000128549.1	""	TE
chr2	156233834	156233835	chr2_r_c150[k=13][m=4]	4	-	13	4	0	1	Satellite/LC	ENSMUSG00000102869.5	Norad	TE
chr6	117694342	117694343	chr6_f_c129[k=13][m=4]	4	+	13	4	0	1	Satellite/LC	ENSMUSG00000104222.3	Gm7292	TE
chr5	67208611	67208612	chr5_f_c49[k=18][m=4]	4	+	18	4	0	1	Deep intronic	ENSMUSG00000037736.21	Limch1	Genic
chr6	113724065	113724066	chr6_r_c73[k=18][m=4]	4	-	18	4	0	1	3'UTR	ENSMUSG00000030302.18	Atp2b2	Genic
chr16	82246254	82246255	chr16_r_c85[k=26][m=4]	4	-	26	4	0	1	Intergenic			Intergenic
chr1	72294265	72294266	chr1_f_c42[k=27][m=4]	4	+	27	4	0	1	First intron	ENSMUSG00000118790.1	Gm25939	Genic
chr11	83162422	83162423	chr11_f_c62[k=35][m=4]	4	+	35	4	0	1	Other exon	ENSMUSG00000119838.1	Gm23444	Genic
chr1	72276203	72276204	chr1_f_c40[k=35][m=4]	4	+	35	4	0	2	First intron	ENSMUSG00000119668.1	Gm23472	Genic
chr1	72283470	72283471	chr1_f_c41[k=35][m=4]	4	+	35	4	0	2	First intron	ENSMUSG00000119873.1	Gm24497	Genic
chr11	77186831	77186832	chr11_f_c57[k=38][m=4]	4	+	38	4	0	1	First intron	ENSMUSG00000037926.16	Ssh2	Genic
chr12	110657865	110657866	chr12_r_c71[k=38][m=4]	4	-	38	4	0	1	3'UTR	ENSMUSG00000021270.14	Hsp90aa1	Genic
chr3	18065267	18065268	chr3_f_c15[k=38][m=4]	4	+	38	4	0	1	Deep intronic			Genic
chr19	5847882	5847883	chr19_r_c21[k=103][m=4]	4	-	103	4	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr9	123290879	123290880	chr9_f_c132[k=126][m=4]	4	+	126	4	0	2	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr9	123290888	123290889	chr9_f_c133[k=126][m=4]	4	+	126	4	0	2	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr19	5848825	5848826	chr19_r_c38[k=139][m=4]	4	-	139	4	0	1	Other exon	ENSMUSG00000092341.7	Malat1	Genic
chr2	73698328	73698329	chr2_f_c89[k=141][m=4]	4	+	141	4	0	1	Deep intronic			Genic
chr16	10962162	10962163	chr16_f_c44[k=147][m=4]	4	+	147	4	0	1	First intron	ENSMUSG00000141422.1	""	Genic
chr12	78397726	78397727	chr12_f_c48[k=242][m=4]	4	+	242	4	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr7	130436297	130436298	chr7_f_c120[k=385][m=4]	4	+	385	4	0	1	3'UTR-distal			Genic
chr9	123291189	123291190	chr9_f_c137[k=416][m=4]	4	+	416	4	0	1	3'UTR	ENSMUSG00000035202.9	Lars2	Genic
chr12	78397669	78397670	chr12_f_c46[k=447][m=4]	4	+	447	4	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr16	35802085	35802086	chr16_r_c37[k=447][m=4]	4	-	447	4	0	1	First intron	ENSMUSG00000086324.11	Gm15564	Genic
chr12	78397676	78397677	chr12_f_c47[k=461][m=4]	4	+	461	4	0	1	Deep intronic	ENSMUSG00000047454.13	Gphn	Genic
chr16	17040278	17040279	chr16_f_c51[k=483][m=4]	4	+	483	4	0	1	3'UTR-distal			Genic
chr16	17040221	17040222	chr16_f_c48[k=542][m=4]	4	+	542	4	0	1	3'UTR-distal			Genic
chr1	194923067	194923068	chr1_r_c165[k=551][m=4]	4	-	551	4	0	1	Deep intronic			Genic
chr19	61187071	61187072	chr19_r_c99[k=551][m=4]	4	-	551	4	0	1	Deep intronic			Genic
chr1	194923059	194923060	chr1_r_c164[k=552][m=4]	4	-	552	4	0	1	Deep intronic			Genic
chr19	61187063	61187064	chr19_r_c98[k=552][m=4]	4	-	552	4	0	1	Deep intronic			Genic
chr6	3201551	3201552	chr6_f_c21[k=611][m=4]	4	+	611	4	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr6	3201639	3201640	chr6_f_c24[k=734][m=4]	4	+	734	4	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr6	3201634	3201635	chr6_f_c23[k=749][m=4]	4	+	749	4	0	1	Deep intronic	ENSMUSG00000133541.1	""	Genic
chr16	17040228	17040229	chr16_f_c49[k=908][m=4]	4	+	908	4	0	1	3'UTR-distal			Genic
chr17	40158353	40158354	chr17_f_c81[k=1037][m=4]	4	+	1037	4	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158441	40158442	chr17_f_c91[k=1323][m=4]	4	+	1323	4	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158413	40158414	chr17_f_c86[k=2426][m=4]	4	+	2426	4	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr17	40158436	40158437	chr17_f_c90[k=2491][m=4]	4	+	2491	4	0	1	Other exon	ENSMUSG00000119584.1	Rn18s-rs5	Genic
chr10	110024576	110024577	chr10_r_c98[k=1][m=3]	3	-	1	3	0	4	Deep intronic	ENSMUSG00000020181.19	Nav3	Genic
chr10	110024704	110024705	chr10_r_c99[k=1][m=3]	3	-	1	3	0	4	Deep intronic	ENSMUSG00000020181.19	Nav3	Genic
chr10	110024864	110024865	chr10_r_c100[k=1][m=3]	3	-	1	3	0	4	Deep intronic	ENSMUSG00000020181.19	Nav3	Genic
chr11	18272948	18272949	chr11_f_c12[k=1][m=3]	3	+	1	3	0	3	LTR/ERV			TE
chr1	134185457	134185458	chr1_r_c107[k=1][m=3]	3	-	1	3	0	8	LTR/ERV			TE
chr1	161553255	161553256	chr1_r_c126[k=1][m=3]	3	-	1	3	0	8	First intron	ENSMUSG00000139292.1	""	Genic
chr1	164485796	164485797	chr1_r_c131[k=1][m=3]	3	-	1	3	0	8	LTR/ERV	ENSMUSG00000102897.2	Gm37853	TE
chr12	19961317	19961318	chr12_r_c9[k=1][m=3]	3	-	1	3	0	2	Intergenic			Intergenic
chr12	7640396	7640397	chr12_r_c3[k=1][m=3]	3	-	1	3	0	2	LTR/ERV	ENSMUSG00000112323.3	Gm32828	TE
chr13	113116666	113116667	chr13_r_c71[k=1][m=3]	3	-	1	3	0	5	Alu			TE
chr13	64294380	64294381	chr13_r_c43[k=1][m=3]	3	-	1	3	0	5	First intron	ENSMUSG00000044934.14	Zfp367	Genic
chr14	24603749	24603750	chr14_f_c15[k=1][m=3]	3	+	1	3	0	3	LTR/ERV			TE
chr15	89650030	89650031	chr15_f_c71[k=1][m=3]	3	+	1	3	0	1	LTR/ERV	ENSMUSG00000128549.1	""	TE
chr17	14082780	14082781	chr17_f_c23[k=1][m=3]	3	+	1	3	0	7	Deep intronic	ENSMUSG00000068036.17	Afdn	Genic
chr17	15206518	15206519	chr17_r_c12[k=1][m=3]	3	-	1	3	0	7	3'UTR-distal	ENSMUSG00000122396.1	""	Genic
chr17	15237885	15237886	chr17_r_c13[k=1][m=3]	3	-	1	3	0	7	3'UTR-distal	ENSMUSG00000122428.1	""	Genic
chr17	15269264	15269265	chr17_r_c15[k=1][m=3]	3	-	1	3	0	7	Deep intronic			Genic
chr17	53814579	53814580	chr17_f_c112[k=1][m=3]	3	+	1	3	0	7	3'UTR	ENSMUSG00000017831.9	Rab5a	Genic
chr17	54007777	54007778	chr17_r_c38[k=1][m=3]	3	-	1	3	0	7	Deep intronic			Genic
chr19	44224379	44224380	chr19_f_c39[k=1][m=3]	3	+	1	3	0	3	CDS	ENSMUSG00000025202.9	Scd3	Genic
chr19	44288217	44288218	chr19_f_c40[k=1][m=3]	3	+	1	3	0	3	CDS	ENSMUSG00000025203.7	Scd2	Genic
chr19	44390165	44390166	chr19_r_c85[k=1][m=3]	3	-	1	3	0	3	CDS	ENSMUSG00000037071.4	Scd1	Genic
chr2	129616169	129616170	chr2_f_c147[k=1][m=3]	3	+	1	3	0	8	LTR/ERV			TE
chr2	130315647	130315648	chr2_f_c148[k=1][m=3]	3	+	1	3	0	8	First intron	ENSMUSG00000027303.19	Ptpra	Genic
chr2	156228938	156228939	chr2_r_c141[k=1][m=3]	3	-	1	3	0	8	Deep intronic	ENSMUSG00000139458.1	""	Genic
chr2	17657714	17657715	chr2_r_c23[k=1][m=3]	3	-	1	3	0	8	LTR/ERV	ENSMUSG00000053702.17	Nebl	TE
chr2	25044867	25044868	chr2_f_c27[k=1][m=3]	3	+	1	3	0	8	Satellite/LC	ENSMUSG00000118563.3	Gm53031	TE
chr2	65292694	65292695	chr2_f_c73[k=1][m=3]	3	+	1	3	0	8	LTR/ERV			TE
chr2	73480342	73480343	chr2_r_c72[k=1][m=3]	3	-	1	3	0	8	Other SINE	ENSMUSG00000056486.19	Chn1	TE
chr3	122102014	122102015	chr3_f_c85[k=1][m=3]	3	+	1	3	0	6	Satellite/LC	ENSMUSG00000028121.9	Bcar3	TE
chr3	122102065	122102066	chr3_f_c86[k=1][m=3]	3	+	1	3	0	6	Satellite/LC	ENSMUSG00000028121.9	Bcar3	TE
chr3	138282542	138282543	chr3_r_c91[k=1][m=3]	3	-	1	3	0	6	Deep intronic			Genic
chr3	32911305	32911306	chr3_f_c23[k=1][m=3]	3	+	1	3	0	6	Other SINE	ENSMUSG00000056900.14	Usp13	TE
chr3	95804622	95804623	chr3_f_c65[k=1][m=3]	3	+	1	3	0	6	3'UTR	ENSMUSG00000015750.16	Aph1a	Genic
chr4	12328701	12328702	chr4_f_c5[k=1][m=3]	3	+	1	3	0	12	LINE			TE
chr4	41684380	41684381	chr4_r_c18[k=1][m=3]	3	-	1	3	0	12	Deep intronic	ENSMUSG00000028444.18	Cntfr	Genic
chr4	41867502	41867503	chr4_f_c21[k=1][m=3]	3	+	1	3	0	12	First intron	ENSMUSG00000142697.1	""	Genic
chr4	42182568	42182569	chr4_f_c22[k=1][m=3]	3	+	1	3	0	12	Satellite/LC	ENSMUSG00000142490.1	""	TE
chr4	42184290	42184291	chr4_f_c24[k=1][m=3]	3	+	1	3	0	12	Proximal intronic	ENSMUSG00000142490.1	""	Genic
chr4	42216743	42216744	chr4_f_c26[k=1][m=3]	3	+	1	3	0	12	First intron	ENSMUSG00000091542.2	Gm17167	Genic
chr4	42679727	42679728	chr4_f_c27[k=1][m=3]	3	+	1	3	0	12	Satellite/LC	ENSMUSG00000054885.14	4930578G10Rik	TE
chr4	42681449	42681450	chr4_f_c29[k=1][m=3]	3	+	1	3	0	12	Deep intronic	ENSMUSG00000054885.14	4930578G10Rik	Genic
chr4	42796924	42796925	chr4_r_c19[k=1][m=3]	3	-	1	3	0	12	First intron	ENSMUSG00000078722.4	Spata31f1e	Genic
chr4	59155060	59155061	chr4_f_c42[k=1][m=3]	3	+	1	3	0	12	Other SINE			TE
chr4	91815706	91815707	chr4_f_c50[k=1][m=3]	3	+	1	3	0	12	LINE			TE
chr5	115425881	115425882	chr5_f_c86[k=1][m=3]	3	+	1	3	0	3	Other SINE	ENSMUSG00000041733.11	Coq5	TE
chr5	129021937	129021938	chr5_f_c100[k=1][m=3]	3	+	1	3	0	3	LTR/ERV			TE
chr6	113421124	113421125	chr6_r_c70[k=1][m=3]	3	-	1	3	0	4	Deep intronic			Genic
chr6	123182733	123182734	chr6_f_c137[k=1][m=3]	3	+	1	3	0	4	3'UTR-distal			Genic
chr7	43901477	43901478	chr7_f_c20[k=1][m=3]	3	+	1	3	0	3	3'UTR	ENSMUSG00000045411.17	2410002F23Rik	Genic
chr7	4435665	4435666	chr7_r_c1[k=1][m=3]	3	-	1	3	0	3	LTR/ERV	ENSMUSG00000008435.16	Rdh13	TE
chr8	96872952	96872953	chr8_r_c79[k=1][m=3]	3	-	1	3	0	1	LINE			TE
chr9	57745336	57745337	chr9_f_c61[k=1][m=3]	3	+	1	3	0	2	Deep intronic			Genic
chr11	85403743	85403744	chr11_r_c88[k=2][m=3]	3	-	2	3	0	1	Deep intronic			Genic
chr16	20361396	20361397	chr16_f_c56[k=2][m=3]	3	+	2	3	0	1	3'UTR-distal	ENSMUSG00000022841.16	Ap2m1	Genic
chr2	156234377	156234378	chr2_r_c151[k=2][m=3]	3	-	2	3	0	4	LTR/ERV	ENSMUSG00000102869.5	Norad	TE
chr2	49199235	49199236	chr2_f_c55[k=2][m=3]	3	+	2	3	0	4	First intron	ENSMUSG00000036792.13	Mbd5	Genic
chr6	117693805	117693806	chr6_f_c128[k=2][m=3]	3	+	2	3	0	2	LTR/ERV	ENSMUSG00000104222.3	Gm7292	TE
chr8	73270041	73270042	chr8_f_c40[k=2][m=3]	3	+	2	3	0	1	First intron	ENSMUSG00000097000.5	Gm17435	Genic
chrX	13035880	13035881	chrX_f_c3[k=2][m=3]	3	+	2	3	0	6	3'UTR	ENSMUSG00000031010.18	Usp9x	Genic
chrX	13045976	13045977	chrX_f_c4[k=2][m=3]	3	+	2	3	0	6	3'UTR-distal			Genic
chrX	13056071	13056072	chrX_f_c5[k=2][m=3]	3	+	2	3	0	6	Other exon	ENSMUSG00000140475.1	""	Genic
chr1	154289566	154289567	chr1_r_c117[k=3][m=3]	3	-	3	3	0	1	Proximal intronic	ENSMUSG00000004110.19	Cacna1e	Genic
chr11	85404478	85404479	chr11_r_c89[k=3][m=3]	3	-	3	3	0	2	Deep intronic			Genic
chr12	111757159	111757160	chr12_f_c146[k=3][m=3]	3	+	3	3	0	3	First intron	ENSMUSG00000021288.20	Klc1	Genic
chr12	36427211	36427212	chr12_r_c22[k=3][m=3]	3	-	3	3	0	3	Deep intronic			Genic
chr14	23478093	23478094	chr14_r_c19[k=3][m=3]	3	-	3	3	0	1	Deep intronic	ENSMUSG00000063142.17	Kcnma1	Genic
chr2	156231129	156231130	chr2_r_c145[k=3][m=3]	3	-	3	3	0	6	Deep intronic	ENSMUSG00000102869.5	Norad	Genic
chr2	3434035	3434036	chr2_f_c0[k=3][m=3]	3	+	3	3	0	6	Deep intronic	ENSMUSG00000026648.19	Dclre1c	Genic
chr2	3434149	3434150	chr2_f_c1[k=3][m=3]	3	+	3	3	0	6	Deep intronic	ENSMUSG00000026648.19	Dclre1c	Genic
chr2	3434206	3434207	chr2_f_c2[k=3][m=3]	3	+	3	3	0	6	Deep intronic	ENSMUSG00000026648.19	Dclre1c	Genic
chr4	77414759	77414760	chr4_r_c52[k=3][m=3]	3	-	3	3	0	1	LINE	ENSMUSG00000028399.19	Ptprd	TE
chr14	93981097	93981098	chr14_r_c96[k=4][m=3]	3	-	4	3	0	1	First intron	ENSMUSG00000055421.9	Pcdh9	Genic
chr18	8385429	8385430	chr18_f_c7[k=4][m=3]	3	+	4	3	0	1	Intergenic			Intergenic
chr4	99018198	99018199	chr4_f_c56[k=4][m=3]	3	+	4	3	0	1	Deep intronic			Genic
chr9	68832320	68832321	chr9_f_c85[k=4][m=3]	3	+	4	3	0	1	First intron	ENSMUSG00000032238.18	Rora	Genic
chr18	36422744	36422745	chr18_f_c33[k=5][m=3]	3	+	5	3	0	1	3'UTR	ENSMUSG00000043991.6	Pura	Genic
chr2	119432597	119432598	chr2_f_c132[k=5][m=3]	3	+	5	3	0	1	Deep intronic	ENSMUSG00000085438.4	Oip5os1	Genic
chr19	37005872	37005873	chr19_r_c78[k=6][m=3]	3	-	6	3	0	1	Deep intronic	ENSMUSG00000039652.17	Cpeb3	Genic
chr12	109514375	109514376	chr12_f_c101[k=7][m=3]	3	+	7	3	0	1	First intron	ENSMUSG00000021268.20	Meg3	Genic
chr19	37005853	37005854	chr19_r_c77[k=7][m=3]	3	-	7	3	0	1	Deep intronic	ENSMUSG00000039652.17	Cpeb3	Genic
