chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation
chr10	14026015	14026016	CITS_14[gene=chr10_f_c439][PH=3][PH0=0.00][P=8.44e-05]	3	+	3'UTR	ENSMUSG00000015501.11	Hivep2	Genic
chr10	14026235	14026236	CITS_15[gene=chr10_f_c439][PH=3][PH0=0.00][P=8.44e-05]	3	+	3'UTR	ENSMUSG00000015501.11	Hivep2	Genic
chr10	24769885	24769886	CITS_16[gene=chr10_f_c1015][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000019984.17	Med23	Genic
chr10	25349923	25349924	CITS_17[gene=chr10_f_c1048][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25350089	25350090	CITS_18[gene=chr10_f_c1048][PH=5][PH0=0.00][P=2.51e-10]	5	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25350119	25350120	CITS_19[gene=chr10_f_c1048][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25350319	25350320	CITS_20[gene=chr10_f_c1048][PH=4][PH0=0.00][P=4.00e-07]	4	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351063	25351064	CITS_21[gene=chr10_f_c1048][PH=18][PH0=0.00][P=1.00e-100]	18	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351195	25351196	CITS_22[gene=chr10_f_c1048][PH=18][PH0=0.00][P=1.00e-100]	18	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351565	25351566	CITS_23[gene=chr10_f_c1048][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351663	25351664	CITS_24[gene=chr10_f_c1048][PH=18][PH0=0.00][P=1.00e-100]	18	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351761	25351762	CITS_25[gene=chr10_f_c1048][PH=4][PH0=0.00][P=4.00e-07]	4	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25351795	25351796	CITS_26[gene=chr10_f_c1048][PH=4][PH0=0.00][P=4.00e-07]	4	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	25369671	25369672	CITS_27[gene=chr10_f_c1058][PH=4][PH0=0.00][P=7.54e-08]	4	+	Proximal intronic	ENSMUSG00000019978.17	Epb41l2	Genic
chr10	29125560	29125561	CITS_28[gene=chr10_f_c1376][PH=4][PH0=0.17][P=6.15e-03]	4	+	LINE			TE
chr10	32388836	32388837	CITS_29[gene=chr10_f_c1504][PH=4][PH0=0.00][P=1.00e-100]	4	+	Deep intronic			Genic
chr10	32503791	32503792	CITS_30[gene=chr10_f_c1504][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic			Genic
chr10	33912442	33912443	CITS_31[gene=chr10_f_c1535][PH=2][PH0=0.00][P=2.19e-03]	2	+	Satellite/LC			TE
chr10	34160843	34160844	CITS_32[gene=chr10_f_c1537][PH=3][PH0=0.00][P=9.09e-05]	3	+	3'UTR	ENSMUSG00000047514.7	Tspyl1	Genic
chr10	34175807	34175808	CITS_34[gene=chr10_f_c1537][PH=4][PH0=0.00][P=3.33e-08]	4	+	3'UTR	ENSMUSG00000039485.9	Tspyl4	Genic
chr10	40427251	40427252	CITS_35[gene=chr10_f_c2066][PH=7][PH0=0.19][P=4.30e-07]	7	+	LTR/ERV	ENSMUSG00000130124.1	""	TE
chr10	40763661	40763662	CITS_36[gene=chr10_f_c2083][PH=3][PH0=0.00][P=1.90e-05]	3	+	First intron	ENSMUSG00000019831.15	Wasf1	Genic
chr10	40814099	40814100	CITS_37[gene=chr10_f_c2083][PH=3][PH0=0.00][P=1.90e-05]	3	+	3'UTR	ENSMUSG00000019831.15	Wasf1	Genic
chr10	40814466	40814467	CITS_38[gene=chr10_f_c2083][PH=3][PH0=0.00][P=1.90e-05]	3	+	3'UTR	ENSMUSG00000019831.15	Wasf1	Genic
chr10	46253729	46253730	CITS_39[gene=chr10_f_c2330][PH=5][PH0=0.00][P=1.00e-100]	5	+	Other exon	ENSMUSG00000118904.1	Gm25740	Genic
chr10	51191060	51191061	CITS_40[gene=chr10_f_c2593][PH=2][PH0=0.00][P=1.94e-03]	2	+	LINE			TE
chr10	58117713	58117714	CITS_41[gene=chr10_f_c2968][PH=5][PH0=0.10][P=5.75e-05]	5	+	Alu	ENSMUSG00000038039.14	Gcc2	TE
chr10	58329679	58329680	CITS_42[gene=chr10_f_c2999][PH=3][PH0=0.00][P=8.43e-06]	3	+	CDS	ENSMUSG00000003226.8	Ranbp2	Genic
chr10	59592846	59592847	CITS_43[gene=chr10_f_c3179][PH=3][PH0=0.00][P=3.08e-05]	3	+	3'UTR	ENSMUSG00000020111.17	Micu1	Genic
chr10	59700820	59700821	CITS_44[gene=chr10_f_c3179][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR-distal	ENSMUSG00000124506.1	""	Genic
chr10	59959967	59959968	CITS_45[gene=chr10_f_c3179][PH=4][PH0=0.00][P=5.14e-09]	4	+	Proximal intronic	ENSMUSG00000058297.17	Spock2	Genic
chr10	59960498	59960499	CITS_46[gene=chr10_f_c3179][PH=6][PH0=0.00][P=1.00e-100]	6	+	LTR/ERV	ENSMUSG00000058297.17	Spock2	TE
chr10	59961079	59961080	CITS_47[gene=chr10_f_c3179][PH=3][PH0=0.00][P=3.08e-05]	3	+	LTR/ERV	ENSMUSG00000058297.17	Spock2	TE
chr10	60138208	60138209	CITS_48[gene=chr10_f_c3211][PH=11][PH0=0.18][P=2.20e-13]	11	+	3'UTR	ENSMUSG00000004207.16	Psap	Genic
chr10	63123246	63123247	CITS_49[gene=chr10_f_c3380][PH=2][PH0=0.00][P=4.43e-03]	2	+	Proximal intronic	ENSMUSG00000020064.10	Herc4	Genic
chr10	63619164	63619165	CITS_50[gene=chr10_f_c3381][PH=7][PH0=0.00][P=1.00e-100]	7	+	Alu	ENSMUSG00000060843.12	Ctnna3	TE
chr10	63866519	63866520	CITS_51[gene=chr10_f_c3381][PH=2][PH0=0.00][P=6.74e-03]	2	+	Deep intronic	ENSMUSG00000060843.12	Ctnna3	Genic
chr10	63897084	63897085	CITS_52[gene=chr10_f_c3381][PH=2][PH0=0.00][P=6.74e-03]	2	+	Satellite/LC	ENSMUSG00000060843.12	Ctnna3	TE
chr10	65345666	65345667	CITS_53[gene=chr10_f_c3420][PH=2][PH0=0.00][P=7.23e-04]	2	+	LINE			TE
chr10	65644120	65644121	CITS_54[gene=chr10_f_c3420][PH=2][PH0=0.00][P=7.23e-04]	2	+	Satellite/LC			TE
chr10	69731365	69731366	CITS_55[gene=chr10_f_c3605][PH=5][PH0=0.00][P=1.00e-100]	5	+	LTR/ERV	ENSMUSG00000069601.16		TE
chr10	69860571	69860572	CITS_56[gene=chr10_f_c3694][PH=4][PH0=0.14][P=4.99e-03]	4	+	3'UTR	ENSMUSG00000069601.16		Genic
chr10	71240159	71240160	CITS_57[gene=chr10_f_c3791][PH=2][PH0=0.00][P=4.22e-03]	2	+	LTR/ERV	ENSMUSG00000060733.14	Ipmk	TE
chr10	72510054	72510055	CITS_58[gene=chr10_f_c3842][PH=7][PH0=0.25][P=7.96e-06]	7	+	3'UTR	ENSMUSG00000019923.15	Zwint	Genic
chr10	73184003	73184004	CITS_59[gene=chr10_f_c3872][PH=7][PH0=0.00][P=1.00e-100]	7	+	First intron	ENSMUSG00000052613.18	Pcdh15	Genic
chr10	74189856	74189857	CITS_60[gene=chr10_f_c4023][PH=2][PH0=0.00][P=5.98e-03]	2	+	First intron	ENSMUSG00000052613.18	Pcdh15	Genic
chr10	76308158	76308159	CITS_61[gene=chr10_f_c4098][PH=2][PH0=0.00][P=3.54e-03]	2	+	Deep intronic	ENSMUSG00000001150.8	Mcm3ap	Genic
chr10	76311089	76311090	CITS_62[gene=chr10_f_c4098][PH=2][PH0=0.00][P=3.54e-03]	2	+	Deep intronic	ENSMUSG00000001150.8	Mcm3ap	Genic
chr10	81988028	81988029	CITS_63[gene=chr10_f_c4470][PH=2][PH0=0.00][P=6.35e-03]	2	+	3'UTR	ENSMUSG00000078435.6	AU041133	Genic
chr10	82066604	82066605	CITS_64[gene=chr10_f_c4470][PH=2][PH0=0.00][P=6.35e-03]	2	+	Deep intronic			Genic
chr10	82085516	82085517	CITS_65[gene=chr10_f_c4470][PH=2][PH0=0.00][P=6.35e-03]	2	+	LINE			TE
chr10	82238955	82238956	CITS_66[gene=chr10_f_c4470][PH=2][PH0=0.00][P=6.35e-03]	2	+	LTR/ERV	ENSMUSG00000073427.5	Gm4924	TE
chr10	82790925	82790926	CITS_67[gene=chr10_f_c4527][PH=60][PH0=3.49][P=1.00e-100]	60	+	Deep intronic			Genic
chr10	83417214	83417215	CITS_68[gene=chr10_f_c4589][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000034560.7	Washc4	Genic
chr10	84342253	84342254	CITS_69[gene=chr10_f_c4621][PH=2][PH0=0.00][P=1.50e-03]	2	+	Deep intronic			Genic
chr10	84449771	84449772	CITS_70[gene=chr10_f_c4621][PH=2][PH0=0.00][P=1.50e-03]	2	+	3'UTR	ENSMUSG00000020034.8	Tcp11l2	Genic
chr10	88790728	88790729	CITS_71[gene=chr10_f_c5009][PH=4][PH0=0.21][P=4.59e-03]	4	+	Deep intronic			Genic
chr10	89475654	89475655	CITS_72[gene=chr10_f_c5023][PH=2][PH0=0.00][P=6.53e-03]	2	+	Deep intronic			Genic
chr10	89553379	89553380	CITS_73[gene=chr10_f_c5023][PH=2][PH0=0.00][P=6.53e-03]	2	+	Alu			TE
chr10	90570089	90570090	CITS_74[gene=chr10_f_c5296][PH=3][PH0=0.00][P=1.64e-03]	3	+	Other SINE	ENSMUSG00000058589.16	Anks1b	TE
chr10	90616762	90616763	CITS_75[gene=chr10_f_c5296][PH=4][PH0=0.00][P=1.35e-06]	4	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic
chr10	90625380	90625381	CITS_76[gene=chr10_f_c5296][PH=3][PH0=0.00][P=1.64e-03]	3	+	Other SINE	ENSMUSG00000058589.16	Anks1b	TE
chr10	90660400	90660401	CITS_77[gene=chr10_f_c5296][PH=3][PH0=0.00][P=1.64e-03]	3	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic
chr10	90742581	90742582	CITS_78[gene=chr10_f_c5296][PH=5][PH0=0.00][P=8.82e-10]	5	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic
chr10	90751235	90751236	CITS_79[gene=chr10_f_c5296][PH=3][PH0=0.00][P=1.64e-03]	3	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic
chr10	90754675	90754676	CITS_80[gene=chr10_f_c5296][PH=3][PH0=0.00][P=1.64e-03]	3	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic
chr10	98860915	98860916	CITS_81[gene=chr10_f_c5832][PH=3][PH0=0.00][P=6.23e-04]	3	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic
chr10	98861027	98861028	CITS_82[gene=chr10_f_c5832][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic
chr10	98861169	98861170	CITS_83[gene=chr10_f_c5832][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic
chr10	98861533	98861534	CITS_84[gene=chr10_f_c5832][PH=3][PH0=0.00][P=6.23e-04]	3	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic
chr10	99932809	99932810	CITS_85[gene=chr10_f_c5897][PH=3][PH0=0.07][P=6.25e-03]	3	+	3'UTR	ENSMUSG00000019966.19	Kitl	Genic
chr10	100054975	100054976	CITS_86[gene=chr10_f_c5913][PH=2][PH0=0.00][P=2.99e-04]	2	+	Satellite/LC			TE
chr10	100407925	100407926	CITS_87[gene=chr10_f_c5915][PH=2][PH0=0.00][P=1.30e-03]	2	+	CDS	ENSMUSG00000019971.11	Cep290	Genic
chr10	100997526	100997527	CITS_88[gene=chr10_f_c5919][PH=2][PH0=0.00][P=2.43e-03]	2	+	Satellite/LC			TE
chr10	101155898	101155899	CITS_89[gene=chr10_f_c5919][PH=2][PH0=0.00][P=2.43e-03]	2	+	LINE			TE
chr10	102243420	102243421	CITS_90[gene=chr10_f_c6144][PH=4][PH0=0.00][P=1.00e-100]	4	+	Deep intronic			Genic
chr10	104625952	104625953	CITS_91[gene=chr10_f_c6215][PH=2][PH0=0.00][P=2.83e-04]	2	+	Satellite/LC			TE
chr10	105074089	105074090	CITS_92[gene=chr10_f_c6232][PH=3][PH0=0.00][P=1.00e-04]	3	+	Deep intronic			Genic
chr10	105074214	105074215	CITS_93[gene=chr10_f_c6232][PH=40][PH0=0.00][P=1.00e-100]	40	+	Deep intronic			Genic
chr10	105074244	105074245	CITS_94[gene=chr10_f_c6232][PH=11][PH0=0.00][P=1.00e-100]	11	+	Deep intronic			Genic
chr10	105074341	105074342	CITS_95[gene=chr10_f_c6232][PH=17][PH0=0.00][P=1.00e-100]	17	+	Deep intronic			Genic
chr10	106068212	106068213	CITS_96[gene=chr10_f_c6267][PH=2][PH0=0.00][P=8.55e-04]	2	+	Satellite/LC			TE
chr10	106421312	106421313	CITS_97[gene=chr10_f_c6309][PH=3][PH0=0.00][P=7.57e-05]	3	+	Deep intronic	ENSMUSG00000053825.16	Ppfia2	Genic
chr10	114115614	114115615	CITS_98[gene=chr10_f_c6901][PH=3][PH0=0.00][P=6.91e-08]	3	+	Intergenic			Intergenic
chr10	114238139	114238140	CITS_99[gene=chr10_f_c6901][PH=2][PH0=0.00][P=1.78e-03]	2	+	Deep intronic			Genic
chr10	115227285	115227286	CITS_100[gene=chr10_f_c6935][PH=2][PH0=0.00][P=6.51e-03]	2	+	Deep intronic	ENSMUSG00000034163.11	Zfc3h1	Genic
chr10	115254724	115254725	CITS_101[gene=chr10_f_c6935][PH=2][PH0=0.00][P=6.51e-03]	2	+	CDS	ENSMUSG00000034163.11	Zfc3h1	Genic
chr10	118663896	118663897	CITS_102[gene=chr10_f_c7029][PH=3][PH0=0.00][P=3.55e-08]	3	+	Deep intronic			Genic
chr10	122373688	122373689	CITS_103[gene=chr10_f_c7405][PH=2][PH0=0.00][P=5.49e-04]	2	+	LINE	ENSMUSG00000125426.1	""	TE
chr10	123270587	123270588	CITS_104[gene=chr10_f_c7701][PH=3][PH0=0.00][P=2.30e-05]	3	+	Satellite/LC	ENSMUSG00000044071.10	Tafa2	TE
chr10	123351644	123351645	CITS_105[gene=chr10_f_c7701][PH=3][PH0=0.00][P=2.30e-05]	3	+	First intron	ENSMUSG00000044071.10	Tafa2	Genic
chr10	127300062	127300063	CITS_106[gene=chr10_f_c7947][PH=2][PH0=0.00][P=9.17e-03]	2	+	First intron	ENSMUSG00000025404.16	R3hdm2	Genic
chr10	127309477	127309478	CITS_107[gene=chr10_f_c7947][PH=2][PH0=0.00][P=9.17e-03]	2	+	LINE	ENSMUSG00000025404.16	R3hdm2	TE
chr10	128192817	128192818	CITS_108[gene=chr10_f_c8019][PH=4][PH0=0.00][P=2.27e-10]	4	+	Deep intronic	ENSMUSG00000005683.9	Cs	Genic
chr10	128718835	128718836	CITS_109[gene=chr10_f_c8063][PH=2][PH0=0.00][P=9.86e-03]	2	+	3'UTR-distal			Genic
chr10	129165933	129165934	CITS_110[gene=chr10_f_c8067][PH=2][PH0=0.00][P=1.47e-03]	2	+	3'UTR-distal	ENSMUSG00000095138.4	Or6c35	Genic
chr10	5490563	5490564	CITS_111[gene=chr10_r_c135][PH=2][PH0=0.00][P=7.38e-03]	2	-	Deep intronic	ENSMUSG00000096054.4	Syne1	Genic
chr10	5651314	5651315	CITS_112[gene=chr10_r_c135][PH=2][PH0=0.00][P=7.38e-03]	2	-	Intergenic			Intergenic
chr10	8890439	8890440	CITS_113[gene=chr10_r_c452][PH=3][PH0=0.00][P=4.34e-05]	3	-	Intergenic			Intergenic
chr10	11162272	11162273	CITS_114[gene=chr10_r_c769][PH=2][PH0=0.00][P=4.63e-04]	2	-	Deep intronic			Genic
chr10	11224819	11224820	CITS_115[gene=chr10_r_c769][PH=2][PH0=0.00][P=4.63e-04]	2	-	Deep intronic			Genic
chr10	11367993	11367994	CITS_116[gene=chr10_r_c777][PH=7][PH0=0.18][P=3.01e-07]	7	-	Intergenic			Intergenic
chr10	12545649	12545650	CITS_117[gene=chr10_r_c861][PH=5][PH0=0.26][P=6.98e-04]	5	-	Proximal intronic	ENSMUSG00000019820.12	Utrn	Genic
chr10	12669695	12669696	CITS_118[gene=chr10_r_c886][PH=6][PH0=0.28][P=1.20e-04]	6	-	First intron	ENSMUSG00000019820.12	Utrn	Genic
chr10	12798363	12798364	CITS_119[gene=chr10_r_c890][PH=3][PH0=0.00][P=5.90e-08]	3	-	tRNA*	ENSMUSG00000097378.11	B230208H11Rik	ncRNA
chr10	14106327	14106328	CITS_120[gene=chr10_r_c953][PH=2][PH0=0.00][P=2.84e-04]	2	-	LTR/ERV	ENSMUSG00000112238.3	Gm48844	TE
chr10	15622991	15622992	CITS_121[gene=chr10_r_c1047][PH=2][PH0=0.00][P=2.21e-03]	2	-	Satellite/LC	ENSMUSG00000112800.3	Gm40604	TE
chr10	15681898	15681899	CITS_122[gene=chr10_r_c1047][PH=2][PH0=0.00][P=2.21e-03]	2	-	Satellite/LC			TE
chr10	15799893	15799894	CITS_123[gene=chr10_r_c1047][PH=2][PH0=0.00][P=2.21e-03]	2	-	Satellite/LC			TE
chr10	19955234	19955235	CITS_124[gene=chr10_r_c1294][PH=2][PH0=0.00][P=1.43e-04]	2	-	Deep intronic			Genic
chr10	24677861	24677862	CITS_125[gene=chr10_r_c1539][PH=2][PH0=0.00][P=1.65e-04]	2	-	Deep intronic	ENSMUSG00000019989.9	Enpp3	Genic
chr10	31290389	31290390	CITS_126[gene=chr10_r_c1955][PH=2][PH0=0.00][P=7.24e-03]	2	-	LINE	ENSMUSG00000000296.9	Tpd52l1	TE
chr10	35111436	35111437	CITS_127[gene=chr10_r_c2619][PH=2][PH0=0.00][P=1.66e-03]	2	-	LTR/ERV			TE
chr10	35640775	35640776	CITS_128[gene=chr10_r_c2621][PH=2][PH0=0.00][P=3.24e-03]	2	-	LINE			TE
chr10	39422303	39422304	CITS_129[gene=chr10_r_c2726][PH=2][PH0=0.00][P=5.77e-03]	2	-	Deep intronic			Genic
chr10	39486677	39486678	CITS_130[gene=chr10_r_c2726][PH=2][PH0=0.00][P=5.77e-03]	2	-	Alu	ENSMUSG00000086915.10	Gm16364	TE
chr10	39500957	39500958	CITS_131[gene=chr10_r_c2726][PH=2][PH0=0.00][P=5.77e-03]	2	-	First intron	ENSMUSG00000087177.10	E130307A14Rik	Genic
chr10	45358105	45358106	CITS_132[gene=chr10_r_c3183][PH=8][PH0=0.33][P=7.31e-07]	8	-	Other SINE	ENSMUSG00000063804.9	Lin28b	TE
chr10	47582815	47582816	CITS_133[gene=chr10_r_c3258][PH=2][PH0=0.00][P=1.03e-03]	2	-	Intergenic			Intergenic
chr10	50877116	50877117	CITS_134[gene=chr10_r_c4014][PH=2][PH0=0.00][P=1.00e-02]	2	-	LINE			TE
chr10	51397834	51397835	CITS_135[gene=chr10_r_c4014][PH=22][PH0=0.00][P=1.00e-100]	22	-	First intron	ENSMUSG00000112766.3	Gm40645	Genic
chr10	51398026	51398027	CITS_136[gene=chr10_r_c4014][PH=2][PH0=0.00][P=1.00e-02]	2	-	First intron	ENSMUSG00000112766.3	Gm40645	Genic
chr10	56487747	56487748	CITS_137[gene=chr10_r_c4366][PH=2][PH0=0.00][P=9.99e-04]	2	-	Other exon	ENSMUSG00000133074.1	""	Genic
chr10	57392024	57392025	CITS_138[gene=chr10_r_c4400][PH=11][PH0=0.39][P=2.25e-09]	11	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic
chr10	57392114	57392115	CITS_139[gene=chr10_r_c4400][PH=8][PH0=0.39][P=2.72e-05]	8	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic
chr10	57392867	57392868	CITS_140[gene=chr10_r_c4405][PH=8][PH0=0.10][P=5.01e-09]	8	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic
chr10	57392931	57392932	CITS_141[gene=chr10_r_c4405][PH=7][PH0=0.10][P=3.52e-07]	7	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic
chr10	57392988	57392989	CITS_142[gene=chr10_r_c4405][PH=6][PH0=0.10][P=2.12e-05]	6	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic
chr10	57393305	57393306	CITS_143[gene=chr10_r_c4405][PH=6][PH0=0.10][P=2.12e-05]	6	-	CDS	ENSMUSG00000019877.11	Serinc1	Genic
chr10	59786193	59786194	CITS_144[gene=chr10_r_c4488][PH=2][PH0=0.00][P=3.30e-03]	2	-	3'UTR	ENSMUSG00000020108.5	Ddit4	Genic
chr10	61493595	61493596	CITS_145[gene=chr10_r_c4588][PH=2][PH0=0.00][P=3.36e-03]	2	-	Other SINE			TE
chr10	63814224	63814225	CITS_146[gene=chr10_r_c4728][PH=3][PH0=0.00][P=2.31e-04]	3	-	First intron	ENSMUSG00000042846.9	Lrrtm3	Genic
chr10	63888901	63888902	CITS_147[gene=chr10_r_c4728][PH=3][PH0=0.00][P=2.31e-04]	3	-	First intron	ENSMUSG00000042846.9	Lrrtm3	Genic
chr10	63889440	63889441	CITS_148[gene=chr10_r_c4728][PH=3][PH0=0.00][P=2.31e-04]	3	-	Other SINE	ENSMUSG00000042846.9	Lrrtm3	TE
chr10	64235796	64235797	CITS_149[gene=chr10_r_c4732][PH=3][PH0=0.00][P=6.51e-08]	3	-	Satellite/LC			TE
chr10	69804939	69804940	CITS_150[gene=chr10_r_c5024][PH=2][PH0=0.00][P=7.31e-04]	2	-	Alu			TE
chr10	70394492	70394493	CITS_151[gene=chr10_r_c5031][PH=3][PH0=0.00][P=7.88e-06]	3	-	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic
chr10	70394611	70394612	CITS_152[gene=chr10_r_c5031][PH=4][PH0=0.00][P=1.12e-09]	4	-	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic
chr10	70394829	70394830	CITS_153[gene=chr10_r_c5031][PH=4][PH0=0.00][P=1.12e-09]	4	-	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic
chr10	71070732	71070733	CITS_154[gene=chr10_r_c5082][PH=2][PH0=0.00][P=4.63e-03]	2	-	CDS	ENSMUSG00000003923.15	Tfam	Genic
chr10	71091988	71091989	CITS_155[gene=chr10_r_c5082][PH=2][PH0=0.00][P=4.63e-03]	2	-	First intron	ENSMUSG00000019927.7	Ube2d1	Genic
chr10	73627832	73627833	CITS_156[gene=chr10_r_c5176][PH=22][PH0=0.00][P=1.00e-100]	22	-	Deep intronic			Genic
chr10	74424327	74424328	CITS_157[gene=chr10_r_c5205][PH=2][PH0=0.00][P=3.10e-04]	2	-	LTR/ERV			TE
chr10	75545939	75545940	CITS_158[gene=chr10_r_c5255][PH=3][PH0=0.00][P=1.72e-05]	3	-	Deep intronic	ENSMUSG00000020196.11	Cabin1	Genic
chr10	76155617	76155618	CITS_159[gene=chr10_r_c5327][PH=5][PH0=0.18][P=3.37e-04]	5	-	Satellite/LC	ENSMUSG00000020231.16	Dip2a	TE
chr10	79746475	79746476	CITS_160[gene=chr10_r_c5717][PH=3][PH0=0.00][P=2.75e-06]	3	-	3'UTR	ENSMUSG00000035781.16	R3hdm4	Genic
chr10	79746506	79746507	CITS_161[gene=chr10_r_c5717][PH=4][PH0=0.00][P=1.00e-100]	4	-	3'UTR	ENSMUSG00000035781.16	R3hdm4	Genic
chr10	81346898	81346899	CITS_162[gene=chr10_r_c5827][PH=2][PH0=0.00][P=3.19e-03]	2	-	Satellite/LC	ENSMUSG00000034792.9	Gna15	TE
chr10	81346938	81346939	CITS_163[gene=chr10_r_c5827][PH=2][PH0=0.00][P=3.19e-03]	2	-	Satellite/LC	ENSMUSG00000034792.9	Gna15	TE
chr10	81380018	81380019	CITS_164[gene=chr10_r_c5832][PH=2][PH0=0.00][P=2.63e-03]	2	-	First intron	ENSMUSG00000034781.6	Gna11	Genic
chr10	82791033	82791034	CITS_165[gene=chr10_r_c5871][PH=24][PH0=0.02][P=1.00e-100]	24	-	Deep intronic			Genic
chr10	82791163	82791164	CITS_166[gene=chr10_r_c5871][PH=2377][PH0=0.02][P=1.00e-100]	2377	-	Deep intronic			Genic
chr10	85157546	85157547	CITS_167[gene=chr10_r_c5979][PH=2][PH0=0.00][P=2.48e-04]	2	-	LTR/ERV			TE
chr10	85742120	85742121	CITS_168[gene=chr10_r_c5984][PH=2][PH0=0.00][P=5.53e-04]	2	-	First intron	ENSMUSG00000035529.11	Prdm4	Genic
chr10	89819710	89819711	CITS_169[gene=chr10_r_c6341][PH=7][PH0=0.18][P=3.01e-07]	7	-	Deep intronic			Genic
chr10	90627402	90627403	CITS_170[gene=chr10_r_c6370][PH=2][PH0=0.00][P=8.38e-04]	2	-	Satellite/LC			TE
chr10	91463997	91463998	CITS_171[gene=chr10_r_c6427][PH=2][PH0=0.00][P=3.05e-03]	2	-	Deep intronic			Genic
chr10	91493951	91493952	CITS_172[gene=chr10_r_c6427][PH=4][PH0=0.00][P=1.00e-100]	4	-	Intergenic			Intergenic
chr10	91494013	91494014	CITS_173[gene=chr10_r_c6427][PH=2][PH0=0.00][P=3.05e-03]	2	-	Intergenic			Intergenic
