chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	113977246	113977247	trunc:chr1:113977246:+	1000	+	88	162	0.5432	3.313e-113	1.343e-109	3'UTR	ENSG00000163349.23	""	Genic
chr1	225788431	225788432	trunc:chr1:225788431:+	1000	+	106	297	0.3569	3.768e-113	1.501e-109	Alu	ENSG00000143742.15	""	TE
chr1	29118060	29118061	trunc:chr1:29118060:+	1000	+	113	367	0.3079	7.822e-111	3.061e-107	3'UTR	ENSG00000159023.24	""	Genic
chr1	161518625	161518626	trunc:chr1:161518625:+	1000	+	98	273	0.359	4.796e-109	1.844e-105	3'UTR	ENSG00000143226.17	""	Genic
chr1	204550152	204550153	trunc:chr1:204550152:+	1000	+	91	203	0.4483	5.947e-109	2.248e-105	3'UTR	ENSG00000198625.16	""	Genic
chr1	28506211	28506212	trunc:chr1:28506211:+	1000	+	98	252	0.3889	2.849e-108	1.059e-104	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	110344420	110344421	trunc:chr1:110344420:+	1000	+	102	290	0.3517	1.374e-106	5.026e-103	Satellite/LC	ENSG00000162775.17	RBM15	TE
chr1	237603160	237603161	trunc:chr1:237603160:+	1000	+	78	143	0.5455	7.917e-105	2.848e-101	Deep intronic	ENSG00000198626.19	RYR2	Genic
chr1	93362448	93362449	trunc:chr1:93362448:+	1000	+	125	549	0.2277	6.521e-104	2.309e-100	3'UTR	ENSG00000117505.14	""	Genic
chr1	32196003	32196004	trunc:chr1:32196003:+	1000	+	82	164	0.5	1.839e-103	6.411e-100	3'UTR	ENSG00000084652.17	""	Genic
chr1	203024495	203024496	trunc:chr1:203024495:+	1000	+	76	122	0.623	3.997e-103	1.371e-99	3'UTR	ENSG00000163444.13	""	Genic
chr1	65226821	65226822	trunc:chr1:65226821:+	1000	+	91	197	0.4619	1.647e-102	5.565e-99	3'UTR	ENSG00000162433.16	""	Genic
chr1	36304466	36304467	trunc:chr1:36304466:+	1000	+	106	364	0.2912	4.851e-101	1.615e-97	3'UTR	ENSG00000054118.16	""	Genic
chr1	24672672	24672673	trunc:chr1:24672672:+	1000	+	171	1261	0.1356	6.227e-101	2.042e-97	3'UTR	ENSG00000133226.20	""	Genic
chr1	22091935	22091936	trunc:chr1:22091935:+	1000	+	142	748	0.1898	1.551e-100	5.014e-97	3'UTR	ENSG00000070831.19	""	Genic
chr1	173488220	173488221	trunc:chr1:173488220:+	1000	+	89	226	0.3938	3.399e-99	1.083e-95	3'UTR	ENSG00000117592.10	""	Genic
chr1	108638087	108638088	trunc:chr1:108638087:+	1000	+	88	227	0.3877	2.351e-97	7.385e-94	3'UTR	ENSG00000162636.17	""	Genic
chr1	88684479	88684480	trunc:chr1:88684479:+	1000	+	86	211	0.4076	2.072e-95	6.419e-92	5'UTR	ENSG00000065243.21	""	Genic
chr1	28506210	28506211	trunc:chr1:28506210:+	1000	+	76	151	0.5033	2.744e-95	8.383e-92	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	110343602	110343603	trunc:chr1:110343602:+	1000	+	66	101	0.6535	2.002e-93	6.033e-90	First intron	ENSG00000162775.17	RBM15	Genic
chr1	179072565	179072566	trunc:chr1:179072565:+	1000	+	87	244	0.3566	1.028e-92	3.056e-89	3'UTR	ENSG00000116199.13	""	Genic
chr1	151399568	151399569	trunc:chr1:151399568:+	1000	+	98	345	0.2841	6.223e-92	1.827e-88	5'UTR	ENSG00000159377.12	""	Genic
chr1	26475256	26475257	trunc:chr1:26475256:+	1000	+	134	875	0.1531	1.114e-91	3.226e-88	3'UTR	ENSG00000198830.14	""	Genic
chr1	32172509	32172510	trunc:chr1:32172509:+	1000	+	76	165	0.4606	2.952e-91	8.443e-88	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	10420406	10420407	trunc:chr1:10420406:+	1000	+	65	95	0.6842	4.567e-91	1.289e-87	3'UTR	ENSG00000142657.22	""	Genic
chr1	93362449	93362450	trunc:chr1:93362449:+	1000	+	124	677	0.1832	7.099e-91	1.979e-87	3'UTR	ENSG00000117505.14	""	Genic
chr1	151696664	151696665	trunc:chr1:151696664:+	1000	+	75	175	0.4286	1.475e-90	4.062e-87	3'UTR	ENSG00000143376.15	""	Genic
chr1	22092000	22092001	trunc:chr1:22092000:+	1000	+	115	522	0.2203	1.785e-89	4.857e-86	3'UTR	ENSG00000070831.19	""	Genic
chr1	204550153	204550154	trunc:chr1:204550153:+	1000	+	89	292	0.3048	1.441e-88	3.872e-85	3'UTR	ENSG00000198625.16	""	Genic
chr1	180197834	180197835	trunc:chr1:180197834:+	1000	+	85	251	0.3386	2.076e-88	5.514e-85	3'UTR	ENSG00000116260.17	QSOX1	Genic
chr1	11908162	11908163	trunc:chr1:11908162:+	1000	+	123	707	0.174	3.095e-88	8.121e-85	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	28508642	28508643	trunc:chr1:28508642:+	1000	+	76	179	0.4246	5.836e-88	1.514e-84	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	32680519	32680520	trunc:chr1:32680519:+	1000	+	139	964	0.1442	3.892e-87	9.977e-84	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	42702130	42702131	trunc:chr1:42702130:+	1000	+	59	95	0.6211	1.333e-84	3.378e-81	3'UTR	ENSG00000065978.20	""	Genic
chr1	185100549	185100550	trunc:chr1:185100549:+	1000	+	93	334	0.2784	2.079e-84	5.21e-81	3'UTR	ENSG00000121481.13	""	Genic
chr1	42702131	42702132	trunc:chr1:42702131:+	1000	+	70	167	0.4192	1.193e-83	2.956e-80	3'UTR	ENSG00000065978.20	""	Genic
chr1	28508643	28508644	trunc:chr1:28508643:+	1000	+	83	260	0.3192	1.607e-83	3.939e-80	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	65226822	65226823	trunc:chr1:65226822:+	1000	+	90	288	0.3125	6.637e-83	1.609e-79	3'UTR	ENSG00000162433.16	""	Genic
chr1	10420408	10420409	trunc:chr1:10420408:+	1000	+	92	320	0.2875	7.833e-83	1.879e-79	3'UTR	ENSG00000142657.22	""	Genic
chr1	93362447	93362448	trunc:chr1:93362447:+	1000	+	98	424	0.2311	1.503e-82	3.566e-79	3'UTR	ENSG00000117505.14	""	Genic
chr1	86949122	86949123	trunc:chr1:86949122:+	1000	+	64	115	0.5565	2.499e-82	5.867e-79	Alu	ENSG00000153936.18	HS2ST1	TE
chr1	32171248	32171249	trunc:chr1:32171248:+	1000	+	76	216	0.3519	3.095e-80	7.192e-77	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	11023129	11023130	trunc:chr1:11023129:+	1000	+	74	200	0.37	5.059e-80	1.163e-76	3'UTR	ENSG00000120948.20	""	Genic
chr1	28408690	28408691	trunc:chr1:28408690:+	1000	+	60	114	0.5263	4.421e-77	1.006e-73	Alu	ENSG00000204138.14	""	TE
chr1	185100548	185100549	trunc:chr1:185100548:+	1000	+	78	241	0.3237	7.42e-77	1.672e-73	3'UTR	ENSG00000121481.13	""	Genic
chr1	32171250	32171251	trunc:chr1:32171250:+	1000	+	98	485	0.2021	8.302e-77	1.852e-73	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	86949123	86949124	trunc:chr1:86949123:+	1000	+	71	187	0.3797	8.907e-76	1.967e-72	Alu	ENSG00000153936.18	HS2ST1	TE
chr1	153645492	153645493	trunc:chr1:153645492:+	1000	+	133	999	0.1331	4.928e-75	1.078e-71	3'UTR	ENSG00000160679.14	CHTOP	Genic
chr1	112652528	112652529	trunc:chr1:112652528:+	1000	+	63	141	0.4468	9.046e-75	1.959e-71	First intron	ENSG00000116489.14	""	Genic
chr1	222733093	222733094	trunc:chr1:222733093:+	1000	+	83	382	0.2173	1.039e-74	2.229e-71	3'UTR	ENSG00000162819.13	""	Genic
chr1	28648595	28648596	trunc:chr1:28648595:+	1000	+	49	66	0.7424	1.871e-74	3.974e-71	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	93362445	93362446	trunc:chr1:93362445:+	1000	+	66	166	0.3976	6.216e-74	1.308e-70	3'UTR	ENSG00000117505.14	""	Genic
chr1	32680520	32680521	trunc:chr1:32680520:+	1000	+	133	1100	0.1209	9.801e-74	2.043e-70	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	32680521	32680522	trunc:chr1:32680521:+	1000	+	140	1241	0.1128	1.369e-73	2.828e-70	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	10420409	10420410	trunc:chr1:10420409:+	1000	+	93	414	0.2246	6.721e-73	1.375e-69	3'UTR	ENSG00000142657.22	""	Genic
chr1	154270783	154270784	trunc:chr1:154270783:+	1000	+	56	99	0.5657	1.346e-72	2.73e-69	3'UTR	ENSG00000143569.21	""	Genic
chr1	32196005	32196006	trunc:chr1:32196005:+	1000	+	79	306	0.2582	2.008e-72	4.034e-69	3'UTR	ENSG00000084652.17	""	Genic
chr1	193088192	193088193	trunc:chr1:193088192:+	1000	+	119	886	0.1343	4.526e-71	9.014e-68	3'UTR	ENSG00000116747.14	""	Genic
chr1	40051590	40051591	trunc:chr1:40051590:+	1000	+	73	254	0.2874	1.335e-70	2.634e-67	Alu	ENSG00000131236.19	""	TE
chr1	193089823	193089824	trunc:chr1:193089823:+	1000	+	135	1229	0.1098	2.629e-69	5.144e-66	3'UTR	ENSG00000116747.14	""	Genic
chr1	65226820	65226821	trunc:chr1:65226820:+	1000	+	56	103	0.5437	4.619e-69	8.96e-66	3'UTR	ENSG00000162433.16	""	Genic
chr1	88684478	88684479	trunc:chr1:88684478:+	1000	+	58	125	0.464	4.754e-69	9.142e-66	5'UTR	ENSG00000065243.21	""	Genic
chr1	9614398	9614399	trunc:chr1:9614398:+	1000	+	62	171	0.3626	5.229e-69	9.969e-66	3'UTR	ENSG00000188807.14	""	Genic
chr1	160671059	160671060	trunc:chr1:160671059:+	1000	+	58	102	0.5686	3.548e-68	6.707e-65	Other exon	ENSG00000228863.9	""	Genic
chr1	47376901	47376902	trunc:chr1:47376901:+	1000	+	61	155	0.3935	1.202e-67	2.252e-64	3'UTR	ENSG00000162368.16	""	Genic
chr1	168243404	168243405	trunc:chr1:168243404:+	1000	+	55	125	0.44	5.747e-66	1.068e-62	3'UTR	ENSG00000213064.11	""	Genic
chr1	161518624	161518625	trunc:chr1:161518624:+	1000	+	58	158	0.3671	6.374e-66	1.175e-62	3'UTR	ENSG00000143226.17	""	Genic
chr1	52879784	52879785	trunc:chr1:52879784:+	1000	+	56	129	0.4341	2.879e-65	5.263e-62	Satellite/LC	ENSG00000203995.11	ZYG11A	TE
chr1	47376902	47376903	trunc:chr1:47376902:+	1000	+	67	221	0.3032	3.517e-65	6.379e-62	3'UTR	ENSG00000162368.16	""	Genic
chr1	161518797	161518798	trunc:chr1:161518797:+	1000	+	50	102	0.4902	5.256e-65	9.454e-62	3'UTR	ENSG00000143226.17	""	Genic
chr1	112670889	112670890	trunc:chr1:112670889:+	1000	+	58	148	0.3919	5.774e-64	1.03e-60	3'UTR	ENSG00000116489.14	""	Genic
chr1	32171247	32171248	trunc:chr1:32171247:+	1000	+	55	134	0.4104	5.304e-63	9.39e-60	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	180197829	180197830	trunc:chr1:180197829:+	1000	+	51	108	0.4722	7.756e-63	1.362e-59	3'UTR	ENSG00000116260.17	QSOX1	Genic
chr1	206733707	206733708	trunc:chr1:206733707:+	1000	+	57	152	0.375	1.09e-62	1.899e-59	3'UTR	ENSG00000162889.12	""	Genic
chr1	231565887	231565888	trunc:chr1:231565887:+	1000	+	50	101	0.495	1.473e-62	2.547e-59	3'UTR	ENSG00000116918.16	""	Genic
chr1	1477721	1477722	trunc:chr1:1477721:+	1000	+	48	89	0.5393	2.006e-62	3.443e-59	3'UTR-distal	ENSG00000160072.21	""	Genic
chr1	113436827	113436828	trunc:chr1:113436827:+	1000	+	54	117	0.4615	2.215e-62	3.771e-59	Alu	ENSG00000081026.20	""	TE
chr1	28507614	28507615	trunc:chr1:28507614:+	1000	+	44	69	0.6377	2.323e-62	3.926e-59	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	26475260	26475261	trunc:chr1:26475260:+	1000	+	182	2801	0.065	2.906e-62	4.874e-59	3'UTR	ENSG00000198830.14	""	Genic
chr1	32674017	32674018	trunc:chr1:32674017:+	1000	+	48	91	0.5275	4.166e-62	6.935e-59	Alu	ENSG00000162521.19	RBBP4	TE
chr1	32172510	32172511	trunc:chr1:32172510:+	1000	+	64	228	0.2807	1.278e-60	2.112e-57	3'UTR	ENSG00000025800.14	KPNA6	Genic
chr1	171492764	171492765	trunc:chr1:171492764:+	1000	+	49	95	0.5158	2.114e-60	3.467e-57	Alu	ENSG00000117523.18	PRRC2C	TE
chr1	112652525	112652526	trunc:chr1:112652525:+	1000	+	40	57	0.7018	2.303e-59	3.75e-56	First intron	ENSG00000116489.14	""	Genic
chr1	65226825	65226826	trunc:chr1:65226825:+	1000	+	89	495	0.1798	3.151e-59	5.092e-56	3'UTR	ENSG00000162433.16	""	Genic
chr1	162524106	162524107	trunc:chr1:162524106:+	1000	+	55	157	0.3503	3.157e-58	5.066e-55	3'UTR	ENSG00000152332.17	""	Genic
chr1	40051589	40051590	trunc:chr1:40051589:+	1000	+	57	181	0.3149	4.442e-58	7.077e-55	Alu	ENSG00000131236.19	""	TE
chr1	179072564	179072565	trunc:chr1:179072564:+	1000	+	54	155	0.3484	1.49e-57	2.357e-54	3'UTR	ENSG00000116199.13	""	Genic
chr1	66985841	66985842	trunc:chr1:66985841:+	1000	+	45	89	0.5056	4.454e-57	6.997e-54	3'UTR	ENSG00000198160.15	MIER1	Genic
chr1	161518798	161518799	trunc:chr1:161518798:+	1000	+	53	164	0.3232	6.488e-57	1.012e-53	3'UTR	ENSG00000143226.17	""	Genic
chr1	193088025	193088026	trunc:chr1:193088025:+	1000	+	46	96	0.4792	1.258e-56	1.948e-53	3'UTR	ENSG00000116747.14	""	Genic
chr1	24672988	24672989	trunc:chr1:24672988:+	1000	+	105	894	0.1174	1.628e-56	2.505e-53	3'UTR	ENSG00000133226.20	""	Genic
chr1	168243405	168243406	trunc:chr1:168243405:+	1000	+	56	186	0.3011	4.752e-56	7.261e-53	3'UTR	ENSG00000213064.11	""	Genic
chr1	28648602	28648603	trunc:chr1:28648602:+	1000	+	105	935	0.1123	1.07e-55	1.623e-52	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	167788889	167788890	trunc:chr1:167788889:+	1000	+	51	238	0.2143	1.118e-55	1.685e-52	3'UTR	ENSG00000197965.13	""	Genic
chr1	111184866	111184867	trunc:chr1:111184866:+	1000	+	46	100	0.46	1.788e-55	2.676e-52	3'UTR	ENSG00000134255.17	""	Genic
chr1	28506213	28506214	trunc:chr1:28506213:+	1000	+	79	479	0.1649	2.651e-55	3.941e-52	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28949618	28949619	trunc:chr1:28949618:+	1000	+	38	58	0.6552	7.418e-55	1.096e-51	Alu	ENSG00000159023.24	""	TE
chr1	160671058	160671059	trunc:chr1:160671058:+	1000	+	37	44	0.8409	1.366e-54	2.005e-51	Other exon	ENSG00000228863.9	""	Genic
chr1	171592717	171592718	trunc:chr1:171592717:+	1000	+	53	158	0.3354	1.421e-54	2.071e-51	3'UTR	ENSG00000117523.18	PRRC2C	Genic
chr1	29065321	29065322	trunc:chr1:29065321:+	1000	+	39	64	0.6094	5.051e-54	7.316e-51	3'UTR	ENSG00000159023.24	""	Genic
chr1	26781835	26781836	trunc:chr1:26781835:+	1000	+	47	113	0.4159	2.632e-53	3.788e-50	3'UTR	ENSG00000117713.22	ARID1A	Genic
chr1	110343603	110343604	trunc:chr1:110343603:+	1000	+	51	152	0.3355	6.286e-53	8.989e-50	First intron	ENSG00000162775.17	RBM15	Genic
chr1	228098192	228098193	trunc:chr1:228098192:+	1000	+	59	231	0.2554	2.646e-52	3.759e-49	3'UTR	ENSG00000143761.18	""	Genic
chr1	28507451	28507452	trunc:chr1:28507451:+	1000	+	49	142	0.3451	6.15e-52	8.682e-49	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	26475221	26475222	trunc:chr1:26475221:+	1000	+	63	311	0.2026	7.371e-52	1.034e-48	3'UTR	ENSG00000198830.14	""	Genic
chr1	110344421	110344422	trunc:chr1:110344421:+	1000	+	68	357	0.1905	9.782e-52	1.364e-48	Satellite/LC	ENSG00000162775.17	RBM15	TE
chr1	36305024	36305025	trunc:chr1:36305024:+	1000	+	55	202	0.2723	1.782e-51	2.469e-48	3'UTR	ENSG00000054118.16	""	Genic
chr1	163334708	163334709	trunc:chr1:163334708:+	1000	+	39	73	0.5342	2.464e-51	3.393e-48	Alu	ENSG00000143228.14	""	TE
chr1	119181377	119181378	trunc:chr1:119181377:+	1000	+	35	51	0.6863	2.508e-51	3.432e-48	LTR/ERV	ENSG00000231365.8	WARS2-AS1	TE
chr1	52893475	52893476	trunc:chr1:52893475:+	1000	+	45	112	0.4018	2.846e-51	3.871e-48	3'UTR	ENSG00000203995.11	ZYG11A	Genic
chr1	24664007	24664008	trunc:chr1:24664007:+	1000	+	37	64	0.5781	4.043e-51	5.466e-48	Alu	ENSG00000133226.20	""	TE
chr1	15653288	15653289	trunc:chr1:15653288:+	1000	+	43	95	0.4526	4.967e-51	6.675e-48	Satellite/LC	ENSG00000197312.13	DDI2	TE
chr1	26781836	26781837	trunc:chr1:26781836:+	1000	+	52	167	0.3114	5.189e-51	6.93e-48	3'UTR	ENSG00000117713.22	ARID1A	Genic
chr1	229665309	229665310	trunc:chr1:229665309:+	1000	+	36	59	0.6102	7.401e-51	9.827e-48	3'UTR-distal	""	""	Genic
chr1	162524407	162524408	trunc:chr1:162524407:+	1000	+	40	79	0.5063	7.671e-51	1.012e-47	3'UTR	ENSG00000152332.17	""	Genic
chr1	88684481	88684482	trunc:chr1:88684481:+	1000	+	66	332	0.1988	1.737e-50	2.279e-47	5'UTR	ENSG00000065243.21	""	Genic
chr1	206733709	206733710	trunc:chr1:206733709:+	1000	+	59	260	0.2269	2.828e-50	3.689e-47	3'UTR	ENSG00000162889.12	""	Genic
chr1	112670374	112670375	trunc:chr1:112670374:+	1000	+	52	175	0.2971	3.499e-50	4.537e-47	3'UTR	ENSG00000116489.14	""	Genic
chr1	236898413	236898414	trunc:chr1:236898413:+	1000	+	50	161	0.3106	6.354e-50	8.192e-47	3'UTR	ENSG00000116984.16	""	Genic
chr1	236898414	236898415	trunc:chr1:236898414:+	1000	+	55	216	0.2546	1.885e-49	2.416e-46	3'UTR	ENSG00000116984.16	""	Genic
chr1	149358057	149358058	trunc:chr1:149358057:+	1000	+	41	66	0.6212	2.821e-49	3.596e-46	Satellite/LC	ENSG00000274265.6	""	TE
chr1	206653035	206653036	trunc:chr1:206653035:+	1000	+	47	142	0.331	6.647e-49	8.424e-46	3'UTR	ENSG00000143479.18	DYRK3	Genic
chr1	163334710	163334711	trunc:chr1:163334710:+	1000	+	46	135	0.3407	7.089e-49	8.934e-46	Alu	ENSG00000143228.14	""	TE
chr1	22091817	22091818	trunc:chr1:22091817:+	1000	+	71	403	0.1762	7.509e-49	9.409e-46	3'UTR	ENSG00000070831.19	""	Genic
chr1	23787742	23787743	trunc:chr1:23787742:+	1000	+	56	272	0.2059	1.095e-47	1.364e-44	3'UTR	ENSG00000057757.11	""	Genic
