chr	start	end	name	score	strand	signal	coverage	fraction	pvalue	qvalue	annotation	gene	external_gene_name	grouped_annotation
chr1	228087804	228087805	trunc:chr1:228087804:+	626	+	8	14	0.5714	3.962e-09	5.395e-07	First intron	ENSG00000143761.18	""	Genic
chr1	204551477	204551478	trunc:chr1:204551477:+	626	+	10	34	0.2941	4.097e-09	5.446e-07	3'UTR	ENSG00000198625.16	""	Genic
chr1	51973417	51973418	trunc:chr1:51973417:+	619	+	8	13	0.6154	4.946e-09	6.422e-07	Other exon	ENSG00000200839.1	RNA5SP48	Genic
chr1	50172466	50172467	trunc:chr1:50172466:+	603	+	7	8	0.875	7.342e-09	9.207e-07	Deep intronic	ENSG00000162374.19	""	Genic
chr1	231243627	231243628	trunc:chr1:231243627:+	603	+	6	8	0.75	7.421e-09	9.207e-07	First intron	ENSG00000116906.14	""	Genic
chr1	56678256	56678257	trunc:chr1:56678256:+	598	+	6	7	0.8571	8.619e-09	1.046e-06	Deep intronic	ENSG00000162409.13	""	Genic
chr1	109100194	109100195	trunc:chr1:109100194:+	595	+	8	22	0.3636	9.424e-09	1.12e-06	3'UTR-distal	ENSG00000270066.4	""	Genic
chr1	61206521	61206522	trunc:chr1:61206521:+	585	+	8	18	0.4444	1.192e-08	1.387e-06	First intron	ENSG00000162599.19	""	Genic
chr1	630712	630713	trunc:chr1:630712:+	570	+	8	18	0.4444	1.749e-08	1.992e-06	TSS-proximal	""	""	Genic
chr1	93847619	93847620	trunc:chr1:93847619:+	569	+	6	10	0.6	1.81e-08	2.021e-06	tRNA*	ENSG00000260464.1	""	ncRNA
chr1	117365619	117365620	trunc:chr1:117365619:+	563	+	6	6	1	2.126e-08	2.327e-06	Deep intronic	""	""	Genic
chr1	90029619	90029620	trunc:chr1:90029619:+	559	+	5	5	1	2.37e-08	2.545e-06	3'UTR	ENSG00000162664.18	""	Genic
chr1	57316018	57316019	trunc:chr1:57316018:+	558	+	6	6	1	2.494e-08	2.628e-06	Other SINE	""	""	TE
chr1	160540738	160540739	trunc:chr1:160540738:+	555	+	8	10	0.8	2.674e-08	2.765e-06	First intron	ENSG00000234425.2	""	Genic
chr1	93847620	93847621	trunc:chr1:93847620:+	549	+	7	17	0.4118	3.182e-08	3.229e-06	tRNA*	ENSG00000260464.1	""	ncRNA
chr1	75789510	75789511	trunc:chr1:75789510:+	549	+	10	70	0.1429	3.239e-08	3.229e-06	First intron	ENSG00000137955.17	""	Genic
chr1	28508884	28508885	trunc:chr1:28508884:+	533	+	10	41	0.2439	4.712e-08	4.616e-06	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28508155	28508156	trunc:chr1:28508155:+	527	+	8	22	0.3636	5.57e-08	5.362e-06	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	110356368	110356369	trunc:chr1:110356368:+	518	+	6	9	0.6667	6.974e-08	6.599e-06	3'UTR-distal	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	1478172	1478173	trunc:chr1:1478172:+	514	+	7	16	0.4375	7.891e-08	7.222e-06	3'UTR-distal	ENSG00000160072.21	""	Genic
chr1	75787885	75787886	trunc:chr1:75787885:+	514	+	10	53	0.1887	7.846e-08	7.222e-06	First intron	ENSG00000137955.17	""	Genic
chr1	51973416	51973417	trunc:chr1:51973416:+	514	+	5	5	1	8.172e-08	7.229e-06	Other exon	ENSG00000200839.1	RNA5SP48	Genic
chr1	28506352	28506353	trunc:chr1:28506352:+	514	+	6	11	0.5455	8.286e-08	7.229e-06	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28507235	28507236	trunc:chr1:28507235:+	514	+	6	11	0.5455	8.286e-08	7.229e-06	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	75787861	75787862	trunc:chr1:75787861:+	504	+	7	21	0.3333	1.044e-07	8.964e-06	First intron	ENSG00000137955.17	""	Genic
chr1	44777839	44777840	trunc:chr1:44777839:+	498	+	4	5	0.8	1.239e-07	1.033e-05	Deep intronic	ENSG00000142937.13	""	Genic
chr1	28508375	28508376	trunc:chr1:28508375:+	498	+	8	24	0.3333	1.222e-07	1.033e-05	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	28508376	28508377	trunc:chr1:28508376:+	494	+	9	33	0.2727	1.394e-07	1.144e-05	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	92837288	92837289	trunc:chr1:92837288:+	489	+	10	39	0.2564	1.565e-07	1.266e-05	First intron	ENSG00000122406.15	""	Genic
chr1	207976427	207976428	trunc:chr1:207976427:+	475	+	12	31	0.3871	2.197e-07	1.753e-05	Deep intronic	ENSG00000284237.2	LINC02767	Genic
chr1	44778387	44778388	trunc:chr1:44778387:+	459	+	4	5	0.8	3.269e-07	2.526e-05	Proximal intronic	ENSG00000142937.13	""	Genic
chr1	1474513	1474514	trunc:chr1:1474513:+	459	+	5	10	0.5	3.283e-07	2.526e-05	3'UTR-distal	ENSG00000160072.21	""	Genic
chr1	75789525	75789526	trunc:chr1:75789525:+	459	+	10	89	0.1124	3.303e-07	2.526e-05	First intron	ENSG00000137955.17	""	Genic
chr1	75787992	75787993	trunc:chr1:75787992:+	458	+	5	9	0.5556	3.483e-07	2.628e-05	First intron	ENSG00000137955.17	""	Genic
chr1	70222029	70222030	trunc:chr1:70222029:+	448	+	6	14	0.4286	4.399e-07	3.275e-05	First intron	ENSG00000116754.15	""	Genic
chr1	225073484	225073485	trunc:chr1:225073484:+	441	+	4	5	0.8	5.194e-07	3.815e-05	LINE	ENSG00000185842.16	DNAH14	TE
chr1	52080193	52080194	trunc:chr1:52080193:+	441	+	5	7	0.7143	5.294e-07	3.838e-05	Deep intronic	ENSG00000134717.19	""	Genic
chr1	70231511	70231512	trunc:chr1:70231511:+	432	+	8	29	0.2759	6.642e-07	4.754e-05	First intron	ENSG00000116754.15	""	Genic
chr1	28506045	28506046	trunc:chr1:28506045:+	432	+	7	25	0.28	6.771e-07	4.785e-05	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	23768271	23768272	trunc:chr1:23768271:+	431	+	5	5	1	7.043e-07	4.809e-05	3'UTR-distal	""	""	Genic
chr1	73954906	73954907	trunc:chr1:73954906:+	431	+	5	5	1	7.043e-07	4.809e-05	Other SINE	""	""	TE
chr1	204551476	204551477	trunc:chr1:204551476:+	431	+	7	23	0.3043	7.064e-07	4.809e-05	3'UTR	ENSG00000198625.16	""	Genic
chr1	28507539	28507540	trunc:chr1:28507539:+	430	+	8	45	0.1778	7.374e-07	4.96e-05	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	27834513	27834514	trunc:chr1:27834513:+	424	+	5	10	0.5	8.468e-07	5.628e-05	Deep intronic	ENSG00000117751.19	""	Genic
chr1	236800188	236800189	trunc:chr1:236800188:+	424	+	4	5	0.8	8.707e-07	5.719e-05	First intron	ENSG00000116984.16	""	Genic
chr1	11908149	11908150	trunc:chr1:11908149:+	417	+	4	5	0.8	1.059e-06	6.719e-05	Other exon	ENSG00000285646.3	""	Genic
chr1	75789560	75789561	trunc:chr1:75789560:+	417	+	4	7	0.5714	1.05e-06	6.719e-05	First intron	ENSG00000137955.17	""	Genic
chr1	75787519	75787520	trunc:chr1:75787519:+	417	+	5	9	0.5556	1.05e-06	6.719e-05	CDS	ENSG00000137955.17	""	Genic
chr1	204551475	204551476	trunc:chr1:204551475:+	415	+	6	16	0.375	1.114e-06	6.991e-05	3'UTR	ENSG00000198625.16	""	Genic
chr1	32660587	32660588	trunc:chr1:32660587:+	413	+	4	5	0.8	1.195e-06	7.412e-05	Alu	ENSG00000162521.19	RBBP4	TE
chr1	75787862	75787863	trunc:chr1:75787862:+	412	+	7	29	0.2414	1.22e-06	7.485e-05	First intron	ENSG00000137955.17	""	Genic
chr1	75788000	75788001	trunc:chr1:75788000:+	411	+	6	19	0.3158	1.265e-06	7.676e-05	First intron	ENSG00000137955.17	""	Genic
chr1	145287800	145287801	trunc:chr1:145287800:+	410	+	6	31	0.1935	1.3e-06	7.803e-05	tRNA*	ENSG00000276216.2	""	ncRNA
chr1	207999729	207999730	trunc:chr1:207999729:+	410	+	5	5	1	1.317e-06	7.821e-05	Intergenic	""	""	Intergenic
chr1	1484680	1484681	trunc:chr1:1484680:+	410	+	4	5	0.8	1.344e-06	7.899e-05	Deep intronic	ENSG00000160072.21	""	Genic
chr1	75788658	75788659	trunc:chr1:75788658:+	400	+	5	10	0.5	1.709e-06	9.938e-05	First intron	ENSG00000137955.17	""	Genic
chr1	61154071	61154072	trunc:chr1:61154071:+	400	+	4	5	0.8	1.735e-06	9.986e-05	Deep intronic	ENSG00000162599.19	""	Genic
chr1	61094066	61094067	trunc:chr1:61094066:+	398	+	5	9	0.5556	1.801e-06	0.0001026	Deep intronic	ENSG00000162599.19	""	Genic
chr1	28759040	28759041	trunc:chr1:28759040:+	398	+	4	5	0.8	1.852e-06	0.0001044	Deep intronic	ENSG00000198492.17	""	Genic
chr1	203803358	203803359	trunc:chr1:203803358:+	396	+	4	5	0.8	1.946e-06	0.0001083	Alu	ENSG00000058673.17	ZC3H11A	TE
chr1	28507109	28507110	trunc:chr1:28507109:+	396	+	6	17	0.3529	1.959e-06	0.0001083	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	102949897	102949898	trunc:chr1:102949897:+	394	+	5	6	0.8333	2.09e-06	0.0001132	Deep intronic	""	""	Genic
chr1	247700232	247700233	trunc:chr1:247700232:+	394	+	5	6	0.8333	2.109e-06	0.0001132	LINE	ENSG00000235749.4	""	TE
chr1	75793677	75793678	trunc:chr1:75793677:+	394	+	4	5	0.8	2.1e-06	0.0001132	Deep intronic	ENSG00000137955.17	""	Genic
chr1	70227946	70227947	trunc:chr1:70227946:+	393	+	4	5	0.8	2.159e-06	0.0001148	First intron	ENSG00000116754.15	""	Genic
chr1	35102886	35102887	trunc:chr1:35102886:+	388	+	4	5	0.8	2.474e-06	0.0001295	Deep intronic	ENSG00000197056.13	""	Genic
chr1	110364896	110364897	trunc:chr1:110364896:+	388	+	5	9	0.5556	2.481e-06	0.0001295	Satellite/LC	ENSG00000224699.13	LAMTOR5-AS1	TE
chr1	52891075	52891076	trunc:chr1:52891075:+	386	+	4	5	0.8	2.61e-06	0.0001349	Alu	ENSG00000203995.11	ZYG11A	TE
chr1	247572150	247572151	trunc:chr1:247572150:+	383	+	5	7	0.7143	2.852e-06	0.0001454	LINE	ENSG00000169224.13	GCSAML	TE
chr1	54722133	54722134	trunc:chr1:54722133:+	383	+	4	6	0.6667	2.875e-06	0.0001454	Satellite/LC	ENSG00000243725.8	""	TE
chr1	225789496	225789497	trunc:chr1:225789496:+	383	+	5	10	0.5	2.918e-06	0.0001454	3'UTR	ENSG00000143742.15	""	Genic
chr1	225785684	225785685	trunc:chr1:225785684:+	383	+	6	17	0.3529	2.893e-06	0.0001454	Alu	ENSG00000143742.15	""	TE
chr1	151222470	151222471	trunc:chr1:151222470:+	380	+	4	5	0.8	3.177e-06	0.0001569	First intron	ENSG00000143398.21	""	Genic
chr1	28508917	28508918	trunc:chr1:28508917:+	379	+	15	144	0.1042	3.309e-06	0.000162	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	96745665	96745666	trunc:chr1:96745665:+	374	+	4	5	0.8	3.682e-06	0.0001783	LINE	ENSG00000117569.21	""	TE
chr1	28280207	28280208	trunc:chr1:28280207:+	374	+	4	6	0.6667	3.704e-06	0.0001783	Deep intronic	ENSG00000130766.6	""	Genic
chr1	28506046	28506047	trunc:chr1:28506046:+	370	+	7	32	0.2188	4.16e-06	0.0001985	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	32327974	32327975	trunc:chr1:32327974:+	369	+	5	10	0.5	4.297e-06	0.0002033	Deep intronic	ENSG00000116478.14	""	Genic
chr1	110354766	110354767	trunc:chr1:110354766:+	365	+	4	5	0.8	4.705e-06	0.0002194	3'UTR-distal	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	28508321	28508322	trunc:chr1:28508321:+	365	+	8	37	0.2162	4.715e-06	0.0002194	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	44777840	44777841	trunc:chr1:44777840:+	364	+	4	10	0.4	4.948e-06	0.0002283	Deep intronic	ENSG00000142937.13	""	Genic
chr1	70230170	70230171	trunc:chr1:70230170:+	364	+	4	6	0.6667	4.994e-06	0.0002285	First intron	ENSG00000116754.15	""	Genic
chr1	241856650	241856651	trunc:chr1:241856650:+	363	+	4	5	0.8	5.086e-06	0.0002308	Deep intronic	ENSG00000174371.18	""	Genic
chr1	38999793	38999794	trunc:chr1:38999793:+	363	+	4	6	0.6667	5.165e-06	0.0002326	First intron	ENSG00000174574.17	""	Genic
chr1	240262914	240262915	trunc:chr1:240262914:+	363	+	4	6	0.6667	5.214e-06	0.0002329	Alu	ENSG00000155816.21	FMN2	TE
chr1	70231405	70231406	trunc:chr1:70231405:+	361	+	5	11	0.4545	5.445e-06	0.0002399	First intron	ENSG00000116754.15	""	Genic
chr1	204551478	204551479	trunc:chr1:204551478:+	361	+	8	42	0.1905	5.457e-06	0.0002399	3'UTR	ENSG00000198625.16	""	Genic
chr1	28506656	28506657	trunc:chr1:28506656:+	360	+	5	12	0.4167	5.662e-06	0.0002469	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	207776559	207776560	trunc:chr1:207776559:+	360	+	4	6	0.6667	5.714e-06	0.0002473	Deep intronic	ENSG00000117335.22	""	Genic
chr1	162599407	162599408	trunc:chr1:162599407:+	360	+	5	11	0.4545	5.813e-06	0.0002496	3'UTR	ENSG00000117143.15	""	Genic
chr1	151201138	151201139	trunc:chr1:151201138:+	359	+	4	5	0.8	5.929e-06	0.0002527	First intron	ENSG00000143398.21	""	Genic
chr1	61160823	61160824	trunc:chr1:61160823:+	356	+	4	6	0.6667	6.436e-06	0.0002702	Deep intronic	ENSG00000162599.19	""	Genic
chr1	70224946	70224947	trunc:chr1:70224946:+	356	+	5	12	0.4167	6.401e-06	0.0002702	Other SINE	ENSG00000116754.15	""	TE
chr1	39005622	39005623	trunc:chr1:39005622:+	356	+	4	6	0.6667	6.547e-06	0.0002728	3'UTR	ENSG00000174574.17	""	Genic
chr1	40997022	40997023	trunc:chr1:40997022:+	355	+	4	7	0.5714	6.692e-06	0.0002767	Deep intronic	ENSG00000171793.18	""	Genic
chr1	110358786	110358787	trunc:chr1:110358786:+	354	+	5	7	0.7143	6.95e-06	0.0002853	Other SINE	ENSG00000224699.13	LAMTOR5-AS1	TE
chr1	212871976	212871977	trunc:chr1:212871976:+	352	+	4	6	0.6667	7.394e-06	0.0003013	First intron	ENSG00000162769.14	""	Genic
chr1	28512372	28512373	trunc:chr1:28512372:+	351	+	4	7	0.5714	7.523e-06	0.0003044	Deep intronic	ENSG00000180198.18	""	Genic
chr1	92359216	92359217	trunc:chr1:92359216:+	348	+	4	5	0.8	8.189e-06	0.0003268	Deep intronic	ENSG00000122484.10	""	Genic
chr1	112684132	112684133	trunc:chr1:112684132:+	348	+	4	6	0.6667	8.195e-06	0.0003268	Alu	ENSG00000155363.20	""	TE
chr1	207767454	207767455	trunc:chr1:207767454:+	347	+	5	13	0.3846	8.392e-06	0.0003323	Deep intronic	ENSG00000117335.22	""	Genic
chr1	70224957	70224958	trunc:chr1:70224957:+	344	+	6	21	0.2857	9.122e-06	0.0003568	Other SINE	ENSG00000116754.15	""	TE
chr1	110372757	110372758	trunc:chr1:110372757:+	344	+	7	34	0.2059	9.14e-06	0.0003568	Deep intronic	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	28507237	28507238	trunc:chr1:28507237:+	338	+	6	22	0.2727	1.064e-05	0.0004126	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	45593202	45593203	trunc:chr1:45593202:+	337	+	4	5	0.8	1.108e-05	0.0004199	First intron	ENSG00000132780.18	""	Genic
chr1	15817166	15817167	trunc:chr1:15817166:+	337	+	4	6	0.6667	1.113e-05	0.0004199	Alu	""	""	TE
chr1	70226262	70226263	trunc:chr1:70226262:+	337	+	4	6	0.6667	1.113e-05	0.0004199	First intron	ENSG00000116754.15	""	Genic
chr1	9541711	9541712	trunc:chr1:9541711:+	337	+	4	7	0.5714	1.113e-05	0.0004199	First intron	ENSG00000171612.8	""	Genic
chr1	43555166	43555167	trunc:chr1:43555166:+	336	+	4	6	0.6667	1.144e-05	0.0004288	Deep intronic	ENSG00000142949.19	""	Genic
chr1	212869286	212869287	trunc:chr1:212869286:+	336	+	4	6	0.6667	1.157e-05	0.0004308	First intron	ENSG00000162769.14	""	Genic
chr1	174498834	174498835	trunc:chr1:174498834:+	336	+	4	6	0.6667	1.181e-05	0.0004365	Deep intronic	ENSG00000152061.24	RABGAP1L	Genic
chr1	28509215	28509216	trunc:chr1:28509215:+	335	+	6	22	0.2727	1.207e-05	0.0004433	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	151225952	151225953	trunc:chr1:151225952:+	333	+	4	6	0.6667	1.279e-05	0.0004668	Alu	ENSG00000143398.21	""	TE
chr1	32681686	32681687	trunc:chr1:32681686:+	330	+	4	6	0.6667	1.371e-05	0.0004971	3'UTR	ENSG00000162521.19	RBBP4	Genic
chr1	2246105	2246106	trunc:chr1:2246105:+	329	+	4	8	0.5	1.405e-05	0.0005062	LINE	ENSG00000157933.12	""	TE
chr1	110364346	110364347	trunc:chr1:110364346:+	329	+	4	7	0.5714	1.415e-05	0.0005066	LINE	ENSG00000224699.13	LAMTOR5-AS1	TE
chr1	35098233	35098234	trunc:chr1:35098233:+	329	+	4	7	0.5714	1.446e-05	0.0005109	Deep intronic	ENSG00000197056.13	""	Genic
chr1	28509129	28509130	trunc:chr1:28509129:+	329	+	10	74	0.1351	1.437e-05	0.0005109	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	225785682	225785683	trunc:chr1:225785682:+	329	+	4	7	0.5714	1.47e-05	0.0005113	Alu	ENSG00000143742.15	""	TE
chr1	28648685	28648686	trunc:chr1:28648685:+	329	+	5	17	0.2941	1.475e-05	0.0005113	Other exon	ENSG00000229388.2	TAF12-DT	Genic
chr1	28507239	28507240	trunc:chr1:28507239:+	329	+	7	34	0.2059	1.458e-05	0.0005113	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	11908190	11908191	trunc:chr1:11908190:+	328	+	7	38	0.1842	1.513e-05	0.0005213	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	57316019	57316020	trunc:chr1:57316019:+	322	+	6	12	0.5	1.735e-05	0.0005943	Other SINE	""	""	TE
chr1	228087803	228087804	trunc:chr1:228087803:+	321	+	4	6	0.6667	1.787e-05	0.0006045	First intron	ENSG00000143761.18	""	Genic
chr1	204536947	204536948	trunc:chr1:204536947:+	321	+	4	7	0.5714	1.781e-05	0.0006045	3'UTR	ENSG00000198625.16	""	Genic
chr1	204665489	204665490	trunc:chr1:204665489:+	320	+	10	39	0.2564	1.871e-05	0.0006291	Deep intronic	""	""	Genic
chr1	28508919	28508920	trunc:chr1:28508919:+	314	+	15	168	0.0893	2.147e-05	0.0007176	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	204556831	204556832	trunc:chr1:204556831:+	312	+	4	8	0.5	2.245e-05	0.0007428	3'UTR	ENSG00000198625.16	""	Genic
chr1	225785687	225785688	trunc:chr1:225785687:+	312	+	7	34	0.2059	2.248e-05	0.0007428	Alu	ENSG00000143742.15	""	TE
chr1	75789782	75789783	trunc:chr1:75789782:+	312	+	3	5	0.6	2.288e-05	0.0007514	First intron	ENSG00000137955.17	""	Genic
chr1	75787365	75787366	trunc:chr1:75787365:+	311	+	4	8	0.5	2.377e-05	0.0007716	First intron	ENSG00000137955.17	""	Genic
chr1	28507287	28507288	trunc:chr1:28507287:+	311	+	6	25	0.24	2.373e-05	0.0007716	3'UTR-distal	ENSG00000180198.18	""	Genic
chr1	156793673	156793674	trunc:chr1:156793673:+	304	+	4	7	0.5714	2.775e-05	0.0008943	First intron	ENSG00000143294.16	""	Genic
chr1	32660588	32660589	trunc:chr1:32660588:+	304	+	4	9	0.4444	2.803e-05	0.0008943	Alu	ENSG00000162521.19	RBBP4	TE
chr1	151215504	151215505	trunc:chr1:151215504:+	304	+	5	17	0.2941	2.79e-05	0.0008943	Alu	ENSG00000143398.21	""	TE
chr1	29069980	29069981	trunc:chr1:29069980:+	304	+	4	7	0.5714	2.842e-05	0.0009016	3'UTR	ENSG00000159023.24	""	Genic
chr1	145287791	145287792	trunc:chr1:145287791:+	303	+	3	6	0.5	2.928e-05	0.0009237	tRNA*	ENSG00000276216.2	""	ncRNA
chr1	186453555	186453556	trunc:chr1:186453555:+	302	+	4	5	0.8	3e-05	0.0009357	Deep intronic	ENSG00000229739.5	PDC-AS1	Genic
chr1	204533704	204533705	trunc:chr1:204533704:+	302	+	4	8	0.5	2.984e-05	0.0009357	Deep intronic	ENSG00000198625.16	""	Genic
chr1	113000667	113000668	trunc:chr1:113000667:+	301	+	4	8	0.5	3.124e-05	0.0009688	LTR/ERV	ENSG00000226419.10	SLC16A1-AS1	TE
chr1	110355209	110355210	trunc:chr1:110355209:+	295	+	4	8	0.5	3.567e-05	0.0011	3'UTR-distal	ENSG00000224699.13	LAMTOR5-AS1	Genic
chr1	108780536	108780537	trunc:chr1:108780536:+	295	+	4	9	0.4444	3.654e-05	0.001121	Satellite/LC	ENSG00000116266.12	""	TE
chr1	41754458	41754459	trunc:chr1:41754458:+	295	+	4	5	0.8	3.675e-05	0.001121	LINE	""	""	TE
chr1	54722134	54722135	trunc:chr1:54722134:+	294	+	4	10	0.4	3.76e-05	0.001141	Satellite/LC	ENSG00000243725.8	""	TE
