chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr1	206407563	206407564	chr1_f_c7451[k=9][m=8]	8	+	9	8	0	6	Deep intronic	ENSG00000266028.9	""	Genic
chr2	86964450	86964451	chr2_f_c2077[k=9][m=8]	8	+	9	8	0	1	Deep intronic	ENSG00000187627.18	RGPD1	Genic
chr9	9442251	9442252	chr9_f_c225[k=10][m=8]	8	+	10	8	0	1	Other exon	ENSG00000265735.2	RN7SL5P	Genic
chr2	112411161	112411162	chr2_r_c2910[k=11][m=8]	8	-	11	8	0	1	First intron	ENSG00000169629.13	""	Genic
chr14	49586771	49586772	chr14_f_c623[k=13][m=8]	8	+	13	8	0	1	First intron	ENSG00000276168.1	RN7SL1	Genic
chr16	81962103	81962104	chr16_f_c2386[k=13][m=8]	8	+	13	8	0	1	3'UTR	ENSG00000197943.14	""	Genic
chr11	123003621	123003622	chr11_f_c3346[k=23][m=8]	8	+	23	8	0	1	Intergenic	""	""	Intergenic
chr21	8218916	8218917	chr21_f_c217[k=27][m=8]	8	+	27	8	0	1	Deep intronic	ENSG00000278996.2	""	Genic
chrX	108730563	108730564	chrX_r_c2789[k=32][m=8]	8	-	32	8	0	2	3'UTR	ENSG00000133124.12	IRS4	Genic
chr17	19190055	19190056	chr17_r_c1117[k=50][m=8]	8	-	50	8	0	1	First intron	ENSG00000262202.5	""	Genic
chr15	95784700	95784701	chr15_f_c2368[k=56][m=8]	8	+	56	8	0	1	tRNA*	ENSG00000275016.5	""	ncRNA
chr1	11908190	11908191	chr1_f_c414[k=59][m=8]	8	+	59	8	0	1	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chrX	73849975	73849976	chrX_r_c1966[k=61][m=8]	8	-	61	8	0	1	First intron	ENSG00000229807.15	XIST	Genic
chr20	49280376	49280377	chr20_f_c1399[k=62][m=8]	8	+	62	8	0	1	First intron	ENSG00000177410.14	ZFAS1	Genic
chrX	73838052	73838053	chrX_r_c1596[k=74][m=8]	8	-	74	8	0	1	First intron	ENSG00000229807.15	XIST	Genic
chr20	2656982	2656983	chr20_f_c79[k=99][m=8]	8	+	99	8	0	1	Proximal intronic	ENSG00000101361.18	""	Genic
chrX	73826301	73826302	chrX_r_c1479[k=151][m=8]	8	-	151	8	0	1	Proximal intronic	ENSG00000229807.15	XIST	Genic
chr17	19063991	19063992	chr17_r_c1065[k=207][m=8]	8	-	207	8	0	2	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19188159	19188160	chr17_f_c744[k=207][m=8]	8	+	207	8	0	2	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19062055	19062056	chr17_f_c707[k=210][m=8]	8	+	210	8	0	2	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chr17	19112491	19112492	chr17_r_c1097[k=210][m=8]	8	-	210	8	0	2	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19064107	19064108	chr17_r_c1084[k=218][m=8]	8	-	218	8	0	1	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19064101	19064102	chr17_r_c1081[k=223][m=8]	8	-	223	8	0	1	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19061945	19061946	chr17_f_c689[k=226][m=8]	8	+	226	8	0	3	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chr17	19061962	19061963	chr17_f_c693[k=253][m=8]	8	+	253	8	0	1	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chr17	19112531	19112532	chr17_r_c1103[k=262][m=8]	8	-	262	8	0	1	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19062015	19062016	chr17_f_c701[k=264][m=8]	8	+	264	8	0	1	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chrM	15991	15992	chrM_r_c111[k=265][m=8]	8	-	265	8	0	1	Other exon	ENSG00000210196.2	MT-TP	Genic
chr17	19064031	19064032	chr17_r_c1070[k=269][m=8]	8	-	269	8	0	1	Deep intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19190216	19190217	chr17_r_c1135[k=289][m=8]	8	-	289	8	0	1	Other exon	ENSG00000262202.5	""	Genic
chr17	19188049	19188050	chr17_f_c727[k=313][m=8]	8	+	313	8	0	2	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19190210	19190211	chr17_r_c1132[k=313][m=8]	8	-	313	8	0	2	Other exon	ENSG00000262202.5	""	Genic
chr17	19188117	19188118	chr17_f_c737[k=348][m=8]	8	+	348	8	0	2	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19188119	19188120	chr17_f_c738[k=352][m=8]	8	+	352	8	0	1	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr17	19190193	19190194	chr17_r_c1128[k=439][m=8]	8	-	439	8	0	1	Other exon	ENSG00000262202.5	""	Genic
chr17	19188066	19188067	chr17_f_c731[k=454][m=8]	8	+	454	8	0	1	Other exon	ENSG00000263934.5	SNORD3A	Genic
chr10	17493969	17493970	chr10_f_c457[k=2][m=7]	7	+	2	7	0	1	Intergenic	""	""	Intergenic
chr16	14915571	14915572	chr16_f_c504[k=2][m=7]	7	+	2	7	0	2	Alu	ENSG00000183458.15	PKD1P3	TE
chr16	15150677	15150678	chr16_r_c553[k=2][m=7]	7	-	2	7	0	2	Alu	ENSG00000250251.7	PKD1P6	TE
chr2	131683760	131683761	chr2_f_c3060[k=2][m=7]	7	+	2	7	0	2	LINE	ENSG00000287151.2	LINC03124	TE
chr7	21046652	21046653	chr7_f_c531[k=2][m=7]	7	+	2	7	0	1	Intergenic	""	""	Intergenic
chr16	22442432	22442433	chr16_f_c784[k=4][m=7]	7	+	4	7	0	1	Alu	ENSG00000237296.12	SMG1P1	TE
chr14	19063617	19063618	chr14_f_c10[k=10][m=7]	7	+	10	7	0	2	LINE	ENSG00000293329.2	DUXAP9	TE
chr2	108741931	108741932	chr2_f_c2545[k=10][m=7]	7	+	10	7	0	3	First intron	ENSG00000153201.18	""	Genic
chr14	19336423	19336424	chr14_r_c101[k=13][m=7]	7	-	13	7	0	2	LINE	ENSG00000292986.2	DUXAP10	TE
chr16	21496803	21496804	chr16_r_c845[k=14][m=7]	7	-	14	7	0	2	Alu	ENSG00000180747.16	SMG1P3	TE
chr16	21928305	21928306	chr16_r_c986[k=14][m=7]	7	-	14	7	0	2	Alu	""	""	TE
chr21	8212603	8212604	chr21_f_c122[k=16][m=7]	7	+	16	7	0	2	Deep intronic	ENSG00000278233.1	RNA5-8SN2	Genic
chr14	20653113	20653114	chr14_r_c143[k=27][m=7]	7	-	27	7	0	1	tRNA*	""	""	ncRNA
chr2	27050854	27050855	chr2_f_c432[k=37][m=7]	7	+	37	7	0	1	3'UTR-distal	""	""	Genic
chr12	112267283	112267284	chr12_f_c2962[k=46][m=7]	7	+	46	7	0	1	Other exon	ENSG00000201428.1	RN7SKP71	Genic
chr17	8187217	8187218	chr17_f_c241[k=59][m=7]	7	+	59	7	0	2	tRNA*	""	""	ncRNA
chrX	73844171	73844172	chrX_r_c1780[k=59][m=7]	7	-	59	7	0	1	First intron	ENSG00000229807.15	XIST	Genic
chrM	10019	10020	chrM_f_c250[k=60][m=7]	7	+	60	7	0	1	Other exon	ENSG00000210164.1	MT-TG	Genic
chrX	73826554	73826555	chrX_r_c1498[k=79][m=7]	7	-	79	7	0	1	First intron	ENSG00000229807.15	XIST	Genic
chr20	2656967	2656968	chr20_f_c78[k=80][m=7]	7	+	80	7	0	1	Proximal intronic	ENSG00000101361.18	""	Genic
chrX	73821828	73821829	chrX_r_c1266[k=80][m=7]	7	-	80	7	0	1	Deep intronic	ENSG00000229807.15	XIST	Genic
chr11	75400524	75400525	chr11_f_c2366[k=106][m=7]	7	+	106	7	0	1	First intron	ENSG00000149273.16	""	Genic
chr1	630770	630771	chr1_r_c17[k=151][m=7]	7	-	151	7	0	1	First intron	ENSG00000225880.7	LINC00115	Genic
chr17	19112499	19112500	chr17_r_c1099[k=255][m=7]	7	-	255	7	0	1	Proximal intronic	ENSG00000197665.8	GRAPL-AS1	Genic
chr17	19062046	19062047	chr17_f_c705[k=256][m=7]	7	+	256	7	0	1	Other exon	ENSG00000265185.6	SNORD3B-1	Genic
chrX	73852514	73852515	chrX_r_c2085[k=355][m=7]	7	-	355	7	0	1	Other exon	ENSG00000229807.15	XIST	Genic
chr15	22579652	22579653	chr15_f_c51[k=2][m=6]	6	+	2	6	0	5	Other exon	ENSG00000276550.6	HERC2P2	Genic
chr5	143333969	143333970	chr5_f_c3226[k=2][m=6]	6	+	2	6	0	6	Deep intronic	""	""	Genic
