chr	start	end	name	score	strand	NormedTC_SRR1107532	NormedTC_SRR1107533	NormedTC_SRR1107534	NormedTC_RBFOX2	BC_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr1	56939635	56939655	chr1-384	46.8	+	35.0972	0	0	35.0972	1	Satellite/LC	""	""	TE
chr1	56977382	56977402	chr1-183	93.6	-	0	0	31.1795	31.1795	1	Deep intronic	ENSMUSG00000038331.16	Satb2	Genic
chr1	58456753	58456773	chr1-387	46.8	-	35.0972	0	0	35.0972	1	Satellite/LC	ENSMUSG00000026034.18	Clk1	TE
chr1	58504705	58504725	chr1-388	62.4	-	23.3981	5.7065	0	29.1046	2	Deep intronic	ENSMUSG00000026037.15	Orc2	Genic
chr1	59987125	59987145	chr1-116	78	+	0	0	31.1795	31.1795	1	First intron	ENSMUSG00000041040.13	Fam117b	Genic
chr1	61619178	61619198	chr1-186	78	+	0	0	25.9829	25.9829	1	Satellite/LC	""	""	TE
chr1	63632259	63632279	chr1-6	327.5	+	11.6991	17.1196	93.5385	122.3572	3	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr1	63634619	63634639	chr1-74	140.4	+	46.7962	14.2664	10.3932	71.4557	3	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr1	63634970	63634990	chr1-7	327.5	+	23.3981	42.7991	25.9829	92.1801	3	3'UTR	ENSMUSG00000025964.16	Adam23	Genic
chr1	64998288	64998308	chr1-190	78	-	11.6991	0	20.7863	32.4854	2	Satellite/LC	""	""	TE
chr1	66361650	66361670	chr1-39	202.7	+	35.0972	8.5598	41.5727	85.2297	3	First intron	ENSMUSG00000015222.19	Map2	Genic
chr1	66450312	66450332	chr1-20	187.1	+	11.6991	31.386	5.1966	48.2816	3	Deep intronic	ENSMUSG00000015222.19	Map2	Genic
chr1	66478315	66478335	chr1-16	218.3	+	35.0972	45.6523	41.5727	122.3222	3	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66478452	66478472	chr1-10	311.9	+	46.7962	62.7719	103.9317	213.4999	3	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66478650	66478670	chr1-4	452.3	+	11.6991	22.8262	150.701	185.2262	3	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66479049	66479069	chr1-2	779.7	+	35.0972	39.9458	249.4361	324.4791	3	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66479269	66479289	chr1-50	187.1	+	11.6991	17.1196	36.3761	65.1948	3	3'UTR	ENSMUSG00000015222.19	Map2	Genic
chr1	66609825	66609845	chr1-427	62.4	+	11.6991	5.7065	10.3932	27.7988	3	Deep intronic	ENSMUSG00000055567.19	Unc80	Genic
chr1	66711251	66711271	chr1-429	46.8	+	35.0972	0	0	35.0972	1	Satellite/LC	ENSMUSG00000055567.19	Unc80	TE
chr1	66736942	66736962	chr1-75	124.8	+	0	19.9729	5.1966	25.1695	2	3'UTR	ENSMUSG00000055567.19	Unc80	Genic
chr1	68483934	68483954	chr1-430	46.8	-	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000062209.16	Erbb4	Genic
chr1	69131164	69131184	chr1-76	124.8	-	11.6991	22.8262	5.1966	39.7218	3	First intron	ENSMUSG00000062209.16	Erbb4	Genic
chr1	72265486	72265506	chr1-121	78	+	0	5.7065	20.7863	26.4929	2	First intron	ENSMUSG00000118839.1	Gm25360	Genic
chr1	72294239	72294259	chr1-122	109.2	+	0	8.5598	20.7863	29.3462	2	First intron	ENSMUSG00000118790.1	Gm25939	Genic
chr1	72381436	72381456	chr1-433	46.8	+	35.0972	0	0	35.0972	1	Other SINE	ENSMUSG00000026187.10	Xrcc5	TE
chr1	74896044	74896064	chr1-77	93.6	+	11.6991	11.4131	5.1966	28.3087	3	3'UTR	ENSMUSG00000089964.2	Gm16582	Genic
chr1	75192023	75192043	chr1-123	109.2	-	0	14.2664	15.5898	29.8561	2	3'UTR	ENSMUSG00000026202.14	Tuba4a	Genic
chr1	77355885	77355905	chr1-201	62.4	-	46.7962	0	0	46.7962	1	Deep intronic	ENSMUSG00000026235.15	Epha4	Genic
chr1	81282527	81282547	chr1-204	93.6	+	46.7962	2.8533	10.3932	60.0427	3	Deep intronic	ENSMUSG00000054976.15	Nyap2	Genic
chr1	83315994	83316014	chr1-124	78	-	11.6991	14.2664	15.5898	41.5552	3	Deep intronic	ENSMUSG00000026163.18	Sphkap	Genic
chr1	84050623	84050643	chr1-205	62.4	-	11.6991	8.5598	5.1966	25.4554	3	Deep intronic	ENSMUSG00000045658.17	Pid1	Genic
chr1	84348095	84348115	chr1-32	155.9	-	46.7962	34.2392	62.359	143.3945	3	3'UTR	ENSMUSG00000036766.13	Dner	Genic
chr1	84751586	84751606	chr1-126	109.2	-	11.6991	17.1196	5.1966	34.0153	3	Other SINE	ENSMUSG00000026219.15	Trip12	TE
chr1	85832292	85832312	chr1-127	78	+	0	0	31.1795	31.1795	1	Alu	ENSMUSG00000026223.16	Itm2c	TE
chr1	85835706	85835726	chr1-128	93.6	+	0	11.4131	15.5898	27.0028	2	3'UTR	ENSMUSG00000026223.16	Itm2c	Genic
chr1	87300361	87300381	chr1-208	62.4	+	23.3981	2.8533	5.1966	31.448	3	Alu	ENSMUSG00000048000.16	Gigyf2	TE
chr1	87418153	87418173	chr1-459	46.8	+	35.0972	0	0	35.0972	1	Satellite/LC	""	""	TE
chr1	87868240	87868260	chr1-129	109.2	+	11.6991	11.4131	15.5898	38.7019	3	Proximal intronic	ENSMUSG00000070738.11	Dgkd	Genic
chr1	87868298	87868318	chr1-130	109.2	+	11.6991	19.9729	10.3932	42.0651	3	Proximal intronic	ENSMUSG00000070738.11	Dgkd	Genic
chr1	87868670	87868690	chr1-40	202.7	+	0	25.6794	46.7693	72.4487	2	Deep intronic	ENSMUSG00000070738.11	Dgkd	Genic
chr1	89681053	89681073	chr1-81	109.2	+	11.6991	19.9729	0	31.6719	2	Deep intronic	ENSMUSG00000055013.17	Agap1	Genic
chr1	89818665	89818685	chr1-211	78	+	23.3981	5.7065	5.1966	34.3012	3	3'UTR	ENSMUSG00000055013.17	Agap1	Genic
chr1	89987122	89987142	chr1-212	93.6	-	0	0	31.1795	31.1795	1	LTR/ERV	ENSMUSG00000026301.17	Iqca1	TE
chr1	91004038	91004058	chr1-464	62.4	+	23.3981	5.7065	0	29.1046	2	Deep intronic	ENSMUSG00000026305.16	Lrrfip1	Genic
chr1	97977578	97977598	chr1-41	327.5	+	23.3981	0	98.7351	122.1332	2	Other exon	ENSMUSG00000119063.1	Gm24465	Genic
chr1	100107894	100107914	chr1-83	202.7	-	0	17.1196	46.7693	63.8889	2	Deep intronic	""	""	Genic
chr1	102555942	102555962	chr1-475	93.6	-	0	14.2664	25.9829	40.2493	2	Intergenic	""	""	Intergenic
chr1	102556040	102556060	chr1-476	109.2	-	11.6991	5.7065	20.7863	38.1919	3	Intergenic	""	""	Intergenic
chr1	104476194	104476214	chr1-215	109.2	-	0	0	36.3761	36.3761	1	Satellite/LC	""	""	TE
chr1	105240796	105240816	chr1-216	62.4	-	46.7962	2.8533	0	49.6495	2	LINE	ENSMUSG00000047496.7	Rnf152	TE
chr1	105261377	105261397	chr1-84	93.6	-	11.6991	19.9729	20.7863	52.4583	3	Other SINE	ENSMUSG00000047496.7	Rnf152	TE
chr1	105261711	105261731	chr1-132	93.6	-	35.0972	5.7065	10.3932	51.1969	3	First intron	ENSMUSG00000047496.7	Rnf152	Genic
chr1	105649544	105649564	chr1-85	109.2	+	0	11.4131	20.7863	32.1994	2	Deep intronic	ENSMUSG00000026319.14	Relch	Genic
chr1	108859055	108859075	chr1-482	62.4	+	23.3981	5.7065	0	29.1046	2	Satellite/LC	""	""	TE
chr1	109124889	109124909	chr1-219	78	-	35.0972	2.8533	5.1966	43.147	3	Satellite/LC	""	""	TE
chr1	113831856	113831876	chr1-133	124.8	-	0	25.6794	10.3932	36.0726	2	LINE	ENSMUSG00000097648.3	9330185C12Rik	TE
chr1	119687227	119687247	chr1-492	78	-	0	5.7065	20.7863	26.4929	2	Other SINE	ENSMUSG00000026384.14	Ptpn4	TE
chr1	121401427	121401447	chr1-494	62.4	+	35.0972	2.8533	0	37.9504	2	Deep intronic	ENSMUSG00000026339.19	Ccdc93	Genic
chr1	122284939	122284959	chr1-3	4210.6	-	187.1848	653.3988	181.8805	1022.4642	3	Intergenic	""	""	Intergenic
chr1	122530771	122530791	chr1-42	140.4	-	0	25.6794	0	25.6794	1	Satellite/LC	""	""	TE
chr1	123747752	123747772	chr1-134	93.6	-	35.0972	5.7065	5.1966	46.0003	3	LINE	ENSMUSG00000036815.18	Dpp10	TE
chr1	123748555	123748575	chr1-26	187.1	-	58.4953	28.5327	10.3932	97.4211	3	Alu	ENSMUSG00000036815.18	Dpp10	TE
chr1	124498124	124498144	chr1-512	62.4	-	35.0972	2.8533	0	37.9504	2	LINE	ENSMUSG00000036815.18	Dpp10	TE
chr1	124600829	124600849	chr1-229	93.6	-	35.0972	8.5598	0	43.657	2	First intron	ENSMUSG00000036815.18	Dpp10	Genic
chr1	124603805	124603825	chr1-518	78	-	46.7962	2.8533	0	49.6495	2	First intron	ENSMUSG00000036815.18	Dpp10	Genic
chr1	127410755	127410775	chr1-86	93.6	+	0	2.8533	25.9829	28.8362	2	3'UTR	ENSMUSG00000036155.14	Mgat5	Genic
chr1	128091599	128091619	chr1-525	46.8	+	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000056211.14	R3hdm1	Genic
chr1	128101852	128101872	chr1-527	46.8	+	23.3981	0	5.1966	28.5947	2	Deep intronic	ENSMUSG00000056211.14	R3hdm1	Genic
chr1	131262855	131262875	chr1-87	93.6	-	0	5.7065	20.7863	26.4929	2	Deep intronic	ENSMUSG00000026425.16	Srgap2	Genic
chr1	131501580	131501600	chr1-21	6316	+	58.4953	927.3128	400.1371	1385.9451	3	Deep intronic	""	""	Genic
chr1	132517905	132517925	chr1-88	93.6	-	0	0	31.1795	31.1795	1	Deep intronic	ENSMUSG00000026442.15	Nfasc	Genic
chr1	133630588	133630608	chr1-13	296.3	-	23.3981	39.9458	93.5385	156.8824	3	3'UTR	ENSMUSG00000026463.18	Atp2b4	Genic
chr1	133636134	133636154	chr1-545	78	-	11.6991	2.8533	15.5898	30.1421	3	Deep intronic	ENSMUSG00000026463.18	Atp2b4	Genic
chr1	134275148	134275168	chr1-137	93.6	-	35.0972	11.4131	0	46.5102	2	3'UTR	ENSMUSG00000042305.13	Tmem183a	Genic
chr1	134726673	134726693	chr1-33	140.4	-	35.0972	22.8262	0	57.9233	2	Other SINE	ENSMUSG00000073557.13	Ppp1r12b	TE
chr1	134726737	134726757	chr1-52	124.8	-	0	34.2392	0	34.2392	1	First intron	ENSMUSG00000073557.13	Ppp1r12b	Genic
chr1	134727794	134727814	chr1-243	109.2	-	23.3981	14.2664	0	37.6645	2	First intron	ENSMUSG00000073557.13	Ppp1r12b	Genic
chr1	135083356	135083376	chr1-552	78	+	0	2.8533	25.9829	28.8362	2	3'UTR	ENSMUSG00000026426.11	Arl8a	Genic
chr1	135362959	135362979	chr1-53	124.8	-	23.3981	19.9729	10.3932	53.7642	3	3'UTR	ENSMUSG00000009418.18	Nav1	Genic
chr1	136196974	136196994	chr1-91	78	-	0	2.8533	36.3761	39.2294	2	3'UTR	ENSMUSG00000041570.15	Camsap2	Genic
chr1	136292674	136292694	chr1-139	124.8	+	0	22.8262	5.1966	28.0227	2	Intergenic	""	""	Intergenic
chr1	137832527	137832547	chr1-248	78	+	0	0	25.9829	25.9829	1	First intron	ENSMUSG00000098206.3	Mir181a-1hg	Genic
chr1	140218622	140218642	chr1-249	78	+	23.3981	2.8533	10.3932	36.6445	3	First intron	ENSMUSG00000052726.17	Kcnt2	Genic
chr1	150983899	150983919	chr1-251	124.8	-	0	0	41.5727	41.5727	1	Satellite/LC	ENSMUSG00000139399.1	""	TE
chr1	151305024	151305044	chr1-564	46.8	+	35.0972	0	0	35.0972	1	First intron	ENSMUSG00000053286.12	Trmt1l	Genic
chr1	153571586	153571606	chr1-28	155.9	+	0	22.8262	25.9829	48.8091	2	3'UTR	ENSMUSG00000042671.13	Rgs8	Genic
chr1	153784115	153784135	chr1-22	265.1	+	0	45.6523	15.5898	61.2421	2	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	153784211	153784231	chr1-17	187.1	+	11.6991	37.0925	25.9829	74.7745	3	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	153784942	153784962	chr1-8	545.8	+	35.0972	54.2121	93.5385	182.8478	3	3'UTR	ENSMUSG00000026473.18	Glul	Genic
chr1	154552357	154552377	chr1-584	46.8	-	23.3981	2.8533	0	26.2514	2	Deep intronic	ENSMUSG00000004110.19	Cacna1e	Genic
chr1	154673725	154673745	chr1-258	93.6	-	0	14.2664	10.3932	24.6595	2	First intron	ENSMUSG00000004110.19	Cacna1e	Genic
chr1	155153933	155153953	chr1-587	46.8	-	23.3981	2.8533	0	26.2514	2	3'UTR	ENSMUSG00000026469.15	Xpr1	Genic
chr1	155920005	155920025	chr1-141	249.5	+	11.6991	5.7065	67.5556	84.9612	3	First intron	ENSMUSG00000050565.17	Tor1aip2	Genic
chr1	156986653	156986673	chr1-259	93.6	-	35.0972	5.7065	5.1966	46.0003	3	Proximal intronic	ENSMUSG00000070565.12	Rasal2	Genic
chr1	158354850	158354870	chr1-93	93.6	+	70.1943	0	0	70.1943	1	Deep intronic	ENSMUSG00000026587.16	Astn1	Genic
chr1	161815481	161815501	chr1-34	155.9	-	23.3981	17.1196	20.7863	61.3041	3	3'UTR	ENSMUSG00000040265.17	Dnm3	Genic
chr1	161816478	161816498	chr1-35	140.4	-	35.0972	19.9729	5.1966	60.2666	3	3'UTR	ENSMUSG00000040265.17	Dnm3	Genic
chr1	162063729	162063749	chr1-603	46.8	-	23.3981	2.8533	0	26.2514	2	Deep intronic	ENSMUSG00000040265.17	Dnm3	Genic
chr1	164264699	164264719	chr1-5	436.7	-	35.0972	77.0383	25.9829	138.1184	3	3'UTR	ENSMUSG00000026576.13	Atp1b1	Genic
chr1	164264822	164264842	chr1-11	670.6	-	23.3981	34.2392	213.06	270.6974	3	3'UTR	ENSMUSG00000026576.13	Atp1b1	Genic
chr1	164264895	164264915	chr1-1	1216.4	-	257.3792	97.0112	348.1713	702.5616	3	3'UTR	ENSMUSG00000026576.13	Atp1b1	Genic
chr1	164265427	164265447	chr1-23	405.5	-	35.0972	34.2392	98.7351	168.0715	3	3'UTR	ENSMUSG00000026576.13	Atp1b1	Genic
chr1	164265636	164265656	chr1-9	296.3	-	11.6991	28.5327	98.7351	138.9669	3	3'UTR	ENSMUSG00000026576.13	Atp1b1	Genic
chr1	165157312	165157332	chr1-95	78	-	11.6991	11.4131	10.3932	33.5053	3	3'UTR	ENSMUSG00000026571.13	Dcaf6	Genic
chr1	165166321	165166341	chr1-612	62.4	-	35.0972	2.8533	0	37.9504	2	Deep intronic	ENSMUSG00000026571.13	Dcaf6	Genic
chr1	166128877	166128897	chr1-614	46.8	+	23.3981	2.8533	0	26.2514	2	Deep intronic	ENSMUSG00000040612.14	Ildr2	Genic
chr1	167322142	167322162	chr1-617	124.8	-	0	0	41.5727	41.5727	1	Satellite/LC	""	""	TE
chr1	169570670	169570690	chr1-143	93.6	-	11.6991	5.7065	15.5898	32.9954	3	3'UTR	ENSMUSG00000038530.12	Rgs4	Genic
chr1	170154773	170154793	chr1-144	78	-	35.0972	8.5598	5.1966	48.8536	3	First intron	ENSMUSG00000038473.15	Nos1ap	Genic
chr1	171846470	171846490	chr1-145	78	-	58.4953	0	0	58.4953	1	Satellite/LC	ENSMUSG00000026556.17	Vangl2	TE
chr1	175257173	175257193	chr1-55	109.2	-	0	19.9729	10.3932	30.3661	2	First intron	ENSMUSG00000026527.14	Rgs7	Genic
chr1	177014623	177014643	chr1-647	62.4	-	35.0972	2.8533	0	37.9504	2	First intron	ENSMUSG00000019699.17	Akt3	Genic
chr1	177073278	177073298	chr1-147	62.4	-	23.3981	8.5598	10.3932	42.3511	3	First intron	ENSMUSG00000019699.17	Akt3	Genic
chr1	177276367	177276387	chr1-12	249.5	+	0	39.9458	41.5727	81.5185	2	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	177276655	177276675	chr1-29	218.3	+	11.6991	25.6794	31.1795	68.558	3	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	177277189	177277209	chr1-15	249.5	+	70.1943	34.2392	15.5898	120.0233	3	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	177277831	177277851	chr1-148	62.4	+	11.6991	5.7065	15.5898	32.9954	3	3'UTR	ENSMUSG00000063659.12	Zbtb18	Genic
chr1	178161694	178161714	chr1-271	62.4	-	11.6991	11.4131	15.5898	38.7019	3	First intron	ENSMUSG00000039630.11	Hnrnpu	Genic
chr1	179054780	179054800	chr1-46	124.8	-	11.6991	17.1196	15.5898	44.4084	3	First intron	ENSMUSG00000055067.16	Smyd3	Genic
chr1	179173879	179173899	chr1-272	78	-	11.6991	14.2664	0	25.9654	2	LTR/ERV	ENSMUSG00000055067.16	Smyd3	TE
chr1	179322212	179322232	chr1-273	78	-	58.4953	0	0	58.4953	1	First intron	ENSMUSG00000055067.16	Smyd3	Genic
chr1	180930482	180930502	chr1-99	109.2	-	11.6991	14.2664	5.1966	31.162	3	Other SINE	ENSMUSG00000026516.9	Nvl	TE
chr1	180957396	180957416	chr1-662	62.4	-	35.0972	5.7065	0	40.8037	2	Proximal intronic	ENSMUSG00000026516.9	Nvl	Genic
chr1	181731231	181731251	chr1-150	93.6	-	0	11.4131	25.9829	37.396	2	3'UTR	ENSMUSG00000022995.18	Enah	Genic
chr1	181732426	181732446	chr1-24	171.5	-	11.6991	42.7991	15.5898	70.0879	3	3'UTR	ENSMUSG00000022995.18	Enah	Genic
chr1	181732498	181732518	chr1-38	202.7	-	0	14.2664	51.9659	66.2322	2	3'UTR	ENSMUSG00000022995.18	Enah	Genic
chr1	181732576	181732596	chr1-47	155.9	-	0	17.1196	31.1795	48.2991	2	3'UTR	ENSMUSG00000022995.18	Enah	Genic
chr1	182644107	182644127	chr1-152	78	+	0	0	25.9829	25.9829	1	First intron	ENSMUSG00000038576.16	Susd4	Genic
chr1	183118616	183118636	chr1-153	78	-	58.4953	0	0	58.4953	1	Satellite/LC	ENSMUSG00000056050.16	Mia3	TE
chr1	187943374	187943394	chr1-278	93.6	+	11.6991	0	25.9829	37.682	2	3'UTR	ENSMUSG00000026610.14	Esrrg	Genic
chr1	190583018	190583038	chr1-30	124.8	-	35.0972	19.9729	10.3932	65.4632	3	Deep intronic	ENSMUSG00000089872.11	Rps6kc1	Genic
chr1	190752585	190752605	chr1-154	62.4	-	11.6991	2.8533	20.7863	35.3387	3	Satellite/LC	ENSMUSG00000066595.10	Flvcr1	TE
chr1	191933520	191933540	chr1-280	93.6	+	11.6991	14.2664	0	25.9654	2	LINE	ENSMUSG00000058248.13	Kcnh1	TE
chr1	191934313	191934333	chr1-281	78	+	11.6991	11.4131	10.3932	33.5053	3	Other SINE	ENSMUSG00000058248.13	Kcnh1	TE
chr1	192686063	192686083	chr1-683	46.8	-	35.0972	0	0	35.0972	1	Deep intronic	ENSMUSG00000016200.15	Syt14	Genic
chr1	194700899	194700919	chr1-58	109.2	+	58.4953	2.8533	5.1966	66.5451	3	First intron	ENSMUSG00000096929.10	A330023F24Rik	Genic
chr10	5207243	5207263	chr10-93	93.6	-	11.6991	0	25.9829	37.682	2	Deep intronic	ENSMUSG00000096054.4	Syne1	Genic
chr10	5776330	5776350	chr10-146	78	-	11.6991	11.4131	5.1966	28.3087	3	3'UTR	ENSMUSG00000019775.18	Rgs17	Genic
chr10	6924418	6924438	chr10-264	78	-	23.3981	5.7065	10.3932	39.4978	3	First intron	ENSMUSG00000064065.16	Ipcef1	Genic
chr10	7146034	7146054	chr10-265	46.8	-	11.6991	0	20.7863	32.4854	2	LINE	ENSMUSG00000015202.14	Cnksr3	TE
chr10	7506297	7506317	chr10-45	109.2	-	0	0	36.3761	36.3761	1	3'UTR	ENSMUSG00000019795.18	Pcmt1	Genic
chr10	8687848	8687868	chr10-269	46.8	-	23.3981	2.8533	0	26.2514	2	Satellite/LC	ENSMUSG00000015305.7	Sash1	TE
chr10	8947784	8947804	chr10-94	78	-	0	0	25.9829	25.9829	1	TSS-proximal	""	""	Genic
