chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr10	78038952	78038953	CITS_210[gene=chr10_f_c2557][PH=5][PH0=0.23][P=7.18e-04]	5	+	Deep intronic	ENSG00000138326.22	""	Genic	0.000718
chr10	78040123	78040124	CITS_212[gene=chr10_f_c2567][PH=5][PH0=0.10][P=5.73e-05]	5	+	Deep intronic	ENSG00000138326.22	""	Genic	5.73e-05
chr10	79219379	79219380	CITS_214[gene=chr10_f_c2693][PH=7][PH0=0.00][P=1.00e-100]	7	+	Other SINE	ENSG00000108175.20	""	TE	1e-100
chr10	81723464	81723465	CITS_218[gene=chr10_f_c2713][PH=5][PH0=0.00][P=1.00e-100]	5	+	LINE	""	""	TE	1e-100
chr10	87433778	87433779	CITS_225[gene=chr10_f_c2778][PH=4][PH0=0.00][P=1.47e-06]	4	+	Deep intronic	""	""	Genic	1.47e-06
chr10	87490225	87490226	CITS_230[gene=chr10_f_c2778][PH=4][PH0=0.00][P=1.47e-06]	4	+	First intron	ENSG00000305816.1	""	Genic	1.47e-06
chr10	89710018	89710019	CITS_241[gene=chr10_f_c2874][PH=5][PH0=0.00][P=1.00e-100]	5	+	CDS	ENSG00000138182.16	""	Genic	1e-100
chr10	89992876	89992877	CITS_243[gene=chr10_f_c2874][PH=4][PH0=0.00][P=3.39e-08]	4	+	LINE	ENSG00000232229.9	LINC00865	TE	3.39e-08
chr10	92856041	92856042	CITS_252[gene=chr10_f_c3072][PH=4][PH0=0.00][P=1.55e-06]	4	+	Alu	ENSG00000138190.17	EXOC6	TE	1.55e-06
chr10	94563658	94563659	CITS_254[gene=chr10_f_c3088][PH=21][PH0=0.01][P=1.00e-100]	21	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94563818	94563819	CITS_255[gene=chr10_f_c3088][PH=6][PH0=0.01][P=1.00e-100]	6	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94563985	94563986	CITS_256[gene=chr10_f_c3088][PH=8][PH0=0.01][P=1.00e-100]	8	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94564124	94564125	CITS_257[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	Deep intronic	ENSG00000119969.17	""	Genic	1.01e-07
chr10	94564209	94564210	CITS_258[gene=chr10_f_c3088][PH=6][PH0=0.01][P=1.00e-100]	6	+	Deep intronic	ENSG00000119969.17	""	Genic	1e-100
chr10	94564469	94564470	CITS_259[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Deep intronic	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94566521	94566522	CITS_260[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	LINE	ENSG00000119969.17	""	TE	8.03e-05
chr10	94566826	94566827	CITS_261[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	Alu	ENSG00000119969.17	""	TE	1.01e-07
chr10	94567232	94567233	CITS_262[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Deep intronic	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94567608	94567609	CITS_263[gene=chr10_f_c3088][PH=8][PH0=0.01][P=1.00e-100]	8	+	Deep intronic	ENSG00000119969.17	""	Genic	1e-100
chr10	94568220	94568221	CITS_264[gene=chr10_f_c3088][PH=8][PH0=0.01][P=1.00e-100]	8	+	Deep intronic	ENSG00000119969.17	""	Genic	1e-100
chr10	94569009	94569010	CITS_265[gene=chr10_f_c3088][PH=16][PH0=0.01][P=1.00e-100]	16	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94569146	94569147	CITS_266[gene=chr10_f_c3088][PH=6][PH0=0.01][P=1.00e-100]	6	+	Deep intronic	ENSG00000119969.17	""	Genic	1e-100
chr10	94569489	94569490	CITS_267[gene=chr10_f_c3088][PH=12][PH0=0.01][P=1.00e-100]	12	+	LINE	ENSG00000119969.17	""	TE	1e-100
chr10	94569577	94569578	CITS_268[gene=chr10_f_c3088][PH=9][PH0=0.01][P=1.00e-100]	9	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94570639	94570640	CITS_269[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Deep intronic	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94576383	94576384	CITS_270[gene=chr10_f_c3088][PH=7][PH0=0.01][P=1.00e-100]	7	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94578800	94578801	CITS_271[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	First intron	ENSG00000119969.17	""	Genic	1.01e-07
chr10	94579127	94579128	CITS_272[gene=chr10_f_c3088][PH=11][PH0=0.01][P=1.00e-100]	11	+	First intron	ENSG00000119969.17	""	Genic	1e-100
chr10	94579717	94579718	CITS_273[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Alu	ENSG00000119969.17	""	TE	8.03e-05
chr10	94580489	94580490	CITS_274[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	LINE	ENSG00000119969.17	""	TE	8.03e-05
chr10	94580553	94580554	CITS_275[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	LINE	ENSG00000119969.17	""	TE	1.01e-07
chr10	94585215	94585216	CITS_276[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	First intron	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94585700	94585701	CITS_277[gene=chr10_f_c3088][PH=7][PH0=0.01][P=1.00e-100]	7	+	Alu	ENSG00000119969.17	""	TE	1e-100
chr10	94586486	94586487	CITS_279[gene=chr10_f_c3088][PH=7][PH0=0.01][P=1.00e-100]	7	+	First intron	ENSG00000119969.17	""	Genic	1e-100
chr10	94586863	94586864	CITS_280[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Alu	ENSG00000119969.17	""	TE	8.03e-05
chr10	94587296	94587297	CITS_281[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	LINE	ENSG00000119969.17	""	TE	1.01e-07
chr10	94587885	94587886	CITS_282[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	First intron	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94598466	94598467	CITS_283[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	Alu	ENSG00000119969.17	""	TE	8.03e-05
chr10	94601772	94601773	CITS_284[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94603296	94603297	CITS_285[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR	ENSG00000119969.17	""	Genic	8.03e-05
chr10	94604132	94604133	CITS_286[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94604663	94604664	CITS_287[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	3'UTR-distal	ENSG00000244332.1	""	Genic	1.01e-07
chr10	94605250	94605251	CITS_288[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94605523	94605524	CITS_289[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	3'UTR-distal	ENSG00000244332.1	""	Genic	1.01e-07
chr10	94606087	94606088	CITS_291[gene=chr10_f_c3088][PH=16][PH0=0.01][P=1.00e-100]	16	+	3'UTR-distal	ENSG00000244332.1	""	Genic	1e-100
chr10	94607417	94607418	CITS_293[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94607591	94607592	CITS_294[gene=chr10_f_c3088][PH=5][PH0=0.01][P=1.01e-07]	5	+	3'UTR-distal	ENSG00000244332.1	""	Genic	1.01e-07
chr10	94608474	94608475	CITS_295[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94608785	94608786	CITS_296[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94608816	94608817	CITS_297[gene=chr10_f_c3088][PH=7][PH0=0.01][P=1.00e-100]	7	+	3'UTR-distal	ENSG00000244332.1	""	Genic	1e-100
chr10	94610763	94610764	CITS_298[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	ENSG00000244332.1	""	Genic	8.03e-05
chr10	94611790	94611791	CITS_299[gene=chr10_f_c3088][PH=4][PH0=0.01][P=8.03e-05]	4	+	3'UTR-distal	""	""	Genic	8.03e-05
chr10	95827654	95827655	CITS_300[gene=chr10_f_c3104][PH=4][PH0=0.00][P=1.36e-08]	4	+	Alu	ENSG00000138185.21	""	TE	1.36e-08
chr10	96991005	96991006	CITS_306[gene=chr10_f_c3116][PH=15][PH0=0.00][P=1.00e-100]	15	+	3'UTR	ENSG00000196233.15	""	Genic	1e-100
chr10	100941006	100941007	CITS_317[gene=chr10_f_c3228][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000119906.14	""	TE	1e-100
chr10	102063161	102063162	CITS_318[gene=chr10_f_c3229][PH=5][PH0=0.00][P=2.64e-09]	5	+	Deep intronic	""	""	Genic	2.64e-09
chr10	102081155	102081156	CITS_319[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Deep intronic	""	""	Genic	7.33e-06
chr10	102081928	102081929	CITS_320[gene=chr10_f_c3229][PH=5][PH0=0.00][P=2.64e-09]	5	+	Deep intronic	""	""	Genic	2.64e-09
chr10	102090131	102090132	CITS_321[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Alu	""	""	TE	7.33e-06
chr10	102094361	102094362	CITS_322[gene=chr10_f_c3229][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	""	""	TE	1e-100
chr10	102094984	102094985	CITS_323[gene=chr10_f_c3229][PH=5][PH0=0.00][P=2.64e-09]	5	+	Deep intronic	""	""	Genic	2.64e-09
chr10	102098255	102098256	CITS_324[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Deep intronic	""	""	Genic	7.33e-06
chr10	102126036	102126037	CITS_325[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Alu	""	""	TE	7.33e-06
chr10	102142722	102142723	CITS_326[gene=chr10_f_c3229][PH=5][PH0=0.00][P=2.64e-09]	5	+	Alu	ENSG00000148840.12	""	TE	2.64e-09
chr10	102452533	102452534	CITS_327[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Alu	ENSG00000269609.7	C10orf95-AS1	TE	7.33e-06
chr10	102789896	102789897	CITS_328[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Alu	ENSG00000166272.19	""	TE	7.33e-06
chr10	103420385	103420386	CITS_329[gene=chr10_f_c3229][PH=4][PH0=0.00][P=7.33e-06]	4	+	Deep intronic	ENSG00000148843.16	""	Genic	7.33e-06
chr10	105885309	105885310	CITS_330[gene=chr10_f_c3241][PH=4][PH0=0.00][P=1.00e-100]	4	+	Alu	ENSG00000287732.1	""	TE	1e-100
chr10	110119533	110119534	CITS_333[gene=chr10_f_c3370][PH=4][PH0=0.00][P=2.93e-06]	4	+	CDS	ENSG00000148700.16	""	Genic	2.93e-06
chr10	110595147	110595148	CITS_338[gene=chr10_f_c3370][PH=8][PH0=0.00][P=1.00e-100]	8	+	Alu	ENSG00000108055.12	""	TE	1e-100
chr10	110652642	110652643	CITS_340[gene=chr10_f_c3370][PH=4][PH0=0.00][P=2.93e-06]	4	+	Other SINE	ENSG00000203867.10	""	TE	2.93e-06
chr10	113992222	113992223	CITS_344[gene=chr10_f_c3539][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSG00000297898.1	""	Genic	1e-100
chr10	114308367	114308368	CITS_345[gene=chr10_f_c3539][PH=6][PH0=0.00][P=1.00e-100]	6	+	First intron	ENSG00000299554.1	""	Genic	1e-100
chr10	115987562	115987563	CITS_347[gene=chr10_f_c3548][PH=4][PH0=0.00][P=1.21e-07]	4	+	LINE	""	""	TE	1.21e-07
chr10	116755128	116755129	CITS_348[gene=chr10_f_c3568][PH=4][PH0=0.00][P=1.00e-100]	4	+	Alu	""	""	TE	1e-100
chr10	117295999	117296000	CITS_349[gene=chr10_f_c3608][PH=4][PH0=0.00][P=1.76e-10]	4	+	LINE	""	""	TE	1.76e-10
chr10	120834268	120834269	CITS_350[gene=chr10_f_c3768][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	""	""	TE	1e-100
chr10	121933347	121933348	CITS_351[gene=chr10_f_c3790][PH=10][PH0=0.00][P=1.00e-100]	10	+	Alu	ENSG00000293468.2	""	TE	1e-100
chr10	124926626	124926627	CITS_357[gene=chr10_f_c3949][PH=4][PH0=0.00][P=1.39e-07]	4	+	First intron	ENSG00000249456.1	""	Genic	1.39e-07
chr10	124970439	124970440	CITS_359[gene=chr10_f_c3949][PH=4][PH0=0.00][P=1.39e-07]	4	+	Alu	ENSG00000019995.6	ZRANB1	TE	1.39e-07
chr10	125634032	125634033	CITS_360[gene=chr10_f_c3949][PH=4][PH0=0.00][P=1.39e-07]	4	+	Intergenic	""	""	Intergenic	1.39e-07
chr10	125833935	125833936	CITS_362[gene=chr10_f_c4025][PH=4][PH0=0.00][P=6.19e-07]	4	+	CDS	ENSG00000107949.18	""	Genic	6.19e-07
chr10	126756603	126756604	CITS_367[gene=chr10_f_c4128][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000302218.1	""	TE	1e-100
chr10	130179016	130179017	CITS_372[gene=chr10_f_c4208][PH=5][PH0=0.00][P=1.00e-100]	5	+	Alu	ENSG00000108010.13	""	TE	1e-100
chr10	133400452	133400453	CITS_381[gene=chr10_f_c4281][PH=4][PH0=0.00][P=9.53e-08]	4	+	3'UTR-distal	ENSG00000148824.20	""	Genic	9.53e-08
chr10	133400713	133400714	CITS_384[gene=chr10_f_c4281][PH=4][PH0=0.00][P=9.53e-08]	4	+	3'UTR-distal	ENSG00000148824.20	""	Genic	9.53e-08
chr10	133400929	133400930	CITS_385[gene=chr10_f_c4281][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR-distal	ENSG00000148824.20	""	Genic	1e-100
chr10	876919	876920	CITS_389[gene=chr10_r_c10][PH=4][PH0=0.00][P=5.00e-06]	4	-	LTR/ERV	ENSG00000107929.17	""	TE	5e-06
chr10	916054	916055	CITS_396[gene=chr10_r_c10][PH=4][PH0=0.00][P=5.00e-06]	4	-	LTR/ERV	ENSG00000107929.17	""	TE	5e-06
chr10	918215	918216	CITS_397[gene=chr10_r_c10][PH=7][PH0=0.00][P=1.00e-100]	7	-	LTR/ERV	ENSG00000107929.17	""	TE	1e-100
chr10	3603863	3603864	CITS_403[gene=chr10_r_c59][PH=9][PH0=0.00][P=1.00e-100]	9	-	First intron	ENSG00000296170.1	""	Genic	1e-100
chr10	5782775	5782776	CITS_409[gene=chr10_r_c77][PH=10][PH0=0.00][P=1.00e-100]	10	-	Alu	ENSG00000057608.19	""	TE	1e-100
chr10	5905361	5905362	CITS_413[gene=chr10_r_c77][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	""	""	TE	1e-100
chr10	9561666	9561667	CITS_421[gene=chr10_r_c132][PH=30][PH0=0.00][P=1.00e-100]	30	-	Deep intronic	ENSG00000303638.1	""	Genic	1e-100
chr10	11363993	11363994	CITS_424[gene=chr10_r_c197][PH=9][PH0=0.00][P=1.00e-100]	9	-	Alu	ENSG00000301198.1	""	TE	1e-100
chr10	12166514	12166515	CITS_428[gene=chr10_r_c197][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSG00000165609.15	""	Genic	1e-100
chr10	13148711	13148712	CITS_433[gene=chr10_r_c221][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	""	""	TE	1e-100
chr10	14753382	14753383	CITS_443[gene=chr10_r_c234][PH=8][PH0=0.00][P=1.00e-100]	8	-	First intron	ENSG00000065809.14	FAM107B	Genic	1e-100
