chr	start	end	name	score	strand	NormedTC_SRR26536504	NormedTC_SRR26536505	NormedTC_SRR26536514	NormedTC_SRR26536520	NormedTC_SRR26536526	NormedTC_SRR26536532	NormedTC_SRR26536538	NormedTC_SRR26536544	NormedTC_HuR_WT	BC_HuR_WT	annotation	gene	external_gene_name	grouped_annotation
chr1	6231845	6231865	chr1-666	37.7	-	0	43.2857	2.0389	0	0	8.4497	0	0	53.7743	3	LINE	ENSG00000116237.17	""	TE
chr1	6635548	6635568	chr1-1382	26.4	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	3'UTR	ENSG00000007923.18	""	Genic
chr1	6646078	6646098	chr1-3842	15.1	-	0	0	2.0389	3.9844	2.1905	1.6899	0	0	9.9037	4	Proximal intronic	ENSG00000007923.18	""	Genic
chr1	6791136	6791156	chr1-2571	18.9	+	0	14.4286	2.0389	0	4.381	0	0	0	20.8485	3	First intron	ENSG00000171735.21	CAMTA1	Genic
chr1	6871909	6871929	chr1-1839	26.4	+	0	0	5.0974	3.9844	2.1905	0	0	0	11.2722	3	3'UTR	ENSG00000171735.21	CAMTA1	Genic
chr1	6889820	6889840	chr1-6443	11.3	+	0	14.4286	0	0	0	3.3799	0	0	17.8084	2	Satellite/LC	ENSG00000171735.21	CAMTA1	TE
chr1	7779749	7779769	chr1-3846	22.6	+	0	0	4.0779	1.9922	2.1905	1.6899	0	0	9.9505	4	3'UTR	ENSG00000049245.13	VAMP3	Genic
chr1	7779807	7779827	chr1-1383	22.6	+	0	0	3.0584	1.9922	4.381	0	33.3378	0	42.7694	4	3'UTR	ENSG00000049245.13	VAMP3	Genic
chr1	8012243	8012263	chr1-78	169.8	-	0	57.7142	19.37	15.9375	26.2861	5.0698	0	0	124.3776	5	3'UTR	ENSG00000116285.14	""	Genic
chr1	8018406	8018426	chr1-555	49	-	0	0	4.0779	9.9609	8.762	0	0	0	22.8008	3	First intron	ENSG00000116285.14	""	Genic
chr1	8020059	8020079	chr1-1840	22.6	-	0	0	0	0	2.1905	8.4497	0	0	10.6402	2	Satellite/LC	ENSG00000116285.14	""	TE
chr1	8020500	8020520	chr1-355	52.8	-	0	0	8.1558	5.9765	6.5715	6.7597	0	0	27.4636	4	First intron	ENSG00000116285.14	""	Genic
chr1	8352420	8352440	chr1-1841	22.6	-	0	14.4286	2.0389	3.9844	2.1905	0	0	0	22.6424	4	3'UTR	ENSG00000142599.21	""	Genic
chr1	8353172	8353192	chr1-1384	22.6	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	3'UTR	ENSG00000142599.21	""	Genic
chr1	8354605	8354625	chr1-1385	30.2	-	0	0	4.0779	0	6.5715	8.4497	0	0	19.0991	3	3'UTR	ENSG00000142599.21	""	Genic
chr1	8369711	8369731	chr1-6452	11.3	-	0	14.4286	1.0195	1.9922	0	0	0	0	17.4402	3	LINE	ENSG00000142599.21	""	TE
chr1	8381589	8381609	chr1-667	41.5	-	0	28.8571	6.1168	3.9844	6.5715	0	0	0	45.5298	4	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8382993	8383013	chr1-1843	18.9	-	0	0	1.0195	0	4.381	6.7597	0	0	12.1602	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8390911	8390931	chr1-356	49	-	0	14.4286	7.1363	9.9609	0	1.6899	0	0	33.2157	4	LINE	ENSG00000142599.21	""	TE
chr1	8391080	8391100	chr1-399	52.8	-	0	0	6.1168	7.9687	8.762	0	0	0	22.8476	3	LINE	ENSG00000142599.21	""	TE
chr1	8394967	8394987	chr1-1844	22.6	-	0	0	3.0584	5.9765	0	0	0	0	9.035	2	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8399792	8399812	chr1-246	64.1	-	196.6568	43.2857	0	1.9922	0	20.2792	0	0	262.2139	4	LINE	ENSG00000142599.21	""	TE
chr1	8405479	8405499	chr1-1845	22.6	-	0	14.4286	4.0779	5.9765	0	0	0	0	24.483	3	LINE	ENSG00000142599.21	""	TE
chr1	8413301	8413321	chr1-2574	18.9	-	0	0	1.0195	3.9844	4.381	0	0	0	9.3849	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8415419	8415439	chr1-2575	18.9	-	0	0	1.0195	1.9922	4.381	1.6899	0	0	9.0826	4	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8420422	8420442	chr1-1386	30.2	-	0	0	2.0389	7.9687	4.381	0	0	0	14.3887	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8422528	8422548	chr1-2577	18.9	-	0	0	0	5.9765	4.381	0	0	0	10.3576	2	Proximal intronic	ENSG00000142599.21	""	Genic
chr1	8452540	8452560	chr1-1846	22.6	-	0	0	2.0389	1.9922	2.1905	5.0698	0	0	11.2914	4	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8456424	8456444	chr1-3856	15.1	-	0	14.4286	3.0584	0	0	0	0	0	17.487	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8487268	8487288	chr1-2578	18.9	-	0	14.4286	0	3.9844	0	3.3799	0	0	21.7928	3	LINE	ENSG00000142599.21	""	TE
chr1	8488076	8488096	chr1-2579	18.9	-	0	0	0	0	0	8.4497	0	0	8.4497	1	Alu	ENSG00000142599.21	""	TE
chr1	8490695	8490715	chr1-3858	15.1	-	0	0	2.0389	1.9922	2.1905	3.3799	0	0	9.6015	4	LINE	ENSG00000142599.21	""	TE
chr1	8493697	8493717	chr1-1054	34	-	0	0	4.0779	1.9922	2.1905	6.7597	0	0	15.0203	4	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8518898	8518918	chr1-1387	30.2	-	0	14.4286	5.0974	0	2.1905	3.3799	0	0	25.0963	4	LTR/ERV	ENSG00000142599.21	""	TE
chr1	8520045	8520065	chr1-1847	22.6	-	0	0	2.0389	1.9922	2.1905	1.6899	33.3378	0	41.2493	5	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8526597	8526617	chr1-3860	15.1	-	0	0	0	3.9844	4.381	0	0	0	8.3654	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8527412	8527432	chr1-3861	11.3	-	0	14.4286	3.0584	0	0	0	0	0	17.487	2	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8541514	8541534	chr1-2581	22.6	-	0	0	1.0195	3.9844	4.381	1.6899	0	0	11.0748	4	Proximal intronic	ENSG00000142599.21	""	Genic
chr1	8550161	8550181	chr1-2582	18.9	-	0	0	2.0389	1.9922	0	3.3799	33.3378	0	40.7488	4	LINE	ENSG00000142599.21	""	TE
chr1	8550342	8550362	chr1-1848	22.6	-	0	0	2.0389	1.9922	6.5715	0	0	0	10.6027	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8569242	8569262	chr1-1849	22.6	-	0	14.4286	1.0195	0	0	6.7597	0	0	22.2078	3	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8575260	8575280	chr1-1388	34	-	0	0	3.0584	5.9765	4.381	1.6899	0	0	15.1059	4	LINE	ENSG00000142599.21	""	TE
chr1	8586452	8586472	chr1-1389	30.2	-	0	14.4286	5.0974	0	2.1905	1.6899	0	0	23.4064	4	LINE	ENSG00000142599.21	""	TE
chr1	8590164	8590184	chr1-196	83	-	0	0	14.2726	11.9531	8.762	0	0	0	34.9877	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8603230	8603250	chr1-3866	18.9	-	0	0	1.0195	3.9844	4.381	0	0	0	9.3849	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8604331	8604351	chr1-1390	26.4	-	0	14.4286	2.0389	0	6.5715	1.6899	0	0	24.729	4	LINE	ENSG00000142599.21	""	TE
chr1	8605086	8605106	chr1-3867	18.9	-	0	14.4286	2.0389	1.9922	2.1905	0	0	0	20.6502	4	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8613762	8613782	chr1-1850	22.6	-	0	0	3.0584	1.9922	4.381	0	0	0	9.4316	3	Deep intronic	ENSG00000142599.21	""	Genic
chr1	8648942	8648962	chr1-1391	22.6	-	0	0	7.1363	1.9922	2.1905	0	0	0	11.319	3	First intron	ENSG00000142599.21	""	Genic
chr1	8680204	8680224	chr1-3872	15.1	-	0	14.4286	1.0195	1.9922	0	1.6899	0	0	19.1301	4	First intron	ENSG00000142599.21	""	Genic
chr1	8680922	8680942	chr1-668	37.7	-	0	0	5.0974	1.9922	6.5715	1.6899	0	0	15.351	4	First intron	ENSG00000142599.21	""	Genic
chr1	8681526	8681546	chr1-2585	18.9	-	0	14.4286	4.0779	0	0	0	0	0	18.5064	2	First intron	ENSG00000142599.21	""	Genic
chr1	8681655	8681675	chr1-831	30.2	-	0	0	5.0974	5.9765	6.5715	0	0	0	17.6454	3	First intron	ENSG00000142599.21	""	Genic
chr1	8683007	8683027	chr1-1392	30.2	-	0	0	6.1168	1.9922	2.1905	0	0	0	10.2995	3	First intron	ENSG00000142599.21	""	Genic
chr1	8685366	8685386	chr1-1851	26.4	-	0	0	2.0389	0	4.381	5.0698	0	0	11.4898	3	First intron	ENSG00000142599.21	""	Genic
chr1	8689648	8689668	chr1-6505	11.3	-	0	14.4286	0	0	4.381	0	0	0	18.8096	2	First intron	ENSG00000142599.21	""	Genic
chr1	8694016	8694036	chr1-468	45.3	-	0	0	3.0584	1.9922	0	13.5194	0	0	18.57	3	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8699054	8699074	chr1-556	45.3	-	0	0	5.0974	1.9922	8.762	3.3799	0	0	19.2314	4	LINE	ENSG00000142599.21	""	TE
chr1	8703944	8703964	chr1-6511	11.3	-	0	14.4286	2.0389	0	0	0	0	0	16.4675	2	First intron	ENSG00000142599.21	""	Genic
chr1	8711900	8711920	chr1-1393	26.4	-	0	0	3.0584	3.9844	4.381	0	0	0	11.4238	3	First intron	ENSG00000142599.21	""	Genic
chr1	8719033	8719053	chr1-2586	18.9	-	0	0	1.0195	3.9844	2.1905	1.6899	0	0	8.8843	4	First intron	ENSG00000142599.21	""	Genic
chr1	8744645	8744665	chr1-557	45.3	-	0	0	6.1168	9.9609	2.1905	0	0	0	18.2683	3	First intron	ENSG00000142599.21	""	Genic
chr1	8751761	8751781	chr1-400	49	-	0	14.4286	8.1558	1.9922	0	6.7597	33.3378	0	64.674	5	Satellite/LC	ENSG00000142599.21	""	TE
chr1	8752186	8752206	chr1-1394	26.4	-	0	0	2.0389	3.9844	2.1905	5.0698	0	0	13.2836	4	Other SINE	ENSG00000142599.21	""	TE
chr1	8754972	8754992	chr1-3882	18.9	-	0	14.4286	2.0389	0	4.381	0	0	0	20.8485	3	First intron	ENSG00000142599.21	""	Genic
chr1	8764406	8764426	chr1-6521	11.3	-	0	14.4286	1.0195	0	2.1905	0	0	0	17.6385	3	First intron	ENSG00000142599.21	""	Genic
chr1	8772339	8772359	chr1-2589	18.9	-	0	0	1.0195	1.9922	6.5715	0	0	0	9.5832	3	First intron	ENSG00000142599.21	""	Genic
chr1	8774759	8774779	chr1-832	45.3	-	0	14.4286	7.1363	3.9844	2.1905	3.3799	0	0	31.1196	5	First intron	ENSG00000142599.21	""	Genic
chr1	8784801	8784821	chr1-2590	18.9	-	0	14.4286	2.0389	0	6.5715	0	0	0	23.039	3	First intron	ENSG00000142599.21	""	Genic
chr1	8796654	8796674	chr1-2593	18.9	-	0	0	2.0389	0	6.5715	0	0	0	8.6105	2	First intron	ENSG00000142599.21	""	Genic
chr1	8802772	8802792	chr1-2594	18.9	-	0	0	1.0195	5.9765	2.1905	0	0	0	9.1865	3	First intron	ENSG00000142599.21	""	Genic
chr1	8804249	8804269	chr1-2595	18.9	-	0	0	2.0389	1.9922	6.5715	0	0	0	10.6027	3	First intron	ENSG00000142599.21	""	Genic
chr1	8804822	8804842	chr1-3887	18.9	-	0	0	2.0389	1.9922	4.381	0	0	0	8.4121	3	LTR/ERV	ENSG00000142599.21	""	TE
chr1	8809644	8809664	chr1-2596	18.9	-	0	0	2.0389	1.9922	4.381	0	0	0	8.4121	3	First intron	ENSG00000142599.21	""	Genic
chr1	9271299	9271319	chr1-833	30.2	+	0	14.4286	4.0779	0	2.1905	6.7597	0	0	27.4567	4	3'UTR	ENSG00000049239.14	""	Genic
chr1	9312768	9312788	chr1-3890	15.1	+	0	14.4286	2.0389	0	4.381	0	0	0	20.8485	3	First intron	ENSG00000171621.15	""	Genic
chr1	9315049	9315069	chr1-6544	11.3	+	0	14.4286	2.0389	0	0	0	0	0	16.4675	2	First intron	ENSG00000171621.15	""	Genic
chr1	9330716	9330736	chr1-6546	11.3	+	0	0	0	3.9844	0	0	33.3378	0	37.3221	2	LINE	ENSG00000171621.15	""	TE
chr1	9563350	9563370	chr1-3893	22.6	+	0	0	3.0584	3.9844	2.1905	0	0	0	9.2333	3	Deep intronic	ENSG00000171612.8	""	Genic
chr1	9570187	9570207	chr1-1853	18.9	+	0	0	3.0584	0	6.5715	3.3799	0	0	13.0098	3	Deep intronic	ENSG00000171612.8	""	Genic
chr1	9730061	9730081	chr1-25	343.3	-	0	43.2857	46.8958	35.8593	48.1912	25.349	66.6756	0	266.2564	6	3'UTR	ENSG00000171603.19	""	Genic
chr1	9772657	9772677	chr1-3895	15.1	-	0	0	1.0195	1.9922	6.5715	0	0	0	9.5832	3	First intron	ENSG00000171603.19	""	Genic
chr1	9773456	9773476	chr1-2599	18.9	-	0	0	3.0584	0	6.5715	0	0	0	9.6299	2	First intron	ENSG00000171603.19	""	Genic
chr1	9795007	9795027	chr1-3896	15.1	-	0	28.8571	0	0	4.381	0	0	0	33.2381	2	Satellite/LC	ENSG00000171603.19	""	TE
chr1	9850323	9850343	chr1-3897	15.1	-	0	0	0	3.9844	2.1905	0	33.3378	0	39.5127	3	3'UTR	ENSG00000178585.16	""	Genic
chr1	9850450	9850470	chr1-1854	22.6	-	0	0	3.0584	5.9765	0	0	0	0	9.035	2	3'UTR	ENSG00000178585.16	""	Genic
chr1	9928850	9928870	chr1-6561	11.3	-	0	43.2857	0	0	0	0	0	0	43.2857	1	3'UTR	ENSG00000162441.13	""	Genic
chr1	10061076	10061096	chr1-1055	30.2	+	0	0	2.0389	3.9844	8.762	0	0	0	14.7853	3	First intron	ENSG00000130939.21	""	Genic
chr1	10127564	10127584	chr1-3899	18.9	+	0	0	0	3.9844	0	5.0698	0	0	9.0542	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10127685	10127705	chr1-1056	30.2	+	0	0	5.0974	3.9844	4.381	0	0	0	13.4627	3	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10149244	10149264	chr1-1057	30.2	+	0	0	5.0974	3.9844	2.1905	0	0	0	11.2722	3	CDS	ENSG00000130939.21	""	Genic
chr1	10154982	10155002	chr1-669	37.7	+	0	0	2.0389	5.9765	10.9525	1.6899	0	0	20.658	4	LINE	ENSG00000130939.21	""	TE
chr1	10170588	10170608	chr1-6585	18.9	+	0	14.4286	4.0779	0	0	0	0	0	18.5064	2	Deep intronic	ENSG00000130939.21	""	Genic
chr1	10180316	10180336	chr1-469	34	+	0	0	6.1168	7.9687	6.5715	0	0	0	20.6571	3	3'UTR	ENSG00000130939.21	""	Genic
chr1	10180558	10180578	chr1-31	230.1	+	0	28.8571	37.7205	29.8827	17.5241	6.7597	33.3378	0	154.0819	6	3'UTR	ENSG00000130939.21	""	Genic
chr1	10218860	10218880	chr1-2603	18.9	+	0	0	2.0389	3.9844	2.1905	0	33.3378	0	41.5516	4	LINE	ENSG00000054523.21	""	TE
chr1	10278862	10278882	chr1-3907	15.1	+	0	0	0	3.9844	4.381	1.6899	0	0	10.0553	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10288728	10288748	chr1-834	37.7	+	0	0	5.0974	3.9844	6.5715	0	0	0	15.6533	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10288855	10288875	chr1-1396	30.2	+	0	0	3.0584	3.9844	6.5715	0	0	0	13.6143	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10290174	10290194	chr1-401	52.8	+	0	0	6.1168	1.9922	13.143	1.6899	0	0	22.942	4	LINE	ENSG00000054523.21	""	TE
chr1	10291979	10291999	chr1-1855	22.6	+	0	0	4.0779	3.9844	2.1905	0	0	0	10.2528	3	Proximal intronic	ENSG00000054523.21	""	Genic
chr1	10297711	10297731	chr1-2604	18.9	+	0	0	2.0389	1.9922	4.381	0	0	0	8.4121	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10353242	10353262	chr1-670	37.7	+	0	0	4.0779	5.9765	6.5715	0	0	0	16.626	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10353363	10353383	chr1-1397	26.4	+	0	0	4.0779	5.9765	0	1.6899	0	0	11.7444	3	Deep intronic	ENSG00000054523.21	""	Genic
chr1	10400678	10400698	chr1-671	45.3	+	0	0	5.0974	1.9922	13.143	1.6899	0	0	21.9225	4	Deep intronic	ENSG00000142657.22	""	Genic
chr1	10413571	10413591	chr1-6600	11.3	+	0	0	0	3.9844	0	0	33.3378	0	37.3221	2	Deep intronic	ENSG00000142657.22	""	Genic
chr1	10459706	10459726	chr1-1398	26.4	-	196.6568	0	3.0584	5.9765	0	0	0	0	205.6918	3	3'UTR	ENSG00000160049.13	""	Genic
chr1	10540342	10540362	chr1-2607	18.9	+	0	0	0	3.9844	8.762	0	0	0	12.7464	2	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10566272	10566292	chr1-2608	18.9	+	0	0	0	5.9765	4.381	0	0	0	10.3576	2	LINE	ENSG00000142655.14	""	TE
chr1	10582184	10582204	chr1-1856	22.6	+	0	0	0	0	0	10.1396	0	0	10.1396	1	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10603990	10604010	chr1-3919	15.1	+	0	14.4286	2.0389	0	0	1.6899	0	0	18.1574	3	Deep intronic	ENSG00000142655.14	""	Genic
chr1	10636633	10636653	chr1-357	49	-	0	0	7.1363	9.9609	2.1905	6.7597	0	0	26.0475	4	3'UTR	ENSG00000130940.15	CASZ1	Genic
chr1	11016584	11016604	chr1-1857	26.4	+	0	0	5.0974	3.9844	2.1905	0	0	0	11.2722	3	First intron	ENSG00000120948.20	""	Genic
chr1	11023139	11023159	chr1-247	60.4	+	0	14.4286	9.1753	9.9609	6.5715	1.6899	0	0	41.8262	5	3'UTR	ENSG00000120948.20	""	Genic
chr1	11024297	11024317	chr1-1058	30.2	+	0	14.4286	4.0779	1.9922	4.381	3.3799	0	0	28.2595	5	3'UTR	ENSG00000120948.20	""	Genic
chr1	11025052	11025072	chr1-470	45.3	+	0	14.4286	3.0584	7.9687	2.1905	5.0698	0	0	32.716	5	3'UTR	ENSG00000120948.20	""	Genic
chr1	11822131	11822151	chr1-2609	26.4	+	0	14.4286	0	1.9922	8.762	1.6899	0	0	26.8727	4	LINE	ENSG00000011021.24	""	TE
chr1	11908235	11908255	chr1-558	60.4	+	0	0	4.0779	3.9844	4.381	23.659	100.0133	0	136.1156	5	Other exon	ENSG00000199347.2	RNU5E-1	Genic
chr1	11909826	11909846	chr1-3927	15.1	-	0	0	0	1.9922	0	3.3799	0	242.4242	247.7963	3	3'UTR-distal	ENSG00000201801.1	RNU5E-4P	Genic
chr1	12598363	12598383	chr1-3929	15.1	-	0	14.4286	1.0195	1.9922	2.1905	0	0	0	19.6307	4	Alu	ENSG00000162496.11	""	TE
chr1	12614495	12614515	chr1-1399	26.4	-	0	0	2.0389	3.9844	2.1905	3.3799	0	0	11.5937	4	First intron	ENSG00000162496.11	""	Genic
chr1	12617485	12617505	chr1-1400	18.9	-	0	0	4.0779	3.9844	0	1.6899	0	0	9.7522	3	5'UTR	ENSG00000162496.11	""	Genic
chr1	13757039	13757059	chr1-1859	26.4	+	0	0	5.0974	1.9922	0	1.6899	0	0	8.7795	3	First intron	ENSG00000116731.23	PRDM2	Genic
chr1	13757802	13757822	chr1-835	30.2	+	0	14.4286	3.0584	0	8.762	3.3799	0	0	29.6289	4	First intron	ENSG00000116731.23	PRDM2	Genic
chr1	13759174	13759194	chr1-3932	15.1	+	0	57.7142	0	0	0	0	0	0	57.7142	1	Satellite/LC	ENSG00000116731.23	PRDM2	TE
chr1	13782930	13782950	chr1-402	41.5	+	0	0	4.0779	5.9765	4.381	6.7597	0	0	21.1952	4	Deep intronic	ENSG00000116731.23	PRDM2	Genic
chr1	13787081	13787101	chr1-216	71.7	+	0	14.4286	11.2142	13.9453	6.5715	3.3799	0	0	49.5394	5	3'UTR	ENSG00000116731.23	PRDM2	Genic
chr1	13787403	13787423	chr1-1059	30.2	+	0	0	4.0779	7.9687	2.1905	0	0	0	14.2371	3	3'UTR	ENSG00000116731.23	PRDM2	Genic
chr1	15570995	15571015	chr1-1860	22.6	-	0	0	4.0779	0	4.381	0	0	0	8.4589	2	3'UTR-distal	""	""	Genic
chr1	15571654	15571674	chr1-179	79.2	+	0	0	12.2337	7.9687	10.9525	0	0	0	31.1549	3	3'UTR	ENSG00000116138.14	""	Genic
chr1	15633733	15633753	chr1-1861	30.2	+	0	14.4286	4.0779	3.9844	2.1905	0	0	0	24.6813	4	Proximal intronic	ENSG00000197312.13	DDI2	Genic
chr1	15642454	15642474	chr1-2613	22.6	+	0	14.4286	2.0389	3.9844	2.1905	0	0	0	22.6424	4	Deep intronic	ENSG00000197312.13	DDI2	Genic
chr1	15661883	15661903	chr1-1060	30.2	+	0	0	9.1753	3.9844	0	1.6899	0	0	14.8496	3	3'UTR	ENSG00000197312.13	DDI2	Genic
chr1	15666507	15666527	chr1-2614	18.9	+	0	14.4286	1.0195	5.9765	0	1.6899	0	0	23.1145	4	3'UTR	ENSG00000197312.13	DDI2	Genic
chr1	15668166	15668186	chr1-559	41.5	+	0	0	7.1363	9.9609	4.381	1.6899	0	0	23.1682	4	3'UTR	ENSG00000197312.13	DDI2	Genic
chr1	15668974	15668994	chr1-1401	26.4	+	0	0	2.0389	1.9922	2.1905	5.0698	100.0133	0	111.3048	5	3'UTR	ENSG00000197312.13	DDI2	Genic
chr1	15971224	15971244	chr1-2616	18.9	-	0	0	1.0195	0	6.5715	1.6899	0	0	9.2809	3	First intron	ENSG00000116809.13	""	Genic
chr1	16124384	16124404	chr1-217	83	-	0	0	2.0389	7.9687	13.143	18.5892	33.3378	0	75.0777	5	3'UTR	ENSG00000142627.14	""	Genic
chr1	16249757	16249777	chr1-1862	22.6	-	0	0	1.0195	3.9844	4.381	1.6899	0	0	11.0748	4	3'UTR	ENSG00000037637.12	""	Genic
chr1	16265752	16265772	chr1-1402	26.4	-	0	0	3.0584	1.9922	4.381	1.6899	0	0	11.1215	4	Deep intronic	ENSG00000037637.12	""	Genic
chr1	16289645	16289665	chr1-2617	22.6	-	0	0	3.0584	0	6.5715	0	0	0	9.6299	2	Deep intronic	ENSG00000037637.12	""	Genic
