chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr10	25351761	25351762	CITS_25[gene=chr10_f_c1048][PH=4][PH0=0.00][P=4.00e-07]	4	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic	4e-07
chr10	25351795	25351796	CITS_26[gene=chr10_f_c1048][PH=4][PH0=0.00][P=4.00e-07]	4	+	Deep intronic	ENSMUSG00000019978.17	Epb41l2	Genic	4e-07
chr10	25369671	25369672	CITS_27[gene=chr10_f_c1058][PH=4][PH0=0.00][P=7.54e-08]	4	+	Proximal intronic	ENSMUSG00000019978.17	Epb41l2	Genic	7.54e-08
chr10	32388836	32388837	CITS_29[gene=chr10_f_c1504][PH=4][PH0=0.00][P=1.00e-100]	4	+	Deep intronic	""	""	Genic	1e-100
chr10	32503791	32503792	CITS_30[gene=chr10_f_c1504][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	""	""	Genic	1e-100
chr10	34175807	34175808	CITS_34[gene=chr10_f_c1537][PH=4][PH0=0.00][P=3.33e-08]	4	+	3'UTR	ENSMUSG00000039485.9	Tspyl4	Genic	3.33e-08
chr10	40427251	40427252	CITS_35[gene=chr10_f_c2066][PH=7][PH0=0.19][P=4.30e-07]	7	+	LTR/ERV	ENSMUSG00000130124.1	""	TE	4.3e-07
chr10	46253729	46253730	CITS_39[gene=chr10_f_c2330][PH=5][PH0=0.00][P=1.00e-100]	5	+	Other exon	ENSMUSG00000118904.1	Gm25740	Genic	1e-100
chr10	58117713	58117714	CITS_41[gene=chr10_f_c2968][PH=5][PH0=0.10][P=5.75e-05]	5	+	Alu	ENSMUSG00000038039.14	Gcc2	TE	5.75e-05
chr10	59700820	59700821	CITS_44[gene=chr10_f_c3179][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR-distal	ENSMUSG00000124506.1	""	Genic	1e-100
chr10	59959967	59959968	CITS_45[gene=chr10_f_c3179][PH=4][PH0=0.00][P=5.14e-09]	4	+	Proximal intronic	ENSMUSG00000058297.17	Spock2	Genic	5.14e-09
chr10	59960498	59960499	CITS_46[gene=chr10_f_c3179][PH=6][PH0=0.00][P=1.00e-100]	6	+	LTR/ERV	ENSMUSG00000058297.17	Spock2	TE	1e-100
chr10	60138208	60138209	CITS_48[gene=chr10_f_c3211][PH=11][PH0=0.18][P=2.20e-13]	11	+	3'UTR	ENSMUSG00000004207.16	Psap	Genic	2.2e-13
chr10	63619164	63619165	CITS_50[gene=chr10_f_c3381][PH=7][PH0=0.00][P=1.00e-100]	7	+	Alu	ENSMUSG00000060843.12	Ctnna3	TE	1e-100
chr10	69731365	69731366	CITS_55[gene=chr10_f_c3605][PH=5][PH0=0.00][P=1.00e-100]	5	+	LTR/ERV	ENSMUSG00000069601.16	""	TE	1e-100
chr10	72510054	72510055	CITS_58[gene=chr10_f_c3842][PH=7][PH0=0.25][P=7.96e-06]	7	+	3'UTR	ENSMUSG00000019923.15	Zwint	Genic	7.96e-06
chr10	73184003	73184004	CITS_59[gene=chr10_f_c3872][PH=7][PH0=0.00][P=1.00e-100]	7	+	First intron	ENSMUSG00000052613.18	Pcdh15	Genic	1e-100
chr10	82790925	82790926	CITS_67[gene=chr10_f_c4527][PH=60][PH0=3.49][P=1.00e-100]	60	+	Deep intronic	""	""	Genic	1e-100
chr10	83417214	83417215	CITS_68[gene=chr10_f_c4589][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000034560.7	Washc4	Genic	1e-100
chr10	90616762	90616763	CITS_75[gene=chr10_f_c5296][PH=4][PH0=0.00][P=1.35e-06]	4	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic	1.35e-06
chr10	90742581	90742582	CITS_78[gene=chr10_f_c5296][PH=5][PH0=0.00][P=8.82e-10]	5	+	Deep intronic	ENSMUSG00000058589.16	Anks1b	Genic	8.82e-10
chr10	98861027	98861028	CITS_82[gene=chr10_f_c5832][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic	1e-100
chr10	98861169	98861170	CITS_83[gene=chr10_f_c5832][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000019943.11	Atp2b1	Genic	1e-100
chr10	102243420	102243421	CITS_90[gene=chr10_f_c6144][PH=4][PH0=0.00][P=1.00e-100]	4	+	Deep intronic	""	""	Genic	1e-100
chr10	105074214	105074215	CITS_93[gene=chr10_f_c6232][PH=40][PH0=0.00][P=1.00e-100]	40	+	Deep intronic	""	""	Genic	1e-100
chr10	105074244	105074245	CITS_94[gene=chr10_f_c6232][PH=11][PH0=0.00][P=1.00e-100]	11	+	Deep intronic	""	""	Genic	1e-100
chr10	105074341	105074342	CITS_95[gene=chr10_f_c6232][PH=17][PH0=0.00][P=1.00e-100]	17	+	Deep intronic	""	""	Genic	1e-100
chr10	128192817	128192818	CITS_108[gene=chr10_f_c8019][PH=4][PH0=0.00][P=2.27e-10]	4	+	Deep intronic	ENSMUSG00000005683.9	Cs	Genic	2.27e-10
chr10	11367993	11367994	CITS_116[gene=chr10_r_c777][PH=7][PH0=0.18][P=3.01e-07]	7	-	Intergenic	""	""	Intergenic	3.01e-07
chr10	12545649	12545650	CITS_117[gene=chr10_r_c861][PH=5][PH0=0.26][P=6.98e-04]	5	-	Proximal intronic	ENSMUSG00000019820.12	Utrn	Genic	0.000698
chr10	12669695	12669696	CITS_118[gene=chr10_r_c886][PH=6][PH0=0.28][P=1.20e-04]	6	-	First intron	ENSMUSG00000019820.12	Utrn	Genic	0.00012
chr10	45358105	45358106	CITS_132[gene=chr10_r_c3183][PH=8][PH0=0.33][P=7.31e-07]	8	-	Other SINE	ENSMUSG00000063804.9	Lin28b	TE	7.31e-07
chr10	51397834	51397835	CITS_135[gene=chr10_r_c4014][PH=22][PH0=0.00][P=1.00e-100]	22	-	First intron	ENSMUSG00000112766.3	Gm40645	Genic	1e-100
chr10	57392024	57392025	CITS_138[gene=chr10_r_c4400][PH=11][PH0=0.39][P=2.25e-09]	11	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic	2.25e-09
chr10	57392114	57392115	CITS_139[gene=chr10_r_c4400][PH=8][PH0=0.39][P=2.72e-05]	8	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic	2.72e-05
chr10	57392867	57392868	CITS_140[gene=chr10_r_c4405][PH=8][PH0=0.10][P=5.01e-09]	8	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic	5.01e-09
chr10	57392931	57392932	CITS_141[gene=chr10_r_c4405][PH=7][PH0=0.10][P=3.52e-07]	7	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic	3.52e-07
chr10	57392988	57392989	CITS_142[gene=chr10_r_c4405][PH=6][PH0=0.10][P=2.12e-05]	6	-	3'UTR	ENSMUSG00000019877.11	Serinc1	Genic	2.12e-05
chr10	57393305	57393306	CITS_143[gene=chr10_r_c4405][PH=6][PH0=0.10][P=2.12e-05]	6	-	CDS	ENSMUSG00000019877.11	Serinc1	Genic	2.12e-05
chr10	70394611	70394612	CITS_152[gene=chr10_r_c5031][PH=4][PH0=0.00][P=1.12e-09]	4	-	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic	1.12e-09
chr10	70394829	70394830	CITS_153[gene=chr10_r_c5031][PH=4][PH0=0.00][P=1.12e-09]	4	-	3'UTR	ENSMUSG00000037747.10	Phyhipl	Genic	1.12e-09
chr10	73627832	73627833	CITS_156[gene=chr10_r_c5176][PH=22][PH0=0.00][P=1.00e-100]	22	-	Deep intronic	""	""	Genic	1e-100
chr10	76155617	76155618	CITS_159[gene=chr10_r_c5327][PH=5][PH0=0.18][P=3.37e-04]	5	-	Satellite/LC	ENSMUSG00000020231.16	Dip2a	TE	0.000337
chr10	79746506	79746507	CITS_161[gene=chr10_r_c5717][PH=4][PH0=0.00][P=1.00e-100]	4	-	3'UTR	ENSMUSG00000035781.16	R3hdm4	Genic	1e-100
chr10	82791033	82791034	CITS_165[gene=chr10_r_c5871][PH=24][PH0=0.02][P=1.00e-100]	24	-	Deep intronic	""	""	Genic	1e-100
chr10	82791163	82791164	CITS_166[gene=chr10_r_c5871][PH=2377][PH0=0.02][P=1.00e-100]	2377	-	Deep intronic	""	""	Genic	1e-100
chr10	89819710	89819711	CITS_169[gene=chr10_r_c6341][PH=7][PH0=0.18][P=3.01e-07]	7	-	Deep intronic	""	""	Genic	3.01e-07
chr10	91493951	91493952	CITS_172[gene=chr10_r_c6427][PH=4][PH0=0.00][P=1.00e-100]	4	-	Intergenic	""	""	Intergenic	1e-100
chr10	95913476	95913477	CITS_176[gene=chr10_r_c6668][PH=29][PH0=1.25][P=1.00e-100]	29	-	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic	1e-100
chr10	95913514	95913515	CITS_177[gene=chr10_r_c6668][PH=14][PH0=1.25][P=2.09e-07]	14	-	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic	2.09e-07
chr10	95913550	95913551	CITS_178[gene=chr10_r_c6668][PH=30][PH0=1.25][P=1.00e-100]	30	-	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic	1e-100
chr10	95913675	95913676	CITS_180[gene=chr10_r_c6669][PH=10][PH0=0.47][P=1.15e-07]	10	-	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic	1.15e-07
chr10	95913745	95913746	CITS_181[gene=chr10_r_c6669][PH=18][PH0=0.47][P=1.00e-100]	18	-	Deep intronic	ENSMUSG00000117008.2	Gm49817	Genic	1e-100
chr10	108229666	108229667	CITS_186[gene=chr10_r_c7225][PH=4][PH0=0.00][P=2.57e-07]	4	-	Satellite/LC	""	""	TE	2.57e-07
chr10	108335010	108335011	CITS_189[gene=chr10_r_c7225][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSMUSG00000035864.15	Syt1	Genic	1e-100
chr10	108335201	108335202	CITS_190[gene=chr10_r_c7225][PH=5][PH0=0.00][P=1.00e-100]	5	-	3'UTR	ENSMUSG00000035864.15	Syt1	Genic	1e-100
chr10	108335516	108335517	CITS_192[gene=chr10_r_c7225][PH=15][PH0=0.00][P=1.00e-100]	15	-	3'UTR	ENSMUSG00000035864.15	Syt1	Genic	1e-100
chr10	108336143	108336144	CITS_193[gene=chr10_r_c7225][PH=7][PH0=0.00][P=1.00e-100]	7	-	3'UTR	ENSMUSG00000035864.15	Syt1	Genic	1e-100
chr10	108336186	108336187	CITS_194[gene=chr10_r_c7225][PH=11][PH0=0.00][P=1.00e-100]	11	-	3'UTR	ENSMUSG00000035864.15	Syt1	Genic	1e-100
chr10	108472728	108472729	CITS_195[gene=chr10_r_c7303][PH=6][PH0=0.14][P=6.18e-06]	6	-	Proximal intronic	ENSMUSG00000035864.15	Syt1	Genic	6.18e-06
chr10	109204028	109204029	CITS_196[gene=chr10_r_c7738][PH=13][PH0=0.00][P=1.00e-100]	13	-	Other exon	ENSMUSG00000065802.3	Gm23041	Genic	1e-100
chr10	128135369	128135370	CITS_213[gene=chr10_r_c9119][PH=4][PH0=0.00][P=1.00e-100]	4	-	Other exon	ENSMUSG00000064948.4	Gm23241	Genic	1e-100
chr10	129346639	129346640	CITS_214[gene=chr10_r_c9158][PH=7][PH0=0.14][P=1.39e-07]	7	-	LTR/ERV	""	""	TE	1.39e-07
chr11	7123136	7123137	CITS_3[gene=chr11_f_c220][PH=11][PH0=0.19][P=2.97e-13]	11	+	3'UTR	ENSMUSG00000020431.6	Adcy1	Genic	2.97e-13
chr11	7127726	7127727	CITS_4[gene=chr11_f_c262][PH=7][PH0=0.45][P=5.58e-04]	7	+	3'UTR	ENSMUSG00000020431.6	Adcy1	Genic	0.000558
chr11	7127752	7127753	CITS_5[gene=chr11_f_c262][PH=8][PH0=0.45][P=3.58e-05]	8	+	3'UTR	ENSMUSG00000020431.6	Adcy1	Genic	3.58e-05
chr11	10600079	10600080	CITS_10[gene=chr11_f_c341][PH=4][PH0=0.00][P=1.00e-100]	4	+	Intergenic	""	""	Intergenic	1e-100
chr11	17149184	17149185	CITS_16[gene=chr11_f_c587][PH=4][PH0=0.00][P=1.68e-06]	4	+	3'UTR	ENSMUSG00000033953.11	Ppp3r1	Genic	1.68e-06
chr11	17149844	17149845	CITS_18[gene=chr11_f_c587][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSMUSG00000033953.11	Ppp3r1	Genic	1e-100
chr11	17150136	17150137	CITS_19[gene=chr11_f_c587][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000033953.11	Ppp3r1	Genic	1e-100
chr11	17150228	17150229	CITS_20[gene=chr11_f_c587][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSMUSG00000033953.11	Ppp3r1	Genic	1e-100
chr11	17171283	17171284	CITS_21[gene=chr11_f_c596][PH=263][PH0=4.83][P=1.00e-15]	263	+	Deep intronic	ENSMUSG00000078970.6	Dnaaf10	Genic	1e-15
chr11	29447367	29447368	CITS_27[gene=chr11_f_c1207][PH=11][PH0=0.40][P=2.92e-10]	11	+	CDS	ENSMUSG00000032740.18	Ccdc88a	Genic	2.92e-10
chr11	29454991	29454992	CITS_28[gene=chr11_f_c1230][PH=6][PH0=0.25][P=3.55e-04]	6	+	Deep intronic	ENSMUSG00000032740.18	Ccdc88a	Genic	0.000355
chr11	29692656	29692657	CITS_30[gene=chr11_f_c1278][PH=4][PH0=0.00][P=1.29e-08]	4	+	3'UTR	ENSMUSG00000020458.17	Rtn4	Genic	1.29e-08
chr11	29692866	29692867	CITS_31[gene=chr11_f_c1278][PH=9][PH0=0.00][P=1.00e-100]	9	+	3'UTR	ENSMUSG00000020458.17	Rtn4	Genic	1e-100
chr11	31975936	31975937	CITS_33[gene=chr11_f_c1491][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic	ENSMUSG00000020297.11	Nsg2	Genic	1e-100
chr11	31976026	31976027	CITS_34[gene=chr11_f_c1491][PH=4][PH0=0.00][P=3.40e-08]	4	+	Deep intronic	ENSMUSG00000020297.11	Nsg2	Genic	3.4e-08
chr11	31976086	31976087	CITS_35[gene=chr11_f_c1491][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000020297.11	Nsg2	Genic	1e-100
chr11	32007944	32007945	CITS_37[gene=chr11_f_c1491][PH=4][PH0=0.00][P=3.40e-08]	4	+	3'UTR	ENSMUSG00000020297.11	Nsg2	Genic	3.4e-08
chr11	34789868	34789869	CITS_41[gene=chr11_f_c1604][PH=8][PH0=0.37][P=3.30e-06]	8	+	Other exon	ENSMUSG00000119023.1	Gm25799	Genic	3.3e-06
chr11	42523130	42523131	CITS_48[gene=chr11_f_c2035][PH=5][PH0=0.08][P=6.98e-06]	5	+	3'UTR-distal	""	""	Genic	6.98e-06
chr11	46251847	46251848	CITS_51[gene=chr11_f_c2256][PH=4][PH0=0.00][P=1.00e-100]	4	+	Satellite/LC	""	""	TE	1e-100
chr11	48640913	48640914	CITS_53[gene=chr11_f_c2319][PH=4][PH0=0.00][P=1.00e-100]	4	+	Satellite/LC	""	""	TE	1e-100
chr11	52013155	52013156	CITS_58[gene=chr11_f_c2540][PH=6][PH0=0.12][P=8.25e-06]	6	+	3'UTR	ENSMUSG00000020349.5	Ppp2ca	Genic	8.25e-06
chr11	53281262	53281263	CITS_60[gene=chr11_f_c2673][PH=41][PH0=1.53][P=1.00e-100]	41	+	Deep intronic	ENSMUSG00000049470.14	Aff4	Genic	1e-100
chr11	54255502	54255503	CITS_62[gene=chr11_f_c2803][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000020333.18	Acsl6	Genic	1e-100
chr11	60274431	60274432	CITS_64[gene=chr11_f_c3323][PH=5][PH0=0.00][P=1.00e-100]	5	+	Satellite/LC	ENSMUSG00000056598.18	Drc3	TE	1e-100
chr11	61225610	61225611	CITS_65[gene=chr11_f_c3351][PH=8][PH0=0.17][P=8.14e-09]	8	+	Other exon	ENSMUSG00000119377.1	Gm25929	Genic	8.14e-09
chr11	62443935	62443936	CITS_66[gene=chr11_f_c3423][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000019505.8	Ubb	Genic	1e-100
chr11	75656265	75656266	CITS_76[gene=chr11_f_c4246][PH=5][PH0=0.17][P=5.94e-04]	5	+	3'UTR	ENSMUSG00000020849.14	Ywhae	Genic	0.000594
chr11	77186784	77186785	CITS_77[gene=chr11_f_c4324][PH=8][PH0=0.41][P=1.96e-05]	8	+	First intron	ENSMUSG00000037926.16	Ssh2	Genic	1.96e-05
chr11	77187048	77187049	CITS_78[gene=chr11_f_c4326][PH=11][PH0=0.90][P=3.15e-06]	11	+	First intron	ENSMUSG00000037926.16	Ssh2	Genic	3.15e-06
chr11	80371451	80371452	CITS_81[gene=chr11_f_c4664][PH=4][PH0=0.00][P=1.00e-15]	4	+	3'UTR	ENSMUSG00000048895.14	Cdk5r1	Genic	1e-15
chr11	83162397	83162398	CITS_84[gene=chr11_f_c4728][PH=8][PH0=0.54][P=4.05e-05]	8	+	Other exon	ENSMUSG00000119838.1	Gm23444	Genic	4.05e-05
chr11	86466456	86466457	CITS_87[gene=chr11_f_c5001][PH=4][PH0=0.00][P=1.00e-100]	4	+	3'UTR-distal	""	""	Genic	1e-100
chr11	87110143	87110144	CITS_91[gene=chr11_f_c5005][PH=8][PH0=0.00][P=1.00e-100]	8	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	1e-100
chr11	87110365	87110366	CITS_93[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	1e-100
chr11	87110408	87110409	CITS_94[gene=chr11_f_c5005][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	1e-100
chr11	87110670	87110671	CITS_95[gene=chr11_f_c5005][PH=4][PH0=0.00][P=9.09e-08]	4	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	9.09e-08
chr11	87110772	87110773	CITS_96[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	1e-100
chr11	87110861	87110862	CITS_98[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	3'UTR	ENSMUSG00000018548.16	Trim37	Genic	1e-100
chr11	87334239	87334240	CITS_99[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000010342.17	Tex14	Genic	1e-100
chr11	87339629	87339630	CITS_100[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000010342.17	Tex14	Genic	1e-100
chr11	87353288	87353289	CITS_101[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000010342.17	Tex14	Genic	1e-100
chr11	87362370	87362371	CITS_102[gene=chr11_f_c5005][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	ENSMUSG00000010342.17	Tex14	Genic	1e-100
chr11	87942029	87942030	CITS_103[gene=chr11_f_c5075][PH=4][PH0=0.00][P=4.51e-10]	4	+	3'UTR	ENSMUSG00000018379.18	Srsf1	Genic	4.51e-10
chr11	88831691	88831692	CITS_104[gene=chr11_f_c5113][PH=7][PH0=0.00][P=1.00e-100]	7	+	Alu	""	""	TE	1e-100
chr11	95971926	95971927	CITS_107[gene=chr11_f_c5645][PH=11][PH0=0.60][P=3.33e-08]	11	+	Deep intronic	""	""	Genic	3.33e-08
chr11	95971989	95971990	CITS_108[gene=chr11_f_c5646][PH=5][PH0=0.20][P=9.22e-04]	5	+	Deep intronic	""	""	Genic	0.000922
chr11	3597535	3597536	CITS_121[gene=chr11_r_c26][PH=4][PH0=0.00][P=4.57e-10]	4	-	3'UTR-distal	ENSMUSG00000056579.19	Tug1	Genic	4.57e-10
chr11	4522535	4522536	CITS_122[gene=chr11_r_c129][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSMUSG00000034354.19	Mtmr3	Genic	1e-100
chr11	5989611	5989612	CITS_128[gene=chr11_r_c326][PH=4][PH0=0.00][P=2.59e-07]	4	-	First intron	ENSMUSG00000057897.16	Camk2b	Genic	2.59e-07
chr11	6423023	6423024	CITS_129[gene=chr11_r_c396][PH=4][PH0=0.00][P=1.64e-07]	4	-	3'UTR	ENSMUSG00000094483.3	Purb	Genic	1.64e-07
chr11	6423055	6423056	CITS_130[gene=chr11_r_c396][PH=5][PH0=0.00][P=5.88e-11]	5	-	3'UTR	ENSMUSG00000094483.3	Purb	Genic	5.88e-11
chr11	6423355	6423356	CITS_132[gene=chr11_r_c396][PH=4][PH0=0.00][P=1.64e-07]	4	-	3'UTR	ENSMUSG00000094483.3	Purb	Genic	1.64e-07
chr11	8288240	8288241	CITS_133[gene=chr11_r_c434][PH=4][PH0=0.00][P=1.78e-09]	4	-	Intergenic	""	""	Intergenic	1.78e-09
chr11	8288881	8288882	CITS_135[gene=chr11_r_c434][PH=5][PH0=0.00][P=1.00e-100]	5	-	Intergenic	""	""	Intergenic	1e-100
chr11	17808893	17808894	CITS_140[gene=chr11_r_c726][PH=10][PH0=0.00][P=1.00e-100]	10	-	Deep intronic	""	""	Genic	1e-100
chr11	17854903	17854904	CITS_141[gene=chr11_r_c730][PH=6][PH0=0.22][P=5.03e-05]	6	-	Satellite/LC	""	""	TE	5.03e-05
chr11	22056707	22056708	CITS_146[gene=chr11_r_c914][PH=6][PH0=0.00][P=1.00e-100]	6	-	Satellite/LC	ENSMUSG00000042302.15	Ehbp1	TE	1e-100
chr11	30142931	30142932	CITS_154[gene=chr11_r_c1765][PH=4][PH0=0.00][P=1.20e-07]	4	-	First intron	ENSMUSG00000020315.19	Sptbn1	Genic	1.2e-07
chr11	33704763	33704764	CITS_157[gene=chr11_r_c2015][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSMUSG00000053519.18	Kcnip1	Genic	1e-100
chr11	33704845	33704846	CITS_158[gene=chr11_r_c2015][PH=14][PH0=0.00][P=1.00e-100]	14	-	First intron	ENSMUSG00000053519.18	Kcnip1	Genic	1e-100
chr11	33704882	33704883	CITS_159[gene=chr11_r_c2015][PH=22][PH0=0.00][P=1.00e-100]	22	-	First intron	ENSMUSG00000053519.18	Kcnip1	Genic	1e-100
chr11	35423134	35423135	CITS_160[gene=chr11_r_c2034][PH=5][PH0=0.26][P=9.36e-04]	5	-	Deep intronic	""	""	Genic	0.000936
chr11	36520023	36520024	CITS_163[gene=chr11_r_c2400][PH=5][PH0=0.00][P=1.18e-08]	5	-	Other SINE	ENSMUSG00000049336.17	Tenm2	TE	1.18e-08
chr11	36584258	36584259	CITS_164[gene=chr11_r_c2400][PH=4][PH0=0.00][P=1.00e-05]	4	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	1e-05
chr11	36584286	36584287	CITS_165[gene=chr11_r_c2400][PH=4][PH0=0.00][P=1.00e-05]	4	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	1e-05
chr11	36584449	36584450	CITS_166[gene=chr11_r_c2400][PH=5][PH0=0.00][P=1.18e-08]	5	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	1.18e-08
chr11	36703048	36703049	CITS_167[gene=chr11_r_c2453][PH=5][PH0=0.00][P=2.31e-09]	5	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	2.31e-09
chr11	36703540	36703541	CITS_169[gene=chr11_r_c2453][PH=4][PH0=0.00][P=2.98e-06]	4	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	2.98e-06
chr11	36703586	36703587	CITS_170[gene=chr11_r_c2453][PH=4][PH0=0.00][P=2.98e-06]	4	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	2.98e-06
chr11	36703954	36703955	CITS_171[gene=chr11_r_c2453][PH=4][PH0=0.00][P=2.98e-06]	4	-	Deep intronic	ENSMUSG00000049336.17	Tenm2	Genic	2.98e-06
chr11	37174312	37174313	CITS_173[gene=chr11_r_c2568][PH=5][PH0=0.00][P=1.00e-100]	5	-	Satellite/LC	""	""	TE	1e-100
chr11	42023042	42023043	CITS_178[gene=chr11_r_c2865][PH=4][PH0=0.00][P=3.41e-08]	4	-	3'UTR	ENSMUSG00000010803.14	Gabra1	Genic	3.41e-08
chr11	50091453	50091454	CITS_183[gene=chr11_r_c3329][PH=4][PH0=0.00][P=4.93e-09]	4	-	3'UTR	ENSMUSG00000015837.16	Sqstm1	Genic	4.93e-09
chr11	54909180	54909181	CITS_186[gene=chr11_r_c3553][PH=4][PH0=0.00][P=1.00e-100]	4	-	Deep intronic	ENSMUSG00000018340.14	Anxa6	Genic	1e-100
chr11	55154068	55154069	CITS_187[gene=chr11_r_c3571][PH=4][PH0=0.09][P=5.81e-04]	4	-	Deep intronic	ENSMUSG00000055333.15	Fat2	Genic	0.000581
chr11	55155590	55155591	CITS_188[gene=chr11_r_c3581][PH=4][PH0=0.09][P=5.83e-04]	4	-	Deep intronic	ENSMUSG00000055333.15	Fat2	Genic	0.000583
chr11	59215538	59215539	CITS_190[gene=chr11_r_c3864][PH=19][PH0=0.00][P=1.00e-100]	19	-	Deep intronic	""	""	Genic	1e-100
chr11	59298309	59298310	CITS_191[gene=chr11_r_c3879][PH=9][PH0=0.35][P=3.26e-07]	9	-	3'UTR	ENSMUSG00000009894.16	Snap47	Genic	3.26e-07
