chr	start	end	name	score	strand	tagNumber(k)	mutationFreq(m)	FDR	count(>=m,k)	annotation	gene	external_gene_name	grouped_annotation
chr16	21490433	21490434	chr16_r_c20[k=2][m=4]	4	-	2	4	0	4	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21921923	21921924	chr16_r_c25[k=2][m=4]	4	-	2	4	0	4	Deep intronic	""	""	Genic
chr16	22448793	22448794	chr16_f_c11[k=2][m=4]	4	+	2	4	0	4	First intron	ENSG00000237296.12	SMG1P1	Genic
chr16	30311850	30311851	chr16_r_c37[k=2][m=4]	4	-	2	4	0	4	First intron	ENSG00000183604.17	SMG1P5	Genic
chr2	127319820	127319821	chr2_r_c45[k=2][m=4]	4	-	2	4	0	1	Alu	ENSG00000169967.18	""	TE
chr3	177339973	177339974	chr3_f_c77[k=2][m=4]	4	+	2	4	0	1	Alu	""	""	TE
chr5	16764146	16764147	chr5_r_c10[k=4][m=4]	4	-	4	4	0	1	Alu	ENSG00000145555.15	MYO10	TE
chr11	65502619	65502620	chr11_f_c49[k=19][m=4]	4	+	19	4	0	1	First intron	ENSG00000251562.13	MALAT1	Genic
chr7	5527280	5527281	chr7_r_c5[k=67][m=4]	4	-	67	4	0	1	3'UTR	ENSG00000075624.18	""	Genic
chr1	120418553	120418554	chr1_f_c64[k=1][m=3]	3	+	1	3	0	9	Alu	ENSG00000270231.6	""	TE
chr1	121366289	121366290	chr1_f_c67[k=1][m=3]	3	+	1	3	0	9	Satellite/LC	ENSG00000171943.13	""	TE
chr1	181279647	181279648	chr1_r_c91[k=1][m=3]	3	-	1	3	0	9	LINE	""	""	TE
chr1	181568632	181568633	chr1_f_c93[k=1][m=3]	3	+	1	3	0	9	Alu	ENSG00000198216.14	CACNA1E	TE
chr1	206385008	206385009	chr1_f_c105[k=1][m=3]	3	+	1	3	0	9	Satellite/LC	ENSG00000266028.9	""	TE
chr12	117160655	117160656	chr12_f_c74[k=1][m=3]	3	+	1	3	0	3	Alu	""	""	TE
chr12	88504405	88504406	chr12_r_c41[k=1][m=3]	3	-	1	3	0	3	3'UTR	ENSG00000049130.17	""	Genic
chr13	106872722	106872723	chr13_r_c35[k=1][m=3]	3	-	1	3	0	1	Alu	""	""	TE
chr14	71810825	71810826	chr14_r_c35[k=1][m=3]	3	-	1	3	0	1	LINE	""	""	TE
chr16	21444784	21444785	chr16_r_c18[k=1][m=3]	3	-	1	3	0	7	Deep intronic	""	""	Genic
chr16	21510372	21510373	chr16_r_c21[k=1][m=3]	3	-	1	3	0	7	First intron	ENSG00000291073.2	""	Genic
chr16	22456985	22456986	chr16_f_c12[k=1][m=3]	3	+	1	3	0	7	Deep intronic	ENSG00000237296.12	SMG1P1	Genic
chr16	29525268	29525269	chr16_r_c32[k=1][m=3]	3	-	1	3	0	7	Deep intronic	""	""	Genic
chr16	29603559	29603560	chr16_r_c34[k=1][m=3]	3	-	1	3	0	7	First intron	ENSG00000279583.2	""	Genic
chr16	30265252	30265253	chr16_r_c36[k=1][m=3]	3	-	1	3	0	7	Deep intronic	""	""	Genic
chr16	87859395	87859396	chr16_r_c56[k=1][m=3]	3	-	1	3	0	7	First intron	ENSG00000103257.11	SLC7A5	Genic
chr17	12776257	12776258	chr17_f_c9[k=1][m=3]	3	+	1	3	0	4	3'UTR-distal	""	""	Genic
chr19	1494050	1494051	chr19_r_c0[k=1][m=3]	3	-	1	3	0	3	Alu	""	""	TE
chr19	7118889	7118890	chr19_r_c7[k=1][m=3]	3	-	1	3	0	3	Alu	ENSG00000171105.15	""	TE
chr20	34406574	34406575	chr20_f_c16[k=1][m=3]	3	+	1	3	0	3	Alu	ENSG00000078747.18	""	TE
chr2	113438548	113438549	chr2_f_c43[k=1][m=3]	3	+	1	3	0	10	First intron	ENSG00000136682.17	""	Genic
chr2	130105299	130105300	chr2_r_c47[k=1][m=3]	3	-	1	3	0	10	Deep intronic	ENSG00000196604.13	POTEF	Genic
chr2	130626830	130626831	chr2_f_c47[k=1][m=3]	3	+	1	3	0	10	Deep intronic	ENSG00000222038.4	POTEJ	Genic
chr2	131412867	131412868	chr2_r_c48[k=1][m=3]	3	-	1	3	0	10	Alu	""	""	TE
chr2	148399996	148399997	chr2_f_c51[k=1][m=3]	3	+	1	3	0	10	LINE	ENSG00000204406.14	MBD5	TE
chr21	6327425	6327426	chr21_f_c1[k=1][m=3]	3	+	1	3	0	5	LINE	ENSG00000278903.6	""	TE
chr21	6661699	6661700	chr21_r_c1[k=1][m=3]	3	-	1	3	0	5	LINE	ENSG00000280145.4	""	TE
chr2	168868391	168868392	chr2_r_c70[k=1][m=3]	3	-	1	3	0	10	3'UTR-distal	""	""	Genic
chr21	6988769	6988770	chr21_r_c2[k=1][m=3]	3	-	1	3	0	5	LINE	ENSG00000280018.5	""	TE
chr2	210447125	210447126	chr2_r_c91[k=1][m=3]	3	-	1	3	0	10	LINE	ENSG00000115365.14	""	TE
chr22	23666790	23666791	chr22_r_c4[k=1][m=3]	3	-	1	3	0	1	LINE	ENSG00000228315.13	GUSBP11	TE
chr3	121493279	121493280	chr3_r_c56[k=1][m=3]	3	-	1	3	0	4	Alu	ENSG00000051341.16	""	TE
chr3	143626366	143626367	chr3_r_c67[k=1][m=3]	3	-	1	3	0	4	LINE	ENSG00000181804.16	""	TE
chr3	154265756	154265757	chr3_r_c70[k=1][m=3]	3	-	1	3	0	4	3'UTR-distal	""	""	Genic
chr3	91421339	91421340	chr3_r_c48[k=1][m=3]	3	-	1	3	0	4	First intron	ENSG00000283544.1	""	Genic
chr4	138479762	138479763	chr4_f_c39[k=1][m=3]	3	+	1	3	0	7	LINE	ENSG00000251372.9	LINC00499	TE
chr4	48419109	48419110	chr4_f_c20[k=1][m=3]	3	+	1	3	0	7	Alu	ENSG00000109171.16	""	TE
chr5	131874814	131874815	chr5_r_c104[k=1][m=3]	3	-	1	3	0	10	LINE	ENSG00000239642.6	MEIKIN	TE
chr5	69978608	69978609	chr5_f_c41[k=1][m=3]	3	+	1	3	0	10	LTR/ERV	ENSG00000295602.1	""	TE
chr5	70073568	70073569	chr5_f_c42[k=1][m=3]	3	+	1	3	0	10	Alu	ENSG00000205571.16	""	TE
chr5	70114785	70114786	chr5_r_c70[k=1][m=3]	3	-	1	3	0	10	Deep intronic	ENSG00000179978.11	NAIPP2	Genic
chr5	70139563	70139564	chr5_r_c71[k=1][m=3]	3	-	1	3	0	10	LTR/ERV	ENSG00000300022.1	""	TE
chr5	70948993	70948994	chr5_f_c44[k=1][m=3]	3	+	1	3	0	10	Alu	ENSG00000172062.18	""	TE
chr5	70990258	70990259	chr5_r_c73[k=1][m=3]	3	-	1	3	0	10	Deep intronic	ENSG00000249437.9	""	Genic
chr5	71115140	71115141	chr5_r_c74[k=1][m=3]	3	-	1	3	0	10	Deep intronic	ENSG00000251634.2	NAIPP4	Genic
chr5	71139877	71139878	chr5_r_c75[k=1][m=3]	3	-	1	3	0	10	LTR/ERV	ENSG00000296329.1	""	TE
chr6	116321751	116321752	chr6_r_c51[k=1][m=3]	3	-	1	3	0	9	Alu	""	""	TE
chr6	123658291	123658292	chr6_r_c55[k=1][m=3]	3	-	1	3	0	9	Alu	""	""	TE
chr6	127669284	127669285	chr6_f_c57[k=1][m=3]	3	+	1	3	0	9	LINE	ENSG00000281248.1	LINC02536	TE
chr6	41910937	41910938	chr6_r_c17[k=1][m=3]	3	-	1	3	0	9	Alu	ENSG00000124641.17	""	TE
chr6	44492390	44492391	chr6_f_c25[k=1][m=3]	3	+	1	3	0	9	LTR/ERV	""	""	TE
chr6	57601662	57601663	chr6_f_c30[k=1][m=3]	3	+	1	3	0	9	Deep intronic	ENSG00000146143.20	""	Genic
chr6	60499902	60499903	chr6_f_c33[k=1][m=3]	3	+	1	3	0	9	Deep intronic	ENSG00000283453.3	PRIM2BP	Genic
chr6	87482848	87482849	chr6_f_c41[k=1][m=3]	3	+	1	3	0	9	LTR/ERV	ENSG00000164414.20	""	TE
chr7	23692345	23692346	chr7_f_c10[k=1][m=3]	3	+	1	3	0	4	Alu	ENSG00000188732.12	""	TE
chr7	5306815	5306816	chr7_r_c1[k=1][m=3]	3	-	1	3	0	4	3'UTR	ENSG00000182095.15	TNRC18	Genic
chr8	112442011	112442012	chr8_r_c37[k=1][m=3]	3	-	1	3	0	2	LTR/ERV	ENSG00000164796.18	CSMD3	TE
chr8	62168455	62168456	chr8_r_c23[k=1][m=3]	3	-	1	3	0	2	LINE	""	""	TE
chr9	178286	178287	chr9_r_c2[k=1][m=3]	3	-	1	3	0	16	First intron	ENSG00000172785.20	""	Genic
chr9	22057631	22057632	chr9_r_c13[k=1][m=3]	3	-	1	3	0	16	Alu	""	""	TE
chr9	34029960	34029961	chr9_r_c24[k=1][m=3]	3	-	1	3	0	16	Alu	ENSG00000137073.25	""	TE
chr9	40036054	40036055	chr9_r_c28[k=1][m=3]	3	-	1	3	0	16	LTR/ERV	ENSG00000284116.2	""	TE
chr9	41429184	41429185	chr9_f_c16[k=1][m=3]	3	+	1	3	0	16	LTR/ERV	ENSG00000288891.3	""	TE
chr9	65676656	65676657	chr9_f_c21[k=1][m=3]	3	+	1	3	0	16	First intron	ENSG00000147996.18	""	Genic
chr9	66340688	66340689	chr9_f_c23[k=1][m=3]	3	+	1	3	0	16	LTR/ERV	ENSG00000294531.1	""	TE
chrX	122143819	122143820	chrX_r_c33[k=1][m=3]	3	-	1	3	0	6	LINE	""	""	TE
chrX	146232322	146232323	chrX_f_c37[k=1][m=3]	3	+	1	3	0	6	LINE	""	""	TE
chrX	3842102	3842103	chrX_r_c2[k=1][m=3]	3	-	1	3	0	6	LTR/ERV	ENSG00000285756.3	""	TE
chrX	3880526	3880527	chrX_r_c3[k=1][m=3]	3	-	1	3	0	6	LTR/ERV	ENSG00000285756.3	""	TE
chrX	3918955	3918956	chrX_r_c4[k=1][m=3]	3	-	1	3	0	6	LTR/ERV	ENSG00000285756.3	""	TE
chrX	67492163	67492164	chrX_r_c18[k=1][m=3]	3	-	1	3	0	6	LINE	""	""	TE
chr11	65413007	65413008	chr11_f_c37[k=2][m=3]	3	+	2	3	0	2	3'UTR	ENSG00000126391.15	""	Genic
chr16	21482245	21482246	chr16_r_c19[k=2][m=3]	3	-	2	3	0	6	First intron	ENSG00000180747.16	SMG1P3	Genic
chr16	21913733	21913734	chr16_r_c24[k=2][m=3]	3	-	2	3	0	6	Deep intronic	ENSG00000185710.10	SMG1P4	Genic
chr2	113400662	113400663	chr2_f_c42[k=2][m=3]	3	+	2	3	0	4	LINE	ENSG00000234997.4	LINC02966	TE
chr2	97259117	97259118	chr2_f_c33[k=2][m=3]	3	+	2	3	0	4	LINE	ENSG00000135976.21	ANKRD36	TE
chr2	97498083	97498084	chr2_r_c34[k=2][m=3]	3	-	2	3	0	4	LINE	ENSG00000196912.13	ANKRD36B	TE
chr5	96916228	96916229	chr5_r_c93[k=2][m=3]	3	-	2	3	0	1	Alu	ENSG00000247121.9	""	TE
chr11	95824046	95824047	chr11_r_c41[k=3][m=3]	3	-	3	3	0	1	3'UTR-distal	""	""	Genic
chr13	96128854	96128855	chr13_f_c41[k=4][m=3]	3	+	4	3	0	1	Alu	ENSG00000185352.10	HS6ST3	TE
chr16	80994351	80994352	chr16_r_c53[k=4][m=3]	3	-	4	3	0	1	LINE	ENSG00000103121.10	""	TE
chr2	239320356	239320357	chr2_r_c113[k=4][m=3]	3	-	4	3	0	1	Alu	ENSG00000068024.19	""	TE
chr6	13963005	13963006	chr6_f_c3[k=7][m=3]	3	+	7	3	0	1	First intron	ENSG00000180537.14	""	Genic
chr22	41073638	41073639	chr22_r_c16[k=9][m=3]	3	-	9	3	0	1	Deep intronic	""	""	Genic
chr6	146604499	146604500	chr6_f_c64[k=11][m=3]	3	+	11	3	0	1	First intron	ENSG00000118492.19	ADGB	Genic
chr7	5527215	5527216	chr7_r_c3[k=11][m=3]	3	-	11	3	0	1	3'UTR	ENSG00000075624.18	""	Genic
chr6	165973413	165973414	chr6_r_c81[k=13][m=3]	3	-	13	3	0	1	Alu	ENSG00000112541.19	PDE10A	TE
chr11	65440181	65440182	chr11_f_c40[k=17][m=3]	3	+	17	3	0	1	LINE	ENSG00000245532.13	NEAT1	TE
chr10	38355336	38355337	chr10_f_c19[k=1][m=2]	2	+	1	2	0	4	LTR/ERV	ENSG00000283930.1	PLD5P1	TE
chr10	92597662	92597663	chr10_f_c37[k=1][m=2]	2	+	1	2	0	4	Satellite/LC	ENSG00000138160.8	""	TE
chr11	32738419	32738420	chr11_f_c16[k=1][m=2]	2	+	1	2	0	2	LINE	""	""	TE
chr1	143974030	143974031	chr1_f_c68[k=1][m=2]	2	+	1	2	0	16	First intron	ENSG00000289318.3	""	Genic
chr1	162789682	162789683	chr1_f_c80[k=1][m=2]	2	+	1	2	0	16	3'UTR-distal	""	""	Genic
chr11	82913637	82913638	chr11_f_c63[k=1][m=2]	2	+	1	2	0	2	First intron	ENSG00000165490.14	""	Genic
chr12	112215678	112215679	chr12_f_c72[k=1][m=2]	2	+	1	2	0	10	Alu	""	""	TE
chr12	11616520	11616521	chr12_r_c8[k=1][m=2]	2	-	1	2	0	10	Alu	""	""	TE
chr12	119888450	119888451	chr12_r_c55[k=1][m=2]	2	-	1	2	0	10	Alu	""	""	TE
chr12	124932854	124932855	chr12_r_c60[k=1][m=2]	2	-	1	2	0	10	Alu	""	""	TE
chr12	132720347	132720348	chr12_f_c78[k=1][m=2]	2	+	1	2	0	10	Alu	ENSG00000247077.9	""	TE
chr1	228690657	228690658	chr1_f_c115[k=1][m=2]	2	+	1	2	0	16	Alu	""	""	TE
chr1	243131154	243131155	chr1_r_c126[k=1][m=2]	2	-	1	2	0	16	Deep intronic	ENSG00000143702.18	""	Genic
chr12	77658269	77658270	chr12_r_c36[k=1][m=2]	2	-	1	2	0	10	LINE	""	""	TE
chr12	932476	932477	chr12_r_c1[k=1][m=2]	2	-	1	2	0	10	Alu	ENSG00000002016.19	""	TE
chr13	28905593	28905594	chr13_f_c3[k=1][m=2]	2	+	1	2	0	5	LINE	ENSG00000132938.23	""	TE
chr13	28996237	28996238	chr13_f_c4[k=1][m=2]	2	+	1	2	0	5	LINE	ENSG00000132938.23	""	TE
chr13	52261773	52261774	chr13_f_c20[k=1][m=2]	2	+	1	2	0	5	Deep intronic	""	""	Genic
chr13	52544711	52544712	chr13_r_c20[k=1][m=2]	2	-	1	2	0	5	Deep intronic	ENSG00000235660.3	LINC00345	Genic
chr14	64597663	64597664	chr14_r_c28[k=1][m=2]	2	-	1	2	0	4	Deep intronic	""	""	Genic
chr14	73539581	73539582	chr14_f_c24[k=1][m=2]	2	+	1	2	0	4	First intron	ENSG00000184227.8	ACOT1	Genic
chr14	95087922	95087923	chr14_r_c42[k=1][m=2]	2	-	1	2	0	4	3'UTR	ENSG00000100697.18	""	Genic
chr15	35083108	35083109	chr15_f_c4[k=1][m=2]	2	+	1	2	0	1	Deep intronic	""	""	Genic
chr16	14982554	14982555	chr16_r_c13[k=1][m=2]	2	-	1	2	0	17	Alu	""	""	TE
chr16	15140522	15140523	chr16_r_c14[k=1][m=2]	2	-	1	2	0	17	Satellite/LC	ENSG00000250251.7	PKD1P6	TE
chr16	2121441	2121442	chr16_r_c1[k=1][m=2]	2	-	1	2	0	17	Satellite/LC	ENSG00000008710.20	PKD1	TE
chr16	21799873	21799874	chr16_r_c23[k=1][m=2]	2	-	1	2	0	17	Deep intronic	ENSG00000248124.11	RRN3P1	Genic
chr16	22434850	22434851	chr16_r_c26[k=1][m=2]	2	-	1	2	0	17	First intron	ENSG00000257122.6	RRN3P3	Genic
chr16	23723058	23723059	chr16_f_c13[k=1][m=2]	2	+	1	2	0	17	LTR/ERV	""	""	TE
chr16	30597891	30597892	chr16_f_c17[k=1][m=2]	2	+	1	2	0	17	Alu	ENSG00000260167.2	""	TE
chr16	31987271	31987272	chr16_f_c20[k=1][m=2]	2	+	1	2	0	17	Proximal intronic	ENSG00000260628.7	""	Genic
chr1	667218	667219	chr1_r_c0[k=1][m=2]	2	-	1	2	0	16	LINE	ENSG00000225880.7	LINC00115	TE
chr16	70082119	70082120	chr16_f_c31[k=1][m=2]	2	+	1	2	0	17	Deep intronic	""	""	Genic
chr16	74549759	74549760	chr16_r_c49[k=1][m=2]	2	-	1	2	0	17	First intron	ENSG00000090863.13	""	Genic
chr17	2927193	2927194	chr17_f_c2[k=1][m=2]	2	+	1	2	0	8	Alu	ENSG00000132359.18	""	TE
chr1	811939	811940	chr1_r_c1[k=1][m=2]	2	-	1	2	0	16	First intron	ENSG00000225880.7	LINC00115	Genic
chr1	87122926	87122927	chr1_r_c55[k=1][m=2]	2	-	1	2	0	16	Alu	""	""	TE
chr18	73072038	73072039	chr18_f_c28[k=1][m=2]	2	+	1	2	0	1	LTR/ERV	""	""	TE
chr19	17050717	17050718	chr19_r_c14[k=1][m=2]	2	-	1	2	0	5	Alu	ENSG00000131351.16	""	TE
chr19	44976051	44976052	chr19_r_c22[k=1][m=2]	2	-	1	2	0	5	Alu	""	""	TE
chr20	25722419	25722420	chr20_f_c11[k=1][m=2]	2	+	1	2	0	6	LINE	ENSG00000226465.6	""	TE
chr20	3639295	3639296	chr20_f_c1[k=1][m=2]	2	+	1	2	0	6	Alu	ENSG00000088812.19	""	TE
chr20	49053428	49053429	chr20_f_c28[k=1][m=2]	2	+	1	2	0	6	Alu	ENSG00000124207.18	""	TE
chr2	107833706	107833707	chr2_f_c36[k=1][m=2]	2	+	1	2	0	20	First intron	ENSG00000196862.10	RGPD4	Genic
chr2	108725429	108725430	chr2_f_c37[k=1][m=2]	2	+	1	2	0	20	First intron	ENSG00000153201.18	""	Genic
chr2	111391147	111391148	chr2_r_c41[k=1][m=2]	2	-	1	2	0	20	First intron	ENSG00000172965.18	MIR4435-2HG	Genic
chr2	111461155	111461156	chr2_r_c42[k=1][m=2]	2	-	1	2	0	20	First intron	ENSG00000172965.18	MIR4435-2HG	Genic
chr21	36295043	36295044	chr21_r_c14[k=1][m=2]	2	-	1	2	0	12	Deep intronic	""	""	Genic
chr21	43502976	43502977	chr21_r_c23[k=1][m=2]	2	-	1	2	0	12	Intergenic	""	""	Intergenic
chr21	6035587	6035588	chr21_f_c0[k=1][m=2]	2	+	1	2	0	12	Intergenic	""	""	Intergenic
chr21	8216072	8216073	chr21_f_c2[k=1][m=2]	2	+	1	2	0	12	Deep intronic	ENSG00000278996.2	""	Genic
chr21	8260301	8260302	chr21_f_c3[k=1][m=2]	2	+	1	2	0	12	Deep intronic	""	""	Genic
chr21	8398708	8398709	chr21_f_c4[k=1][m=2]	2	+	1	2	0	12	Deep intronic	ENSG00000280441.4	""	Genic
chr21	8442937	8442938	chr21_f_c5[k=1][m=2]	2	+	1	2	0	12	Deep intronic	ENSG00000280441.4	""	Genic
chr22	15980551	15980552	chr22_f_c0[k=1][m=2]	2	+	1	2	0	3	LINE	""	""	TE
chr2	230775241	230775242	chr2_f_c104[k=1][m=2]	2	+	1	2	0	20	Alu	ENSG00000135932.13	""	TE
chr2	242112874	242112875	chr2_f_c115[k=1][m=2]	2	+	1	2	0	20	First intron	ENSG00000220804.11	LINC01881	Genic
chr22	45187228	45187229	chr22_f_c15[k=1][m=2]	2	+	1	2	0	3	3'UTR	ENSG00000093000.20	""	Genic
chr2	68629121	68629122	chr2_r_c25[k=1][m=2]	2	-	1	2	0	20	LTR/ERV	""	""	TE
chr2	85982395	85982396	chr2_f_c26[k=1][m=2]	2	+	1	2	0	20	Alu	""	""	TE
chr2	87489076	87489077	chr2_f_c27[k=1][m=2]	2	+	1	2	0	20	First intron	ENSG00000222041.13	CYTOR	Genic
chr2	87559676	87559677	chr2_f_c28[k=1][m=2]	2	+	1	2	0	20	First intron	ENSG00000222041.13	CYTOR	Genic
chr3	138672060	138672061	chr3_r_c62[k=1][m=2]	2	-	1	2	0	6	LTR/ERV	ENSG00000051382.11	""	TE
chr3	47459677	47459678	chr3_r_c22[k=1][m=2]	2	-	1	2	0	6	LTR/ERV	ENSG00000114650.22	""	TE
chr4	111683722	111683723	chr4_r_c51[k=1][m=2]	2	-	1	2	0	10	Alu	""	""	TE
chr4	118549363	118549364	chr4_f_c30[k=1][m=2]	2	+	1	2	0	10	Deep intronic	ENSG00000154608.14	CEP170P1	Genic
chr4	164106320	164106321	chr4_r_c66[k=1][m=2]	2	-	1	2	0	10	LINE	ENSG00000145416.14	MARCHF1	TE
chr5	181263168	181263169	chr5_f_c108[k=1][m=2]	2	+	1	2	0	16	Alu	ENSG00000248275.5	TRIM52-AS1	TE
chr5	20705728	20705729	chr5_f_c11[k=1][m=2]	2	+	1	2	0	16	Deep intronic	ENSG00000251629.8	LINC02241	Genic
chr5	29172336	29172337	chr5_r_c14[k=1][m=2]	2	-	1	2	0	16	Alu	ENSG00000308944.1	""	TE
chr5	32041527	32041528	chr5_f_c14[k=1][m=2]	2	+	1	2	0	16	Deep intronic	ENSG00000133401.17	""	Genic
chr5	34163203	34163204	chr5_r_c28[k=1][m=2]	2	-	1	2	0	16	Deep intronic	ENSG00000290548.2	""	Genic
chr5	77720671	77720672	chr5_r_c79[k=1][m=2]	2	-	1	2	0	16	Alu	ENSG00000171530.16	""	TE
chr6	113910058	113910059	chr6_r_c50[k=1][m=2]	2	-	1	2	0	15	Alu	""	""	TE
chr6	154708001	154708002	chr6_f_c68[k=1][m=2]	2	+	1	2	0	15	Alu	""	""	TE
chr6	164473910	164473911	chr6_r_c73[k=1][m=2]	2	-	1	2	0	15	LINE	""	""	TE
chr6	19092932	19092933	chr6_f_c7[k=1][m=2]	2	+	1	2	0	15	Alu	""	""	TE
chr6	57410924	57410925	chr6_f_c27[k=1][m=2]	2	+	1	2	0	15	Deep intronic	ENSG00000146143.20	""	Genic
chr6	60312430	60312431	chr6_f_c32[k=1][m=2]	2	+	1	2	0	15	Deep intronic	ENSG00000283453.3	PRIM2BP	Genic
chr7	127669032	127669033	chr7_f_c57[k=1][m=2]	2	+	1	2	0	10	Alu	ENSG00000197157.12	""	TE
chr7	152813529	152813530	chr7_f_c76[k=1][m=2]	2	+	1	2	0	10	LINE	ENSG00000133627.19	""	TE
chr7	66454004	66454005	chr7_r_c25[k=1][m=2]	2	-	1	2	0	10	LINE	ENSG00000179406.11	LINC00174	TE
chr7	66771499	66771500	chr7_f_c25[k=1][m=2]	2	+	1	2	0	10	5'UTR	ENSG00000154710.19	""	Genic
chr7	74864383	74864384	chr7_r_c28[k=1][m=2]	2	-	1	2	0	10	Alu	ENSG00000289346.1	""	TE
chr7	75079723	75079724	chr7_f_c33[k=1][m=2]	2	+	1	2	0	10	Alu	""	""	TE
chr8	111383012	111383013	chr8_f_c27[k=1][m=2]	2	+	1	2	0	3	LINE	ENSG00000253434.9	LINC02237	TE
chr9	1191659	1191660	chr9_f_c0[k=1][m=2]	2	+	1	2	0	21	LINE	""	""	TE
chr9	41747655	41747656	chr9_f_c18[k=1][m=2]	2	+	1	2	0	21	Alu	ENSG00000275297.2	""	TE
