chr	start	end	name	score	strand	annotation	gene	external_gene_name	grouped_annotation	pval
chr11	65502029	65502030	CITS_55[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65502161	65502162	CITS_57[gene=chr11_f_c4771][PH=11][PH0=0.01][P=1.00e-100]	11	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65502272	65502273	CITS_58[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65502380	65502381	CITS_59[gene=chr11_f_c4771][PH=8][PH0=0.01][P=1.00e-100]	8	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65502431	65502432	CITS_60[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65502501	65502502	CITS_61[gene=chr11_f_c4771][PH=5][PH0=0.01][P=3.71e-06]	5	+	First intron	ENSG00000251562.13	MALAT1	Genic	3.71e-06
chr11	65502746	65502747	CITS_63[gene=chr11_f_c4771][PH=5][PH0=0.01][P=3.71e-06]	5	+	First intron	ENSG00000251562.13	MALAT1	Genic	3.71e-06
chr11	65502876	65502877	CITS_64[gene=chr11_f_c4771][PH=8][PH0=0.01][P=1.00e-100]	8	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503115	65503116	CITS_65[gene=chr11_f_c4771][PH=5][PH0=0.01][P=3.71e-06]	5	+	First intron	ENSG00000251562.13	MALAT1	Genic	3.71e-06
chr11	65503242	65503243	CITS_67[gene=chr11_f_c4771][PH=8][PH0=0.01][P=1.00e-100]	8	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503339	65503340	CITS_68[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503426	65503427	CITS_69[gene=chr11_f_c4771][PH=10][PH0=0.01][P=1.00e-100]	10	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503472	65503473	CITS_70[gene=chr11_f_c4771][PH=6][PH0=0.01][P=8.73e-09]	6	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	8.73e-09
chr11	65503732	65503733	CITS_73[gene=chr11_f_c4771][PH=8][PH0=0.01][P=1.00e-100]	8	+	Other exon	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503814	65503815	CITS_74[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65503900	65503901	CITS_75[gene=chr11_f_c4771][PH=8][PH0=0.01][P=1.00e-100]	8	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65504110	65504111	CITS_77[gene=chr11_f_c4771][PH=11][PH0=0.01][P=1.00e-100]	11	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65504317	65504318	CITS_79[gene=chr11_f_c4771][PH=11][PH0=0.01][P=1.00e-100]	11	+	First intron	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65504352	65504353	CITS_80[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	Other exon	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65504651	65504652	CITS_82[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	Proximal intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65505015	65505016	CITS_85[gene=chr11_f_c4771][PH=6][PH0=0.01][P=8.73e-09]	6	+	Other exon	ENSG00000251562.13	MALAT1	Genic	8.73e-09
chr11	65505415	65505416	CITS_88[gene=chr11_f_c4771][PH=5][PH0=0.01][P=3.71e-06]	5	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	3.71e-06
chr11	65505506	65505507	CITS_89[gene=chr11_f_c4771][PH=6][PH0=0.01][P=8.73e-09]	6	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	8.73e-09
chr11	65505575	65505576	CITS_90[gene=chr11_f_c4771][PH=10][PH0=0.01][P=1.00e-100]	10	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	65505747	65505748	CITS_91[gene=chr11_f_c4771][PH=5][PH0=0.01][P=3.71e-06]	5	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	3.71e-06
chr11	65505909	65505910	CITS_92[gene=chr11_f_c4771][PH=7][PH0=0.01][P=1.00e-100]	7	+	Deep intronic	ENSG00000251562.13	MALAT1	Genic	1e-100
chr11	66621545	66621546	CITS_94[gene=chr11_f_c4971][PH=5][PH0=0.12][P=7.72e-05]	5	+	Alu	ENSG00000239306.6	""	TE	7.72e-05
chr11	68557687	68557688	CITS_95[gene=chr11_f_c5533][PH=3][PH0=0.00][P=2.04e-05]	3	+	Alu	ENSG00000110075.16	""	TE	2.04e-05
chr11	10508938	10508939	CITS_102[gene=chr11_r_c1036][PH=4][PH0=0.08][P=4.09e-04]	4	-	3'UTR-distal	""	""	Genic	0.000409
chr11	33735763	33735764	CITS_104[gene=chr11_r_c2360][PH=4][PH0=0.06][P=2.55e-04]	4	-	3'UTR-distal	ENSG00000085063.19	""	Genic	0.000255
chr11	47479921	47479922	CITS_105[gene=chr11_r_c2918][PH=3][PH0=0.00][P=8.60e-05]	3	-	Deep intronic	ENSG00000149187.20	""	Genic	8.6e-05
chr11	47819152	47819153	CITS_106[gene=chr11_r_c3247][PH=4][PH0=0.08][P=3.22e-04]	4	-	Alu	ENSG00000030066.15	""	TE	0.000322
chr11	62854358	62854359	CITS_108[gene=chr11_r_c3764][PH=4][PH0=0.05][P=1.05e-04]	4	-	Proximal intronic	ENSG00000255717.10	SNHG1	Genic	0.000105
chr11	64244540	64244541	CITS_110[gene=chr11_r_c3933][PH=3][PH0=0.00][P=1.12e-07]	3	-	3'UTR	ENSG00000173457.12	""	Genic	1.12e-07
chr11	65426373	65426374	CITS_112[gene=chr11_r_c3993][PH=3][PH0=0.00][P=4.68e-07]	3	-	TSS-proximal	""	""	Genic	4.68e-07
chr11	65855123	65855124	CITS_113[gene=chr11_r_c4018][PH=3][PH0=0.00][P=3.90e-07]	3	-	3'UTR	ENSG00000172757.13	CFL1	Genic	3.9e-07
chr11	66541405	66541406	CITS_115[gene=chr11_r_c4047][PH=4][PH0=0.00][P=1.00e-100]	4	-	Alu	ENSG00000174165.9	""	TE	1e-100
chr12	6943829	6943830	CITS_1[gene=chr12_f_c700][PH=9][PH0=0.00][P=1.00e-100]	9	+	3'UTR-distal	ENSG00000111678.12	""	Genic	1e-100
chr12	20388357	20388358	CITS_7[gene=chr12_f_c1766][PH=5][PH0=0.01][P=2.90e-06]	5	+	First intron	ENSG00000172572.8	""	Genic	2.9e-06
chr12	20388465	20388466	CITS_8[gene=chr12_f_c1766][PH=5][PH0=0.01][P=2.90e-06]	5	+	First intron	ENSG00000172572.8	""	Genic	2.9e-06
chr12	20400177	20400178	CITS_12[gene=chr12_f_c1766][PH=5][PH0=0.01][P=2.90e-06]	5	+	First intron	ENSG00000172572.8	""	Genic	2.9e-06
chr12	20409448	20409449	CITS_14[gene=chr12_f_c1766][PH=5][PH0=0.01][P=2.90e-06]	5	+	First intron	ENSG00000172572.8	""	Genic	2.9e-06
chr12	20423478	20423479	CITS_16[gene=chr12_f_c1766][PH=5][PH0=0.01][P=2.90e-06]	5	+	First intron	ENSG00000172572.8	""	Genic	2.9e-06
chr12	20467043	20467044	CITS_21[gene=chr12_f_c1766][PH=6][PH0=0.01][P=6.47e-09]	6	+	First intron	ENSG00000172572.8	""	Genic	6.47e-09
chr12	53458953	53458954	CITS_27[gene=chr12_f_c4092][PH=3][PH0=0.00][P=3.65e-05]	3	+	Deep intronic	ENSG00000197111.17	""	Genic	3.65e-05
chr12	53479768	53479769	CITS_28[gene=chr12_f_c4092][PH=3][PH0=0.00][P=3.65e-05]	3	+	3'UTR	ENSG00000197111.17	""	Genic	3.65e-05
chr12	57251658	57251659	CITS_31[gene=chr12_f_c4375][PH=2][PH0=0.00][P=1.92e-04]	2	+	Alu	""	""	TE	0.000192
chr12	104322389	104322390	CITS_35[gene=chr12_f_c7329][PH=3][PH0=0.00][P=2.29e-04]	3	+	Alu	ENSG00000198431.18	TXNRD1	TE	0.000229
chr12	104327127	104327128	CITS_36[gene=chr12_f_c7329][PH=3][PH0=0.00][P=2.29e-04]	3	+	Deep intronic	ENSG00000198431.18	TXNRD1	Genic	0.000229
chr12	104339415	104339416	CITS_37[gene=chr12_f_c7329][PH=3][PH0=0.00][P=2.29e-04]	3	+	Proximal intronic	ENSG00000198431.18	TXNRD1	Genic	0.000229
chr12	104350216	104350217	CITS_38[gene=chr12_f_c7329][PH=3][PH0=0.00][P=2.29e-04]	3	+	3'UTR	ENSG00000198431.18	TXNRD1	Genic	0.000229
chr12	131920585	131920586	CITS_41[gene=chr12_f_c8936][PH=4][PH0=0.08][P=4.96e-04]	4	+	Alu	ENSG00000177169.11	""	TE	0.000496
chr12	12124214	12124215	CITS_44[gene=chr12_r_c961][PH=3][PH0=0.00][P=2.01e-06]	3	-	Alu	ENSG00000070018.10	""	TE	2.01e-06
chr12	46365545	46365546	CITS_46[gene=chr12_r_c3298][PH=6][PH0=0.12][P=2.47e-06]	6	-	Deep intronic	ENSG00000134294.15	""	Genic	2.47e-06
chr12	46368093	46368094	CITS_47[gene=chr12_r_c3317][PH=5][PH0=0.15][P=3.53e-04]	5	-	Alu	ENSG00000134294.15	""	TE	0.000353
chr12	46369963	46369964	CITS_48[gene=chr12_r_c3330][PH=5][PH0=0.12][P=1.48e-04]	5	-	First intron	ENSG00000134294.15	""	Genic	0.000148
chr12	50108984	50108985	CITS_50[gene=chr12_r_c3740][PH=5][PH0=0.00][P=1.00e-100]	5	-	Alu	ENSG00000295262.1	""	TE	1e-100
chr12	51331395	51331396	CITS_51[gene=chr12_r_c3929][PH=2][PH0=0.00][P=2.55e-04]	2	-	Alu	ENSG00000139610.2	CELA1	TE	0.000255
chr12	56663700	56663701	CITS_54[gene=chr12_r_c4359][PH=3][PH0=0.00][P=6.84e-05]	3	-	3'UTR	ENSG00000110958.17	""	Genic	6.84e-05
chr12	120291525	120291526	CITS_59[gene=chr12_r_c8323][PH=4][PH0=0.00][P=1.37e-08]	4	-	First intron	ENSG00000310566.1	""	Genic	1.37e-08
chr12	120291832	120291833	CITS_60[gene=chr12_r_c8323][PH=5][PH0=0.00][P=1.00e-100]	5	-	First intron	ENSG00000202538.2	RNU4-2	Genic	1e-100
chr12	120293165	120293166	CITS_62[gene=chr12_r_c8323][PH=3][PH0=0.00][P=5.62e-05]	3	-	Other exon	ENSG00000200795.2	RNU4-1	Genic	5.62e-05
chr12	120293200	120293201	CITS_63[gene=chr12_r_c8323][PH=4][PH0=0.00][P=1.37e-08]	4	-	Other exon	ENSG00000200795.2	RNU4-1	Genic	1.37e-08
chr13	96224341	96224342	CITS_5[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE	0.000555
chr13	96224491	96224492	CITS_6[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE	0.000555
chr13	96281015	96281016	CITS_7[gene=chr13_f_c5821][PH=3][PH0=0.00][P=5.55e-04]	3	+	Alu	ENSG00000185352.10	HS6ST3	TE	0.000555
chr13	19721824	19721825	CITS_9[gene=chr13_r_c99][PH=3][PH0=0.00][P=1.02e-04]	3	-	Deep intronic	ENSG00000121390.20	""	Genic	0.000102
chr13	106543922	106543923	CITS_10[gene=chr13_r_c4895][PH=3][PH0=0.00][P=2.41e-05]	3	-	3'UTR	ENSG00000134884.16	""	Genic	2.41e-05
chr13	106559235	106559236	CITS_11[gene=chr13_r_c4895][PH=3][PH0=0.00][P=2.41e-05]	3	-	First intron	ENSG00000134884.16	""	Genic	2.41e-05
chr14	69972546	69972547	CITS_5[gene=chr14_f_c3901][PH=4][PH0=0.05][P=8.67e-05]	4	+	Deep intronic	ENSG00000198732.12	""	Genic	8.67e-05
chr14	77465090	77465091	CITS_7[gene=chr14_f_c5214][PH=2][PH0=0.00][P=3.54e-04]	2	+	CDS	ENSG00000100591.9	""	Genic	0.000354
chr14	92027169	92027170	CITS_9[gene=chr14_f_c5609][PH=5][PH0=0.00][P=1.00e-100]	5	+	Deep intronic	""	""	Genic	1e-100
chr14	103650595	103650596	CITS_10[gene=chr14_f_c6654][PH=4][PH0=0.00][P=4.45e-09]	4	+	5'UTR	ENSG00000126214.23	""	Genic	4.45e-09
chr14	21265015	21265016	CITS_13[gene=chr14_r_c196][PH=4][PH0=0.01][P=2.26e-05]	4	-	5'UTR	ENSG00000092199.20	""	Genic	2.26e-05
chr14	34437711	34437712	CITS_14[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic	9.21e-05
chr14	34448362	34448363	CITS_15[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	LTR/ERV	ENSG00000165389.7	SPTSSA	TE	9.21e-05
chr14	34450425	34450426	CITS_16[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic	9.21e-05
chr14	34452086	34452087	CITS_17[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	Alu	ENSG00000165389.7	SPTSSA	TE	9.21e-05
chr14	34452755	34452756	CITS_18[gene=chr14_r_c924][PH=3][PH0=0.00][P=9.21e-05]	3	-	First intron	ENSG00000165389.7	SPTSSA	Genic	9.21e-05
chr14	34556040	34556041	CITS_19[gene=chr14_r_c932][PH=3][PH0=0.00][P=1.47e-05]	3	-	3'UTR-distal	ENSG00000259002.3	""	Genic	1.47e-05
chr14	34556091	34556092	CITS_20[gene=chr14_r_c932][PH=3][PH0=0.00][P=1.47e-05]	3	-	3'UTR-distal	ENSG00000259002.3	""	Genic	1.47e-05
chr14	102260178	102260179	CITS_22[gene=chr14_r_c5079][PH=3][PH0=0.00][P=1.37e-07]	3	-	Alu	ENSG00000080823.24	""	TE	1.37e-07
chr14	103205639	103205640	CITS_23[gene=chr14_r_c5119][PH=2][PH0=0.00][P=9.82e-05]	2	-	Alu	ENSG00000296766.1	""	TE	9.82e-05
chr15	65296091	65296092	CITS_3[gene=chr15_f_c3347][PH=9][PH0=0.00][P=1.00e-100]	9	+	Other exon	ENSG00000199568.2	RNU5A-1	Genic	1e-100
chr15	65296128	65296129	CITS_4[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Other exon	ENSG00000199568.2	RNU5A-1	Genic	1.68e-05
chr15	65296196	65296197	CITS_5[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Deep intronic	""	""	Genic	1.68e-05
chr15	65296464	65296465	CITS_6[gene=chr15_f_c3347][PH=3][PH0=0.00][P=1.68e-05]	3	+	Deep intronic	""	""	Genic	1.68e-05
chr15	65304717	65304718	CITS_7[gene=chr15_f_c3347][PH=6][PH0=0.00][P=1.00e-100]	6	+	Other exon	ENSG00000200156.2	RNU5B-1	Genic	1e-100
chr15	84999581	84999582	CITS_9[gene=chr15_f_c4563][PH=3][PH0=0.00][P=1.15e-04]	3	+	Satellite/LC	ENSG00000073417.16	""	TE	0.000115
chr16	31185346	31185347	CITS_7[gene=chr16_f_c2524][PH=6][PH0=0.00][P=1.00e-100]	6	+	Deep intronic	ENSG00000089280.21	""	Genic	1e-100
chr16	31186451	31186452	CITS_8[gene=chr16_f_c2524][PH=4][PH0=0.00][P=1.77e-09]	4	+	Deep intronic	ENSG00000089280.21	""	Genic	1.77e-09
chr16	55505988	55505989	CITS_10[gene=chr16_f_c3307][PH=2][PH0=0.00][P=6.76e-04]	2	+	3'UTR	ENSG00000087245.13	MMP2	Genic	0.000676
chr16	70538055	70538056	CITS_11[gene=chr16_f_c4116][PH=8][PH0=0.31][P=9.16e-07]	8	+	Proximal intronic	ENSG00000189091.14	""	Genic	9.16e-07
chr16	73061387	73061388	CITS_12[gene=chr16_f_c4270][PH=2][PH0=0.00][P=6.70e-04]	2	+	Satellite/LC	ENSG00000271009.3	""	TE	0.00067
chr16	89517690	89517691	CITS_15[gene=chr16_f_c5282][PH=3][PH0=0.00][P=1.85e-05]	3	+	Alu	ENSG00000197912.17	""	TE	1.85e-05
chr16	89519161	89519162	CITS_16[gene=chr16_f_c5282][PH=3][PH0=0.00][P=1.85e-05]	3	+	Alu	ENSG00000197912.17	""	TE	1.85e-05
chr16	21516642	21516643	CITS_22[gene=chr16_r_c1675][PH=3][PH0=0.00][P=2.74e-04]	3	-	Alu	ENSG00000291073.2	""	TE	0.000274
chr16	72969264	72969265	CITS_24[gene=chr16_r_c4175][PH=4][PH0=0.08][P=3.04e-04]	4	-	First intron	ENSG00000140836.17	ZFHX3	Genic	0.000304
chr16	87830453	87830454	CITS_26[gene=chr16_r_c5310][PH=6][PH0=0.07][P=1.52e-07]	6	-	3'UTR	ENSG00000103257.11	SLC7A5	Genic	1.52e-07
chr17	4717010	4717011	CITS_1[gene=chr17_f_c304][PH=2][PH0=0.00][P=8.30e-04]	2	+	Alu	ENSG00000141480.19	""	TE	0.00083
chr17	16441735	16441736	CITS_5[gene=chr17_f_c1170][PH=7][PH0=0.21][P=3.63e-06]	7	+	3'UTR-distal	ENSG00000175061.21	SNHG29	Genic	3.63e-06
chr17	19062008	19062009	CITS_7[gene=chr17_f_c1604][PH=9][PH0=0.35][P=9.33e-08]	9	+	Other exon	ENSG00000265185.6	SNORD3B-1	Genic	9.33e-08
chr17	19188050	19188051	CITS_8[gene=chr17_f_c1605][PH=12][PH0=0.00][P=1.00e-100]	12	+	Other exon	ENSG00000263934.5	SNORD3A	Genic	1e-100
chr17	19188112	19188113	CITS_9[gene=chr17_f_c1605][PH=9][PH0=0.00][P=1.00e-100]	9	+	Other exon	ENSG00000263934.5	SNORD3A	Genic	1e-100
chr17	19188232	19188233	CITS_10[gene=chr17_f_c1605][PH=4][PH0=0.00][P=1.25e-08]	4	+	Other exon	ENSG00000263934.5	SNORD3A	Genic	1.25e-08
chr17	19188363	19188364	CITS_11[gene=chr17_f_c1605][PH=5][PH0=0.00][P=1.00e-100]	5	+	Other exon	ENSG00000263934.5	SNORD3A	Genic	1e-100
chr17	28195817	28195818	CITS_12[gene=chr17_f_c2127][PH=4][PH0=0.10][P=6.84e-04]	4	+	3'UTR	ENSG00000087095.14	""	Genic	0.000684
chr17	28720574	28720575	CITS_13[gene=chr17_f_c2198][PH=3][PH0=0.01][P=9.33e-04]	3	+	5'UTR	ENSG00000198242.15	""	Genic	0.000933
chr17	47679711	47679712	CITS_16[gene=chr17_f_c4661][PH=3][PH0=0.00][P=2.72e-05]	3	+	Alu	ENSG00000108424.12	""	TE	2.72e-05
chr17	59837939	59837940	CITS_20[gene=chr17_f_c5649][PH=8][PH0=0.00][P=1.00e-100]	8	+	Deep intronic	ENSG00000062716.14	""	Genic	1e-100
chr17	59838161	59838162	CITS_22[gene=chr17_f_c5649][PH=4][PH0=0.00][P=8.17e-07]	4	+	Proximal intronic	ENSG00000062716.14	""	Genic	8.17e-07
chr17	59839008	59839009	CITS_24[gene=chr17_f_c5649][PH=5][PH0=0.00][P=5.51e-10]	5	+	Alu	ENSG00000062716.14	""	TE	5.51e-10
chr17	59839163	59839164	CITS_25[gene=chr17_f_c5649][PH=6][PH0=0.00][P=1.00e-100]	6	+	Alu	ENSG00000062716.14	""	TE	1e-100
chr17	59840016	59840017	CITS_27[gene=chr17_f_c5649][PH=6][PH0=0.00][P=1.00e-100]	6	+	3'UTR	ENSG00000062716.14	""	Genic	1e-100
chr17	59840072	59840073	CITS_28[gene=chr17_f_c5649][PH=7][PH0=0.00][P=1.00e-100]	7	+	3'UTR	ENSG00000062716.14	""	Genic	1e-100
chr17	59840603	59840604	CITS_31[gene=chr17_f_c5649][PH=4][PH0=0.00][P=8.17e-07]	4	+	3'UTR	ENSG00000062716.14	""	Genic	8.17e-07
chr17	59841187	59841188	CITS_32[gene=chr17_f_c5649][PH=12][PH0=0.00][P=1.00e-100]	12	+	3'UTR	ENSG00000062716.14	""	Genic	1e-100
